"srch_id","year","month","weekofyear","time","site_id","visitor_location_country_id","srch_destination_id","srch_length_of_stay","srch_booking_window","srch_adults_count","srch_children_count","srch_room_count","srch_saturday_night_bool","random_bool"
"'655491'","'2013'","'05'","'20'","'8'","'29'","'132'","'6785'",1,23,2,0,1,1,0
"'262041'","'2013'","'01'","'4'","'8'","'5'","'219'","'22307'",1,4,1,0,1,1,1
"'664893'","'2013'","'03'","'11'","'9'","'5'","'219'","'8589'",1,15,2,0,1,1,1
"'550054'","'2013'","'01'","'2'","'7'","'5'","'219'","'14757'",1,16,2,0,1,1,0
"'409594'","'2012'","'12'","'51'","'9'","'5'","'219'","'13216'",2,17,4,2,1,0,0
"'280229'","'2013'","'02'","'7'","'4'","'14'","'100'","'15478'",2,24,2,0,1,1,0
"'105930'","'2013'","'04'","'16'","'8'","'5'","'219'","'10032'",2,7,2,0,1,1,1
"'556102'","'2012'","'12'","'53'","'7'","'5'","'219'","'23904'",3,3,1,0,1,1,1
"'382060'","'2013'","'02'","'6'","'8'","'5'","'219'","'6443'",7,74,2,0,1,0,0
"'208377'","'2012'","'11'","'48'","'3'","'14'","'100'","'4045'",3,25,2,0,1,1,0
"'39063'","'2013'","'04'","'14'","'5'","'5'","'117'","'18774'",2,5,3,0,2,0,0
"'63666'","'2013'","'03'","'12'","'12'","'5'","'219'","'13539'",1,6,4,0,1,1,0
"'445800'","'2013'","'05'","'22'","'10'","'5'","'219'","'27112'",1,7,2,0,1,1,0
"'269278'","'2012'","'11'","'44'","'10'","'5'","'219'","'18454'",2,21,6,0,2,1,0
"'37216'","'2013'","'03'","'13'","'12'","'14'","'100'","'44'",2,4,2,2,1,1,0
"'196135'","'2012'","'12'","'50'","'5'","'5'","'219'","'24026'",3,13,4,0,2,0,0
"'294279'","'2013'","'02'","'8'","'6'","'5'","'219'","'22051'",1,23,2,0,1,1,0
"'605675'","'2013'","'05'","'19'","'4'","'5'","'219'","'13216'",2,12,2,0,1,1,1
"'645110'","'2013'","'05'","'22'","'4'","'5'","'219'","'23246'",2,6,2,0,1,0,1
"'488466'","'2013'","'02'","'6'","'4'","'14'","'100'","'11667'",1,2,2,0,1,0,0
"'304896'","'2012'","'12'","'52'","'4'","'5'","'219'","'10032'",2,2,2,0,1,1,1
"'316657'","'2013'","'01'","'2'","'11'","'14'","'100'","'20319'",5,40,1,0,1,0,0
"'303121'","'2013'","'03'","'10'","'10'","'12'","'99'","'23431'",1,1,2,0,1,0,0
"'248950'","'2013'","'01'","'3'","'4'","'5'","'219'","'20386'",2,29,2,0,1,1,1
"'26789'","'2013'","'02'","'9'","'9'","'5'","'37'","'3073'",1,17,1,1,2,0,0
"'333209'","'2013'","'02'","'6'","'5'","'5'","'219'","'16646'",1,2,2,0,1,1,0
"'104182'","'2013'","'06'","'26'","'8'","'5'","'219'","'26571'",1,1,1,0,1,1,0
"'516934'","'2013'","'01'","'2'","'6'","'5'","'219'","'11230'",4,3,2,0,1,0,1
"'531498'","'2012'","'11'","'44'","'3'","'5'","'219'","'27372'",1,25,1,0,1,0,1
"'409309'","'2013'","'04'","'18'","'9'","'31'","'219'","'18547'",2,72,2,2,1,1,0
"'446278'","'2012'","'11'","'47'","'7'","'5'","'219'","'9718'",2,3,2,0,1,0,0
"'129583'","'2013'","'05'","'21'","'5'","'5'","'219'","'16858'",2,0,2,2,1,0,1
"'614163'","'2012'","'11'","'46'","'1'","'5'","'219'","'25017'",2,4,1,0,1,0,0
"'194405'","'2013'","'03'","'11'","'11'","'15'","'55'","'18367'",5,17,2,1,1,0,0
"'31067'","'2013'","'03'","'9'","'4'","'15'","'55'","'8347'",3,57,1,0,1,0,1
"'624028'","'2012'","'12'","'52'","'9'","'15'","'55'","'25556'",1,94,1,1,1,0,1
"'186605'","'2012'","'12'","'49'","'9'","'5'","'219'","'7384'",1,1,2,0,1,1,0
"'434229'","'2013'","'01'","'3'","'5'","'5'","'219'","'3602'",2,9,2,0,1,1,0
"'254888'","'2013'","'06'","'25'","'9'","'5'","'219'","'9265'",1,6,2,0,1,0,1
"'420732'","'2013'","'05'","'20'","'12'","'5'","'219'","'22380'",1,95,2,0,1,1,0
"'604502'","'2013'","'06'","'25'","'11'","'5'","'219'","'9899'",2,59,2,2,1,0,1
"'385181'","'2013'","'06'","'24'","'10'","'14'","'100'","'8192'",2,18,2,1,1,0,1
"'377919'","'2013'","'01'","'1'","'9'","'7'","'100'","'6948'",2,1,2,0,1,1,0
"'415946'","'2013'","'02'","'9'","'8'","'5'","'219'","'9899'",1,2,2,0,1,1,0
"'588327'","'2013'","'03'","'10'","'7'","'15'","'55'","'19968'",3,58,5,0,3,1,1
"'139891'","'2013'","'06'","'23'","'6'","'15'","'55'","'9402'",3,96,2,0,1,1,0
"'218836'","'2013'","'04'","'16'","'7'","'5'","'219'","'17713'",1,2,2,2,1,1,0
"'651138'","'2013'","'03'","'12'","'6'","'5'","'219'","'14041'",1,0,1,1,1,1,0
"'608351'","'2013'","'03'","'12'","'5'","'5'","'219'","'21494'",1,41,3,1,1,0,1
"'333383'","'2013'","'03'","'10'","'4'","'5'","'219'","'9175'",3,1,2,2,1,1,0
"'334814'","'2013'","'03'","'13'","'8'","'14'","'100'","'25017'",1,8,2,0,1,1,0
"'43227'","'2013'","'03'","'13'","'1'","'5'","'219'","'23246'",1,3,2,0,1,0,0
"'353853'","'2012'","'11'","'44'","'7'","'5'","'219'","'8081'",1,0,2,0,1,1,1
"'283671'","'2013'","'03'","'9'","'8'","'5'","'219'","'26067'",2,89,2,0,1,0,1
"'204573'","'2013'","'03'","'11'","'10'","'5'","'219'","'7473'",3,9,2,0,1,1,0
"'536468'","'2012'","'12'","'51'","'11'","'5'","'219'","'9402'",1,10,2,0,1,0,0
"'278059'","'2013'","'03'","'10'","'6'","'5'","'219'","'22134'",2,3,1,0,1,1,0
"'454409'","'2013'","'06'","'26'","'7'","'31'","'219'","'24521'",2,11,2,0,1,0,0
"'350227'","'2013'","'01'","'1'","'3'","'14'","'100'","'26065'",3,2,1,1,1,0,0
"'160474'","'2013'","'03'","'11'","'6'","'5'","'219'","'23904'",2,58,2,0,1,1,1
"'100509'","'2012'","'11'","'46'","'7'","'5'","'219'","'10672'",2,5,2,0,1,0,0
"'597017'","'2013'","'05'","'22'","'7'","'5'","'219'","'10679'",3,157,9,1,3,1,1
"'640374'","'2012'","'11'","'48'","'6'","'5'","'219'","'8721'",1,1,2,0,1,1,0
"'184391'","'2013'","'04'","'17'","'9'","'5'","'219'","'8347'",2,3,2,1,1,1,0
"'332269'","'2012'","'12'","'51'","'8'","'5'","'219'","'16364'",1,8,2,0,1,0,1
"'175692'","'2013'","'04'","'17'","'1'","'5'","'219'","'8192'",1,23,1,0,1,0,0
"'543533'","'2013'","'06'","'23'","'9'","'5'","'219'","'10446'",2,7,2,0,1,1,0
"'155744'","'2013'","'01'","'2'","'10'","'5'","'219'","'8182'",2,11,2,0,1,1,1
"'470915'","'2013'","'04'","'16'","'5'","'5'","'219'","'13870'",4,96,2,1,1,1,1
"'358042'","'2013'","'05'","'19'","'10'","'5'","'219'","'10737'",1,180,1,1,1,1,0
"'473395'","'2013'","'04'","'14'","'6'","'14'","'100'","'7322'",1,2,1,0,1,1,0
"'166498'","'2013'","'06'","'26'","'8'","'5'","'219'","'26820'",2,9,2,1,1,1,1
"'22096'","'2013'","'04'","'14'","'5'","'5'","'219'","'8278'",1,33,2,0,1,1,1
"'520781'","'2013'","'04'","'17'","'7'","'5'","'219'","'20874'",1,4,2,1,1,0,0
"'123430'","'2012'","'11'","'45'","'9'","'5'","'219'","'16052'",2,3,1,0,1,0,0
"'449563'","'2013'","'06'","'24'","'7'","'12'","'99'","'26531'",13,97,2,0,1,0,1
"'105202'","'2013'","'06'","'23'","'5'","'5'","'219'","'28201'",2,0,1,0,1,0,0
"'206062'","'2013'","'05'","'22'","'7'","'5'","'219'","'18774'",1,4,5,0,2,1,0
"'482468'","'2012'","'11'","'45'","'6'","'5'","'219'","'26566'",1,34,1,0,1,0,1
"'400425'","'2013'","'04'","'17'","'4'","'31'","'219'","'25565'",3,13,2,0,1,0,0
"'96862'","'2012'","'12'","'52'","'12'","'5'","'219'","'44'",1,3,2,0,2,0,0
"'298253'","'2013'","'03'","'12'","'11'","'15'","'55'","'4440'",1,28,2,0,1,1,0
"'371394'","'2012'","'11'","'48'","'5'","'5'","'219'","'7384'",1,5,2,0,1,0,0
"'278684'","'2013'","'06'","'24'","'7'","'5'","'219'","'16052'",1,0,2,0,1,1,0
"'378454'","'2012'","'11'","'45'","'9'","'5'","'219'","'4748'",1,17,2,1,1,1,0
"'413888'","'2013'","'01'","'3'","'8'","'5'","'219'","'23904'",2,23,4,0,2,1,1
"'221375'","'2013'","'01'","'1'","'10'","'5'","'219'","'13105'",1,3,2,2,1,1,0
"'410462'","'2013'","'03'","'12'","'8'","'5'","'219'","'10424'",1,1,2,0,1,1,0
"'584585'","'2013'","'06'","'22'","'9'","'5'","'219'","'25479'",1,64,2,2,2,0,0
"'246883'","'2013'","'05'","'21'","'9'","'5'","'219'","'12193'",1,4,2,0,1,0,0
"'178762'","'2012'","'12'","'49'","'8'","'5'","'219'","'24373'",1,1,2,0,1,1,0
"'191849'","'2013'","'02'","'8'","'7'","'5'","'219'","'26067'",1,20,1,0,1,0,0
"'490890'","'2012'","'12'","'48'","'11'","'5'","'219'","'23246'",1,6,2,0,1,1,0
"'481713'","'2013'","'04'","'15'","'7'","'5'","'219'","'9104'",1,2,2,0,1,0,1
"'82244'","'2013'","'03'","'13'","'10'","'5'","'219'","'4182'",4,5,3,0,2,1,0
"'68246'","'2013'","'03'","'10'","'8'","'5'","'219'","'6230'",2,45,2,0,1,1,1
"'26563'","'2012'","'11'","'45'","'7'","'5'","'219'","'13202'",1,0,2,0,1,1,0
"'201324'","'2013'","'05'","'21'","'12'","'16'","'31'","'8192'",1,73,2,1,1,0,0
"'159637'","'2013'","'05'","'20'","'9'","'32'","'220'","'15253'",5,105,2,0,1,0,0
"'257450'","'2012'","'12'","'50'","'7'","'5'","'219'","'13216'",2,6,2,1,1,1,0
"'78131'","'2012'","'11'","'44'","'6'","'15'","'55'","'9402'",3,268,2,0,1,0,1
"'611588'","'2013'","'06'","'26'","'10'","'5'","'219'","'12736'",3,23,2,0,1,1,1
"'611529'","'2013'","'04'","'14'","'9'","'5'","'219'","'54'",2,69,2,0,1,1,1
"'132583'","'2013'","'01'","'5'","'8'","'14'","'100'","'7306'",1,83,2,0,1,0,0
"'362249'","'2013'","'02'","'6'","'6'","'5'","'219'","'13870'",4,45,2,2,1,0,0
"'294624'","'2013'","'03'","'10'","'12'","'15'","'55'","'10446'",4,163,2,2,1,1,1
"'258492'","'2012'","'11'","'45'","'7'","'5'","'219'","'44'",1,2,2,1,1,0,0
"'59740'","'2012'","'11'","'44'","'5'","'5'","'219'","'9402'",3,17,2,0,1,0,0
"'120561'","'2012'","'11'","'48'","'1'","'15'","'55'","'4562'",12,10,1,0,1,0,0
"'398922'","'2013'","'01'","'4'","'8'","'5'","'219'","'23090'",1,61,4,3,2,1,0
"'520893'","'2013'","'03'","'10'","'9'","'5'","'219'","'23246'",1,9,3,0,1,0,0
"'205774'","'2013'","'02'","'7'","'4'","'5'","'219'","'5442'",1,5,1,1,1,0,0
"'356452'","'2013'","'01'","'4'","'6'","'5'","'219'","'17707'",2,9,2,0,1,1,0
"'665321'","'2012'","'12'","'49'","'10'","'5'","'219'","'22072'",3,3,2,0,1,1,0
"'593218'","'2013'","'02'","'5'","'9'","'5'","'219'","'601'",1,13,2,1,1,1,0
"'625467'","'2013'","'05'","'21'","'8'","'5'","'219'","'13101'",1,13,2,2,1,0,1
"'299510'","'2013'","'01'","'2'","'12'","'10'","'4'","'24232'",2,87,2,0,1,0,1
"'67414'","'2013'","'03'","'11'","'7'","'5'","'219'","'8347'",7,9,2,2,1,0,1
"'196243'","'2012'","'11'","'47'","'7'","'5'","'219'","'8347'",7,84,2,0,1,0,0
"'57276'","'2013'","'05'","'21'","'9'","'5'","'219'","'18266'",3,59,2,2,1,1,0
"'484978'","'2013'","'06'","'25'","'6'","'5'","'219'","'12819'",4,15,2,0,1,0,0
"'582346'","'2012'","'12'","'52'","'5'","'5'","'219'","'3602'",2,91,4,0,1,1,0
"'519140'","'2013'","'06'","'23'","'7'","'5'","'219'","'9402'",1,0,2,0,1,1,0
"'398739'","'2012'","'11'","'45'","'6'","'5'","'219'","'9026'",4,76,2,2,1,1,1
"'460013'","'2013'","'06'","'26'","'10'","'5'","'219'","'23409'",1,97,2,0,1,1,0
"'228113'","'2013'","'02'","'5'","'4'","'5'","'219'","'7100'",2,47,2,0,1,1,0
"'24068'","'2013'","'03'","'11'","'6'","'5'","'219'","'27000'",3,12,2,0,1,1,0
"'41482'","'2012'","'12'","'50'","'6'","'5'","'219'","'23246'",1,70,2,0,1,1,1
"'220473'","'2013'","'03'","'10'","'10'","'5'","'219'","'8182'",2,5,3,1,1,1,0
"'375569'","'2013'","'06'","'24'","'6'","'5'","'219'","'23246'",1,0,1,0,1,1,0
"'112013'","'2013'","'03'","'9'","'11'","'5'","'219'","'14325'",1,0,2,1,1,1,0
"'482809'","'2012'","'12'","'50'","'10'","'5'","'219'","'13870'",1,0,2,2,1,0,0
"'292088'","'2013'","'03'","'12'","'4'","'5'","'219'","'10032'",3,3,2,0,1,0,0
"'330556'","'2012'","'11'","'48'","'9'","'5'","'219'","'4748'",1,15,2,0,1,1,0
"'645007'","'2012'","'12'","'50'","'10'","'5'","'219'","'24566'",1,7,2,0,1,1,0
"'394436'","'2013'","'02'","'6'","'8'","'5'","'219'","'4687'",1,8,2,0,1,1,0
"'596655'","'2012'","'11'","'48'","'8'","'14'","'100'","'13870'",2,29,4,0,2,0,1
"'603998'","'2012'","'12'","'51'","'2'","'5'","'219'","'17621'",3,15,2,0,1,0,1
"'351617'","'2013'","'03'","'11'","'7'","'14'","'100'","'4072'",4,109,2,1,1,0,0
"'366248'","'2013'","'06'","'24'","'12'","'29'","'132'","'8347'",3,18,2,2,1,0,0
"'571743'","'2012'","'12'","'52'","'10'","'5'","'219'","'25121'",3,5,2,2,1,1,0
"'250539'","'2013'","'05'","'21'","'6'","'5'","'219'","'3073'",2,29,2,0,1,0,1
"'602139'","'2013'","'03'","'10'","'9'","'5'","'219'","'4748'",1,75,2,0,1,1,0
"'384827'","'2013'","'04'","'18'","'6'","'5'","'219'","'20491'",1,12,3,0,1,0,0
"'236600'","'2013'","'05'","'21'","'4'","'5'","'219'","'24162'",1,30,2,2,1,1,0
"'99430'","'2013'","'06'","'25'","'9'","'5'","'219'","'3073'",4,14,2,0,1,0,1
"'428050'","'2013'","'05'","'22'","'11'","'5'","'219'","'4748'",2,24,2,0,1,1,0
"'338916'","'2013'","'06'","'25'","'6'","'5'","'219'","'26458'",2,22,2,0,1,0,0
"'330332'","'2013'","'01'","'4'","'11'","'5'","'219'","'20874'",1,2,1,0,1,1,0
"'531752'","'2013'","'04'","'15'","'3'","'14'","'100'","'17012'",2,5,1,0,1,0,0
"'316922'","'2013'","'04'","'14'","'6'","'5'","'219'","'10898'",1,7,2,0,2,0,0
"'439614'","'2013'","'03'","'11'","'5'","'5'","'219'","'19355'",1,0,1,0,1,0,0
"'394962'","'2013'","'03'","'11'","'10'","'31'","'219'","'8347'",2,4,2,0,1,1,0
"'382922'","'2013'","'06'","'23'","'6'","'5'","'219'","'10737'",2,4,2,1,1,1,0
"'213894'","'2013'","'05'","'21'","'3'","'5'","'219'","'8628'",3,1,1,0,1,0,0
"'56327'","'2012'","'11'","'45'","'5'","'5'","'219'","'6226'",1,34,2,0,1,1,1
"'267832'","'2013'","'01'","'2'","'6'","'5'","'219'","'8026'",1,3,2,0,2,1,0
"'277238'","'2013'","'04'","'15'","'7'","'5'","'219'","'13870'",1,60,2,6,1,0,0
"'580355'","'2013'","'06'","'24'","'11'","'5'","'219'","'6443'",1,18,1,0,1,1,0
"'594526'","'2013'","'01'","'4'","'9'","'5'","'219'","'16673'",3,21,2,0,1,1,0
"'362906'","'2012'","'11'","'48'","'5'","'5'","'219'","'11468'",1,17,1,0,1,1,0
"'589276'","'2013'","'04'","'16'","'7'","'5'","'219'","'6615'",2,22,2,0,1,1,1
"'214037'","'2013'","'03'","'9'","'12'","'15'","'55'","'9402'",2,97,4,0,1,1,0
"'235027'","'2013'","'05'","'21'","'6'","'5'","'219'","'7499'",1,11,1,0,1,1,0
"'419747'","'2013'","'02'","'8'","'9'","'5'","'219'","'15846'",1,0,2,0,1,1,0
"'104436'","'2013'","'02'","'8'","'8'","'5'","'219'","'5536'",1,14,2,1,1,0,0
"'573649'","'2013'","'02'","'8'","'8'","'5'","'219'","'7473'",3,72,2,0,1,0,0
"'153116'","'2013'","'01'","'3'","'10'","'14'","'100'","'20319'",1,46,3,0,1,1,1
"'90999'","'2012'","'11'","'47'","'4'","'5'","'219'","'1986'",2,20,2,0,1,1,0
"'435800'","'2013'","'05'","'19'","'3'","'5'","'219'","'5442'",1,8,1,0,1,0,0
"'62905'","'2012'","'11'","'45'","'10'","'5'","'219'","'8347'",6,14,2,0,1,0,0
"'404014'","'2013'","'03'","'9'","'7'","'5'","'219'","'26362'",1,0,2,0,1,1,1
"'405972'","'2013'","'04'","'15'","'9'","'14'","'100'","'26995'",2,1,1,0,1,0,0
"'494681'","'2013'","'03'","'11'","'5'","'15'","'55'","'17713'",7,22,1,1,2,0,1
"'469'","'2012'","'12'","'52'","'8'","'5'","'219'","'8347'",1,13,2,0,1,0,0
"'173558'","'2013'","'05'","'22'","'11'","'5'","'219'","'13313'",1,78,1,0,1,1,0
"'18532'","'2013'","'04'","'15'","'10'","'5'","'219'","'16172'",1,2,2,0,1,1,0
"'336656'","'2012'","'12'","'50'","'11'","'14'","'100'","'20319'",14,351,1,0,1,0,0
"'281378'","'2013'","'03'","'10'","'10'","'5'","'219'","'2715'",4,6,2,0,1,0,0
"'187127'","'2012'","'12'","'52'","'6'","'5'","'219'","'10833'",1,0,4,1,2,1,0
"'150127'","'2013'","'03'","'12'","'8'","'5'","'219'","'19134'",1,11,2,0,1,0,0
"'134347'","'2012'","'12'","'53'","'9'","'5'","'219'","'12'",1,0,2,0,1,0,1
"'463385'","'2013'","'06'","'25'","'11'","'5'","'219'","'3073'",1,1,2,0,1,1,0
"'447152'","'2012'","'11'","'46'","'7'","'5'","'219'","'7499'",1,7,4,0,2,1,1
"'479477'","'2012'","'11'","'48'","'5'","'5'","'219'","'12736'",4,17,2,0,1,0,1
"'458941'","'2013'","'01'","'3'","'9'","'5'","'219'","'20319'",8,74,2,2,1,0,1
"'173309'","'2013'","'04'","'17'","'6'","'5'","'219'","'13870'",5,32,4,0,1,0,1
"'401654'","'2013'","'03'","'10'","'9'","'5'","'219'","'18410'",1,23,2,0,1,1,0
"'499010'","'2012'","'12'","'53'","'7'","'14'","'100'","'24026'",1,88,2,0,1,1,0
"'38093'","'2013'","'02'","'5'","'8'","'14'","'100'","'24401'",1,1,2,0,1,0,0
"'219516'","'2013'","'04'","'14'","'8'","'5'","'219'","'2831'",1,2,1,1,1,0,0
"'391807'","'2013'","'03'","'12'","'4'","'5'","'219'","'7571'",1,75,1,0,1,0,1
"'228032'","'2013'","'02'","'6'","'8'","'5'","'219'","'22380'",1,0,2,0,1,1,0
"'313912'","'2013'","'03'","'12'","'11'","'18'","'106'","'50'",1,1,1,1,2,1,0
"'494085'","'2013'","'04'","'16'","'10'","'15'","'55'","'17311'",2,54,4,0,1,1,0
"'323588'","'2012'","'12'","'50'","'6'","'5'","'219'","'24232'",1,12,1,1,2,1,0
"'58695'","'2012'","'12'","'50'","'6'","'5'","'219'","'27769'",1,11,2,0,1,1,0
"'352140'","'2013'","'05'","'20'","'2'","'5'","'219'","'24700'",2,50,2,0,1,0,0
"'8531'","'2012'","'11'","'47'","'10'","'5'","'219'","'14456'",2,3,2,0,1,1,0
"'83178'","'2013'","'04'","'17'","'4'","'5'","'219'","'15846'",2,65,2,0,1,0,1
"'568550'","'2012'","'12'","'52'","'10'","'5'","'219'","'23246'",1,3,2,1,1,0,0
"'223395'","'2013'","'06'","'24'","'5'","'5'","'219'","'8347'",4,0,2,2,1,1,0
"'651972'","'2013'","'01'","'3'","'7'","'5'","'219'","'12193'",1,56,2,0,1,1,1
"'301537'","'2013'","'05'","'21'","'11'","'5'","'219'","'6443'",1,32,2,2,1,1,0
"'230339'","'2012'","'12'","'50'","'9'","'5'","'219'","'18454'",4,13,2,0,1,0,0
"'35376'","'2013'","'06'","'24'","'4'","'5'","'219'","'6653'",1,7,1,1,1,1,0
"'228558'","'2013'","'03'","'13'","'4'","'5'","'219'","'19045'",1,1,1,0,1,1,0
"'59669'","'2013'","'03'","'13'","'9'","'14'","'100'","'17933'",6,17,2,0,1,0,0
"'39017'","'2013'","'06'","'26'","'9'","'5'","'219'","'17707'",1,9,2,2,1,1,0
"'72348'","'2012'","'12'","'52'","'8'","'5'","'219'","'12642'",1,7,2,0,1,1,0
"'272340'","'2013'","'01'","'3'","'9'","'5'","'219'","'21777'",2,7,2,0,1,1,0
"'169680'","'2013'","'05'","'20'","'3'","'7'","'219'","'28201'",1,0,4,0,2,1,0
"'185603'","'2013'","'05'","'19'","'10'","'14'","'100'","'19215'",2,7,1,2,1,0,0
"'664062'","'2012'","'11'","'44'","'8'","'5'","'219'","'23666'",3,3,1,0,1,0,0
"'537638'","'2012'","'12'","'49'","'8'","'5'","'219'","'24737'",3,0,1,0,1,1,0
"'556365'","'2012'","'11'","'45'","'6'","'5'","'219'","'23904'",1,49,2,0,1,1,0
"'664535'","'2013'","'06'","'26'","'8'","'5'","'219'","'15253'",2,67,2,0,1,0,0
"'593735'","'2013'","'01'","'3'","'11'","'5'","'219'","'9899'",2,18,2,0,1,1,0
"'171168'","'2012'","'12'","'49'","'3'","'5'","'219'","'7100'",1,18,2,1,1,0,1
"'442009'","'2013'","'01'","'5'","'5'","'15'","'55'","'13275'",5,53,2,0,1,0,0
"'514738'","'2013'","'05'","'21'","'10'","'5'","'219'","'1986'",1,1,1,0,1,0,0
"'566899'","'2013'","'06'","'23'","'11'","'5'","'219'","'9402'",1,3,4,0,2,1,0
"'466451'","'2012'","'11'","'47'","'7'","'5'","'219'","'13216'",1,7,2,0,1,1,0
"'73745'","'2013'","'01'","'4'","'9'","'14'","'100'","'4072'",4,63,2,1,1,0,1
"'167919'","'2013'","'06'","'23'","'9'","'5'","'219'","'8192'",2,12,3,0,1,0,0
"'384125'","'2012'","'12'","'52'","'8'","'5'","'219'","'9179'",1,1,1,0,1,1,1
"'178'","'2013'","'03'","'9'","'6'","'5'","'219'","'18774'",1,79,1,0,1,0,1
"'575939'","'2012'","'11'","'48'","'11'","'18'","'129'","'16076'",1,29,2,0,1,1,1
"'308965'","'2013'","'03'","'12'","'11'","'15'","'100'","'23246'",1,14,1,0,1,1,0
"'528330'","'2013'","'03'","'12'","'6'","'5'","'219'","'27620'",2,5,2,0,1,1,0
"'181464'","'2013'","'03'","'10'","'10'","'5'","'219'","'11537'",2,1,1,0,1,0,0
"'631584'","'2013'","'02'","'5'","'2'","'12'","'187'","'23246'",5,118,3,0,1,0,0
"'406984'","'2013'","'03'","'10'","'6'","'5'","'219'","'21661'",2,42,1,0,1,1,0
"'647726'","'2013'","'06'","'23'","'8'","'18'","'129'","'12454'",4,108,2,0,1,1,0
"'197533'","'2012'","'11'","'46'","'6'","'5'","'219'","'14081'",2,13,2,0,1,1,0
"'584470'","'2012'","'11'","'44'","'8'","'15'","'55'","'17012'",5,30,1,0,1,0,0
"'108603'","'2012'","'11'","'46'","'5'","'5'","'219'","'13644'",3,1,4,0,4,0,1
"'122543'","'2012'","'11'","'45'","'6'","'5'","'219'","'17248'",1,16,2,0,1,1,0
"'533529'","'2013'","'04'","'15'","'7'","'5'","'219'","'23246'",1,20,1,0,1,1,0
"'377777'","'2013'","'01'","'1'","'6'","'5'","'219'","'17012'",1,1,2,0,1,1,0
"'414878'","'2012'","'11'","'45'","'8'","'5'","'219'","'7499'",1,15,4,0,2,1,1
"'543194'","'2012'","'12'","'52'","'11'","'5'","'219'","'6443'",1,1,2,0,1,1,0
"'586233'","'2012'","'12'","'51'","'1'","'5'","'100'","'7714'",1,36,2,2,1,0,0
"'10053'","'2013'","'06'","'25'","'11'","'5'","'219'","'14230'",2,13,2,0,1,0,0
"'555811'","'2013'","'05'","'22'","'8'","'5'","'219'","'27177'",7,4,1,0,1,0,1
"'509221'","'2013'","'05'","'20'","'7'","'21'","'73'","'23090'",1,110,2,0,1,1,0
"'334732'","'2013'","'02'","'6'","'9'","'5'","'219'","'23246'",1,51,2,0,1,0,1
"'644041'","'2013'","'04'","'15'","'5'","'5'","'219'","'10758'",2,4,2,0,1,1,1
"'595550'","'2012'","'12'","'52'","'8'","'5'","'219'","'2518'",2,22,2,0,1,1,1
"'587054'","'2012'","'11'","'46'","'8'","'5'","'219'","'26362'",3,12,1,0,1,0,0
"'440341'","'2013'","'03'","'9'","'4'","'5'","'219'","'7384'",1,29,2,0,1,1,0
"'549131'","'2012'","'11'","'47'","'12'","'5'","'219'","'9402'",4,12,2,0,1,1,0
"'187279'","'2013'","'02'","'7'","'7'","'5'","'219'","'27372'",2,7,2,0,1,0,0
"'114502'","'2013'","'03'","'11'","'1'","'5'","'219'","'22097'",3,16,2,0,1,0,1
"'111139'","'2013'","'05'","'18'","'11'","'5'","'219'","'27372'",1,55,2,2,1,0,0
"'203525'","'2012'","'11'","'47'","'6'","'5'","'219'","'21983'",2,48,1,0,1,0,1
"'560251'","'2013'","'01'","'5'","'5'","'5'","'219'","'25556'",2,168,4,1,2,0,1
"'382904'","'2013'","'03'","'13'","'6'","'5'","'219'","'28201'",1,2,2,0,1,1,1
"'378574'","'2013'","'01'","'4'","'9'","'5'","'219'","'13870'",4,25,1,0,1,0,1
"'504410'","'2012'","'11'","'45'","'6'","'14'","'100'","'6948'",2,2,2,0,1,0,0
"'16228'","'2013'","'02'","'7'","'10'","'15'","'55'","'9402'",4,114,2,0,1,1,0
"'447517'","'2013'","'06'","'23'","'4'","'5'","'219'","'1335'",2,49,2,0,1,1,0
"'50769'","'2013'","'03'","'13'","'11'","'5'","'219'","'15764'",1,3,1,0,1,1,0
"'636247'","'2013'","'03'","'10'","'12'","'5'","'219'","'9899'",1,14,2,1,1,1,0
"'538538'","'2013'","'06'","'24'","'4'","'5'","'219'","'24994'",3,13,1,0,1,0,1
"'639573'","'2013'","'02'","'7'","'10'","'15'","'55'","'18535'",2,9,2,0,1,0,0
"'210045'","'2012'","'12'","'49'","'9'","'5'","'219'","'8254'",1,4,2,0,1,1,0
"'177853'","'2013'","'06'","'24'","'7'","'5'","'219'","'11299'",1,9,2,0,1,1,1
"'615172'","'2013'","'01'","'3'","'6'","'5'","'219'","'19314'",1,27,1,0,1,0,0
"'134926'","'2013'","'02'","'5'","'8'","'5'","'219'","'7499'",2,67,2,0,1,0,0
"'144730'","'2013'","'02'","'8'","'5'","'5'","'219'","'24026'",1,23,1,0,1,1,0
"'49617'","'2013'","'03'","'10'","'7'","'5'","'219'","'17713'",3,10,2,2,1,1,0
"'174505'","'2012'","'12'","'50'","'10'","'14'","'100'","'13216'",4,15,2,0,1,0,0
"'121492'","'2012'","'12'","'50'","'8'","'5'","'219'","'25479'",1,0,2,1,1,1,1
"'500161'","'2013'","'05'","'22'","'10'","'5'","'219'","'9899'",6,72,1,0,1,0,1
"'26041'","'2013'","'01'","'4'","'9'","'5'","'219'","'4748'",1,4,1,0,1,0,0
"'638828'","'2012'","'12'","'52'","'3'","'5'","'219'","'17038'",1,44,1,3,1,1,0
"'93030'","'2013'","'06'","'25'","'8'","'5'","'219'","'5577'",1,37,2,0,1,1,0
