"dairportid","dcity","dcountry","dlatitude","dlongitude","dtimezone","ddst"
"'5744'","Kirksville","United States",40.0935,-92.5449,1,"A"
"'5746'","Laramie","United States",41.3121,-105.675,1,"A"
"'5747'","Latrobe","United States",40.2759,-79.4048,2,"A"
"'5748'","North Platte","United States",41.1262,-100.684,1,"A"
"'5749'","Lebanon","United States",43.6261,-72.3042,2,"A"
"'5750'","Klamath Falls","United States",42.1561,-121.733,1,"A"
"'5751'","Lancaster","United States",40.1217,-76.2961,2,"A"
"'5753'","Lynchburg","United States",37.3267,-79.2004,2,"A"
"'5754'","Muskegon","United States",43.1695,-86.2382,2,"A"
"'5757'","North Bend","United States",43.4171,-124.246,1,"A"
"'5758'","Owensboro","United States",37.7401,-87.1668,1,"A"
"'5760'","Pocatello","United States",42.9098,-112.596,1,"A"
"'5761'","Pierre","United States",44.3827,-100.286,1,"A"
"'5762'","Pellston","United States",45.5709,-84.7967,2,"A"
"'5763'","Portsmouth","United States",43.0779,-70.8233,2,"A"
"'5765'","Rhinelander","United States",45.6312,-89.4675,1,"A"
"'5766'","Rock Springs","United States",41.5942,-109.065,1,"A"
"'5767'","Rutland","United States",43.5294,-72.9496,2,"A"
"'5768'","San Luis Obispo","United States",35.2368,-120.642,1,"A"
"'5769'","Sheridan","United States",44.7692,-106.98,1,"A"
"'5770'","Saranac Lake","United States",44.3853,-74.2062,2,"A"
"'5771'","Salina","United States",38.791,-97.6522,1,"A"
"'5772'","Santa Maria","United States",34.8989,-120.457,1,"A"
"'5774'","Quincy","United States",39.9427,-91.1946,1,"A"
"'5775'","Victoria","United States",28.8526,-96.9185,1,"A"
"'5776'","Valdosta","United States",30.7825,-83.2767,2,"A"
"'5777'","Worland","United States",43.9657,-107.951,1,"A"
"'5779'","Yakima","United States",46.5682,-120.544,1,"A"
"'5780'","Nicosia","Cyprus",35.1547,33.4961,4,"E"
"'5781'","Logroño-Agoncillo","Spain",42.4542,-2.32083,3,"E"
"'5787'","Syros Island","Greece",37.422792,24.950936,4,"E"
"'5793'","Corvo","Portugal",39.6715,-31.1136,3,"E"
"'5794'","Banja Luka","Bosnia and Herzegovina",44.941444,17.297501,3,"E"
"'5796'","Kars","Turkey",40.562222,43.115002,4,"E"
"'5798'","Kahramanmaras","Turkey",37.539,36.9534,4,"E"
"'5799'","Agri","Turkey",39.6546,43.0271,4,"E"
"'5800'","Adiyaman","Turkey",37.7314,38.4689,4,"E"
"'5801'","Isparta","Turkey",37.8554,30.3684,4,"E"
"'5802'","Balikesir Korfez","Turkey",39.5546,27.0138,4,"E"
"'5804'","Misratah","Libya",32.325,15.061,4,"N"
"'5805'","Ubari","Libya",26.5675,12.8231,4,"N"
"'5807'","Cockburn Town","Turks and Caicos Islands",21.4445,-71.1423,2,"U"
"'5809'","Salt Cay","Turks and Caicos Islands",21.333,-71.2,2,"U"
"'5810'","Samana","Dominican Republic",19.267,-69.742,2,"U"
"'5811'","La Isabela","Dominican Republic",18.5725,-69.9856,2,"U"
"'5832'","Puerto Lempira","Honduras",15.2622,-83.7812,1,"U"
"'5837'","Jalapa","Mexico",19.475083,-96.797506,1,"S"
"'5840'","Jaqué","Panama",7.51778,-78.1572,2,"U"
"'5842'","Roxana","Costa Rica",10.569,-83.5148,1,"U"
"'5844'","Nicoya","Costa Rica",10.3557,-85.852892,1,"U"
"'5847'","Puerto Jimenez","Costa Rica",8.53333,-83.3,1,"U"
"'5848'","San Jose","Costa Rica",9.957053,-84.139797,1,"U"
"'5852'","Cayo Coco","Cuba",22.5132,-78.511,2,"U"
"'5855'","Long Banga","Malaysia",3.18495,115.454,5,"N"
"'5857'","Arthur's Town","Bahamas",24.629417,-75.673775,2,"U"
"'5859'","Colonel Hill","Bahamas",22.745561,-74.182353,2,"U"
"'5861'","Atiu Island","Cook Islands",-19.9678,-158.119,1,"U"
"'5862'","Mangaia Island","Cook Islands",-21.8956,-157.905,1,"U"
"'5864'","Mauke Island","Cook Islands",-20.1361,-157.345,1,"U"
"'5865'","Mitiaro Island","Cook Islands",-19.8425,-157.703,1,"U"
"'5867'","Cicia","Fiji",-17.7433,-179.342,5,"U"
"'5869'","Vunisea","Fiji",-19.0581,178.157,5,"U"
"'5873'","Lakeba Island","Fiji",-18.1992,-178.817,5,"U"
"'5874'","Lambasa","Fiji",-16.466749,179.33986,5,"U"
"'5875'","Matei","Fiji",-16.6906,-179.877,5,"U"
"'5877'","Rotuma","Fiji",-12.4825,177.071,5,"U"
"'5878'","Savusavu","Fiji",-16.8028,179.341,5,"U"
"'5883'","Vanua Balavu","Fiji",-17.269,-178.976,5,"U"
"'5884'","Alofi","Niue",-19.080028,-169.925639,1,"U"
"'5885'","Futuna Island","Wallis and Futuna",-14.3114,-178.066,5,"U"
"'5889'","Ahe","French Polynesia",-14.4281,-146.257,1,"U"
"'5890'","Hiva-oa","French Polynesia",-9.768794,-139.011256,1,"U"
"'5891'","Ua Pou","French Polynesia",-9.35167,-140.078,1,"U"
"'5892'","Ua Huka","French Polynesia",-8.93611,-139.552,1,"U"
"'5893'","Ablow","Vanuatu",-13.666,167.712,5,"U"
"'5894'","Sola","Vanuatu",-13.8517,167.537,5,"U"
"'5895'","Loh/Linua","Vanuatu",-13.328,166.638,5,"U"
"'5896'","Sangafa","Vanuatu",-17.0903,168.343,5,"U"
"'5897'","Craig Cove","Vanuatu",-16.265,167.924,5,"U"
"'5898'","Longana","Vanuatu",-15.3067,167.967,5,"U"
"'5899'","Pentecost Island","Vanuatu",-15.4708,168.152,5,"U"
"'5900'","Paama Island","Vanuatu",-16.439,168.257,5,"U"
"'5901'","Lamap","Vanuatu",-16.454,167.823,5,"U"
"'5902'","Lamen Bay","Vanuatu",-16.5842,168.159,5,"U"
"'5903'","Maewo Island","Vanuatu",-15,168.083,5,"U"
"'5904'","Lonorore","Vanuatu",-15.8656,168.172,5,"U"
"'5905'","Norsup","Vanuatu",-16.0797,167.401,5,"U"
"'5906'","Gaua Island","Vanuatu",-14.2181,167.587,5,"U"
"'5908'","Santo","Vanuatu",-15.505033,167.219742,5,"U"
"'5909'","Tongoa Island","Vanuatu",-16.8911,168.551,5,"U"
"'5910'","Ambryn Island","Vanuatu",-16.333,168.283,5,"U"
"'5911'","Valesdir","Vanuatu",-16.7961,168.177,5,"U"
"'5912'","Malekula Island","Vanuatu",-16.495,167.438,5,"U"
"'5914'","Anelghowhat","Vanuatu",-20.2492,169.771,5,"U"
"'5915'","Aniwa","Vanuatu",-19.24,169.605,5,"U"
"'5916'","Dillon's Bay","Vanuatu",-18.7694,169.001,5,"U"
"'5917'","Futuna Island","Vanuatu",-19.5164,170.232,5,"U"
"'5918'","Ipota","Vanuatu",-18.8783,169.308,5,"U"
"'5919'","Tiga","New Caledonia",-21.0961,167.804,5,"U"
"'5920'","Waala","New Caledonia",-19.7206,163.661,5,"U"
"'5921'","Île des Pins","New Caledonia",-22.5889,167.456,5,"U"
"'5924'","Dawadmi","Saudi Arabia",24.5,44.4,4,"U"
"'5925'","Al-Jawf","Saudi Arabia",29.785133,40.100006,4,"U"
"'5927'","Khorram Abad","Iran",33.435378,48.282889,4,"E"
"'5928'","Bam","Iran",29.084169,58.450042,4,"E"
"'5930'","Bojnourd","Iran",37.492958,57.308219,4,"E"
"'5931'","Sabzevar","Iran",36.168083,57.595183,4,"E"
"'5932'","Noshahr","Iran",36.663333,51.464722,4,"E"
"'5933'","Dasht-e-naz","Iran",36.635833,53.193611,4,"E"
"'5934'","Lar","Iran",27.674725,54.383278,4,"E"
"'5935'","Ardabil","Iran",38.325678,48.424356,4,"E"
"'5936'","Uromiyeh","Iran",37.6681,45.0687,4,"E"
"'5937'","Al Ain","United Arab Emirates",24.261667,55.609167,4,"U"
"'5939'","Bahawalpur","Pakistan",29.3481,71.717981,4,"N"
"'5940'","Chitral","Pakistan",35.886592,71.800578,4,"N"
"'5941'","Dalbandin","Pakistan",28.8783,64.3998,4,"N"
"'5942'","Dera Ghazi Khan","Pakistan",29.961011,70.485925,4,"N"
"'5943'","Dera Ismael Khan","Pakistan",31.909422,70.896639,4,"N"
"'5949'","Skardu","Pakistan",35.335508,75.536047,4,"N"
"'5951'","Turbat","Pakistan",25.986369,63.030167,4,"N"
"'5952'","Sulaymaniyah","Iraq",35.5608,45.3147,4,"U"
"'5954'","Sayun Intl","Yemen",15.966111,48.7883,4,"U"
"'5955'","Bahia Piña","Panama",7.583,-78.2,2,"U"
"'5957'","Contadora Island","Panama",8.62876,-79.0347,2,"U"
"'5958'","Boca de Sábalo","Panama",8.017,-78.2,2,"U"
"'5959'","Adak Island","United States",51.878,-176.646,1,"A"
"'5960'","Gustavus","United States",58.4253,-135.707,1,"A"
"'5961'","Skagway","United States",59.4601,-135.316,1,"A"
"'5962'","Holy Cross","United States",62.1883,-159.775,1,"A"
"'5963'","Haines","United States",59.2438,-135.524,1,"A"
"'5964'","Kalskag","United States",61.5363,-160.341,1,"A"
"'5965'","Mcgrath","United States",62.9529,-155.606,1,"A"
"'5966'","Mountain Village","United States",62.0954,-163.682,1,"A"
"'5967'","Aniak","United States",61.5816,-159.543,1,"A"
"'5968'","Chevak","United States",61.5338,-165.584,1,"A"
"'5969'","Wrangell","United States",56.4843,-132.37,1,"A"
"'5979'","Londolovit","Papua New Guinea",-3.04361,152.629,5,"U"
"'5980'","Losuia","Papua New Guinea",-8.50582,151.081,5,"U"
"'5984'","Tufi","Papua New Guinea",-9.07595,149.32,5,"U"
"'5994'","Kushiro","Japan",43.041,144.193,5,"U"
"'5996'","Saga","Japan",33.1497,130.302,5,"N"
"'5997'","Nagoya","Japan",35.255,136.924,5,"U"
"'5998'","Iwami","Japan",34.6764,131.79,5,"U"
"'5999'","Fukushima","Japan",37.2274,140.431,5,"U"
"'6000'","Odate Noshiro","Japan",40.1919,140.371,5,"U"
"'6001'","Shonai","Japan",38.812222,139.787222,5,"U"
"'6003'","Kunsan","South Korea",35.903756,126.615906,5,"U"
"'6005'","Wonju","South Korea",37.438081,127.960383,5,"U"
"'6006'","Sokcho / Gangneung","South Korea",38.061311,128.669164,5,"U"
"'6007'","Sacheon","South Korea",35.088543,128.07037,5,"U"
"'6008'","Chongju","South Korea",36.7166,127.499119,5,"U"
"'6011'","General Santos City","Philippines",6.106439,125.2353,5,"N"
"'6012'","Camiguin","Philippines",9.25352,124.707,5,"N"
"'6013'","Jolo","Philippines",6.05367,121.011,5,"N"
"'6016'","Sangley Point","Philippines",9.757567,125.479328,5,"N"
"'6018'","Naga","Philippines",13.584886,123.270239,5,"N"
"'6019'","Basco","Philippines",20.451322,121.979883,5,"N"
"'6021'","Tuguegarao","Philippines",17.638311,121.730614,5,"N"
"'6022'","Virac","Philippines",13.576439,124.205672,5,"N"
"'6023'","Calbayog City","Philippines",12.072706,124.545092,5,"N"
"'6024'","Catarman","Philippines",12.502417,124.635778,5,"N"
"'6025'","Masbate","Philippines",12.3694,123.629,5,"N"
"'6026'","Roxas City","Philippines",11.597669,122.751669,5,"N"
"'6034'","Juazeiro Do Norte","Brazil",-7.218958,-39.2701,2,"S"
"'6036'","Lençóis","Brazil",-12.4823,-41.277,2,"S"
"'6037'","Macaé","Brazil",-22.343,-41.766,2,"S"
"'6038'","Marília","Brazil",-22.196892,-49.9264,2,"S"
"'6039'","Vitória Da Conquista","Brazil",-14.862761,-40.863106,2,"S"
"'6040'","Santa Maria","Brazil",-29.711358,-53.688153,2,"S"
"'6045'","San Cristóbal","Ecuador",-0.910206,-89.61745,1,"U"
"'6046'","La Toma (Catamayo)","Ecuador",-3.99589,-79.3719,2,"U"
"'6047'","Esmeraldas","Ecuador",0.978519,-79.6266,2,"U"
"'6051'","Puerto Leguízamo","Colombia",-0.18,-74.77,2,"U"
"'6052'","La Pedrera","Colombia",-1.33,-69.58,2,"U"
"'6053'","Nuquí","Colombia",5.7,-77.28,2,"U"
"'6054'","Puerto Inírida","Colombia",3.85,-67.91,2,"U"
"'6055'","Yopal","Colombia",5.319114,-72.383975,2,"U"
"'6056'","Guayaramerín","Bolivia",-10.8206,-65.3456,2,"U"
"'6058'","Riberalta","Bolivia",-11,-66,2,"U"
"'6066'","Cajamarca","Peru",-7.139183,-78.4894,2,"U"
"'6067'","Huánuco","Peru",-9.878811,-76.204797,2,"U"
"'6069'","Santa Rosa","Brazil",-27.9067,-54.5204,2,"S"
"'6072'","El Vigía","Venezuela",8.6241,-71.672819,2,"U"
"'6073'","Ji-Paraná","Brazil",-10.8708,-61.8465,2,"S"
"'6079'","Charlestown","Saint Kitts and Nevis",17.205678,-62.589869,2,"U"
"'6080'","Spanish Town","British Virgin Islands",18.4464,-64.4275,2,"U"
"'6083'","Kokshetau","Kazakhstan",53.3291,69.5946,4,"U"
"'6084'","Petropavlosk","Kazakhstan",54.7747,69.1839,4,"U"
"'6085'","Zhezkazgan","Kazakhstan",47.708333,67.733333,4,"U"
"'6086'","Ust Kamenogorsk","Kazakhstan",50.0366,82.4942,4,"U"
"'6088'","Kostanay","Kazakhstan",53.206944,63.550278,4,"U"
"'6089'","Ganja","Azerbaijan",40.7377,46.3176,4,"E"
"'6090'","Nakhchivan","Azerbaijan",39.1888,45.4584,4,"E"
"'6092'","Yakutia","Russia",66.400431,112.030325,5,"N"
"'6093'","Chokurdah","Russia",70.6231,147.902,5,"N"
"'6094'","Cherskiy","Russia",68.7406,161.338,5,"N"
"'6095'","Tiksi","Russia",71.6977,128.903,5,"N"
"'6098'","Anadyr","Russia",64.73495,177.741483,5,"N"
"'6103'","Zaporozhye","Ukraine",47.867,35.3157,4,"E"
"'6105'","Kharkov","Ukraine",49.924786,36.289986,4,"E"
"'6106'","Ivano-Frankivsk","Ukraine",48.884167,24.686111,4,"E"
"'6109'","Uzhgorod","Ukraine",48.634278,22.263356,4,"E"
"'6110'","Solovetsky Islands","Russia",65.03,35.7333,4,"N"
"'6114'","Petrozavodsk","Russia",61.8852,34.1547,4,"N"
"'6118'","Kyzyl","Russia",51.6694,94.4006,5,"N"
"'6119'","Novokuznetsk","Russia",53.8114,86.8772,5,"N"
"'6121'","Igarka","Russia",67.4372,86.6219,5,"N"
"'6122'","Grozny","Russia",43.2981,45.7841,4,"N"
"'6124'","Beslan","Russia",43.2051,44.6066,4,"N"
"'6125'","Elista","Russia",46.3739,44.3309,4,"N"
"'6129'","Kearney","United States",40.727,-99.0068,1,"A"
"'6132'","Kingman","United States",35.2595,-113.938,1,"A"
"'6133'","Pasco","United States",46.2647,-119.119,1,"A"
"'6134'","Akutan","United States",54.1325,-165.785,1,"A"
"'6135'","Silver City","United States",32.6365,-108.156,1,"A"
"'6136'","Lopez","United States",48.4839,-122.938,1,"A"
"'6137'","Salekhard","Russia",66.590753,66.611042,4,"N"
"'6138'","Khanty-Mansiysk","Russia",61.028479,69.086067,4,"N"
"'6139'","Nyagan","Russia",62.11,65.615,4,"N"
"'6140'","Sovetskiy","Russia",61.32,63.6044,4,"N"
"'6141'","Izhevsk","Russia",56.8281,53.4575,4,"N"
"'6142'","Kirov","Russia",58.5033,49.3483,4,"N"
"'6143'","Nadym","Russia",65.4809,72.6989,4,"N"
"'6146'","Kurgan","Russia",55.4753,65.4156,4,"N"
"'6147'","Khudzhand","Tajikistan",40.2154,69.6947,4,"U"
"'6148'","Andizhan","Uzbekistan",40.7277,72.294,4,"U"
"'6149'","Fergana","Uzbekistan",40.3588,71.745,4,"U"
"'6150'","Namangan","Uzbekistan",40.9846,71.5567,4,"U"
"'6151'","Nukus","Uzbekistan",42.4884,59.6233,4,"U"
"'6152'","Urgench","Uzbekistan",41.5843,60.6417,4,"U"
"'6153'","Khanabad","Uzbekistan",38.8336,65.9215,4,"U"
"'6154'","Termez","Uzbekistan",37.286667,67.31,4,"U"
"'6156'","Belgorod","Russia",50.6438,36.5901,4,"N"
"'6157'","Kursk","Russia",51.7506,36.2956,4,"N"
"'6159'","Vorkuta","Russia",67.4886,63.9931,4,"N"
"'6160'","Bugulma","Russia",54.64,52.8017,4,"N"
"'6162'","Cheboksary","Russia",56.0903,47.3473,4,"N"
"'6164'","Orsk","Russia",51.0725,58.5956,4,"N"
"'6165'","Penza","Russia",53.1106,45.0211,4,"N"
"'6166'","Saransk","Russia",54.1251,45.2123,4,"N"
"'6168'","Hubli","India",15.3617,75.0849,4,"N"
"'6169'","Koggala","Sri Lanka",5.99368,80.3203,4,"U"
"'6172'","Shillong","India",25.7036,91.9787,4,"N"
"'6173'","Guwahati","India",26.106092,91.585939,4,"N"
"'6174'","Dimapur","India",25.8839,93.7711,4,"N"
"'6176'","Barisal","Bangladesh",22.801,90.3012,4,"U"
"'6179'","Bharatpur","Nepal",27.6781,84.4294,4,"N"
"'6180'","Chandragarhi","Nepal",26.570822,88.079578,4,"N"
"'6182'","Nepalgunj","Nepal",28.103633,81.667006,4,"N"
"'6183'","Gan Island","Maldives",-0.693342,73.1556,4,"U"
"'6184'","Haa Dhaalu Atoll","Maldives",6.74423,73.1705,4,"U"
"'6185'","Laamu Atoll","Maldives",1.85917,73.5219,4,"U"
"'6186'","Tak","Thailand",16.699856,98.545056,5,"U"
"'6187'","Buonmethuot","Vietnam",12.668311,108.120272,5,"U"
"'6188'","Haiphong","Vietnam",20.819386,106.724989,5,"U"
"'6189'","Nha Trang","Vietnam",11.998153,109.219372,5,"U"
"'6190'","Conson","Vietnam",8.731831,106.632589,5,"U"
"'6191'","Can Tho","Vietnam",10.085119,105.711922,5,"U"
"'6192'","Dienbienphu","Vietnam",21.397481,103.007831,5,"U"
"'6193'","Phucat","Vietnam",13.954986,109.042267,5,"U"
"'6194'","Pleiku","Vietnam",14.004522,108.017158,5,"U"
"'6195'","Vinh","Vietnam",18.737569,105.670764,5,"U"
"'6197'","Dawei","Burma",14.103886,98.203636,4,"U"
"'6198'","Kawthoung","Burma",10.049258,98.538006,4,"U"
"'6204'","Waikabubak-Sumba Island","Indonesia",-9.409717,119.244494,5,"N"
"'6209'","Tanjung Redep-Borneo Island","Indonesia",2.155497,117.432256,5,"N"
"'6212'","Langgur-Kei Islands","Indonesia",-5.661619,132.731431,5,"N"
"'6215'","Long Datih","Malaysia",3.421,115.154,5,"N"
"'6216'","Long Seridan","Malaysia",3.967,115.05,5,"N"
"'6217'","Mukah","Malaysia",2.90639,112.08,5,"N"
"'6218'","Bakalalan","Malaysia",3.974,115.618,5,"N"
"'6219'","Lawas","Malaysia",4.84917,115.408,5,"N"
"'6220'","Bario","Malaysia",3.73389,115.479,5,"N"
"'6222'","Kudat","Malaysia",6.9225,116.836,5,"N"
"'6223'","Bandar Lampung-Sumatra Island","Indonesia",-5.242339,105.178939,5,"N"
"'6225'","Ranai-Natuna Besar Island","Indonesia",3.908714,108.387897,5,"N"
"'6231'","Laut Island","Indonesia",-3.29472,116.165,5,"N"
"'6235'","Albany","Australia",-34.9433,117.809,5,"O"
"'6237'","Aurukun","Australia",-13.3539,141.721,5,"O"
"'6238'","Barcaldine","Australia",-23.5653,145.307,5,"O"
"'6240'","Birdsville","Australia",-25.8975,139.348,5,"O"
"'6241'","Broken Hill","Australia",-32.0014,141.472,5,"O"
"'6242'","Hamilton Island","Australia",-20.3581,148.952,5,"O"
"'6243'","Bedourie","Australia",-24.3461,139.46,5,"O"
"'6245'","Burketown","Australia",-17.7486,139.534,5,"O"
"'6248'","Boulia","Australia",-22.9133,139.9,5,"O"
"'6249'","Bathurst","Australia",-33.4094,149.652,5,"O"
"'6253'","Coober Pedy","Australia",-29.04,134.721,5,"O"
"'6255'","Cloncurry","Australia",-20.6686,140.504,5,"O"
"'6256'","Ceduna","Australia",-32.1306,133.71,5,"O"
"'6258'","Cunnamulla","Australia",-28.03,145.622,5,"O"
"'6260'","Coen","Australia",-13.7608,143.114,5,"O"
"'6262'","Doomadgee","Australia",-17.9403,138.822,5,"O"
"'6264'","Devonport","Australia",-41.1697,146.43,5,"O"
"'6265'","Elcho Island","Australia",-12.0194,135.571,5,"O"
"'6266'","Esperance","Australia",-33.6844,121.823,5,"O"
"'6267'","Flinders Island","Australia",-40.0917,147.993,5,"O"
"'6268'","Geraldton","Australia",-28.7961,114.707,5,"O"
"'6269'","Gladstone","Australia",-23.8697,151.223,5,"O"
"'6270'","Groote Eylandt","Australia",-13.975,136.46,5,"O"
"'6271'","Griffith","Australia",-34.2508,146.067,5,"O"
"'6272'","Horn Island","Australia",-10.5864,142.29,5,"O"
"'6276'","Julia Creek","Australia",-20.6683,141.723,5,"O"
"'6278'","King Island","Australia",-39.8775,143.878,5,"O"
"'6281'","Kowanyama","Australia",-15.4856,141.751,5,"O"
"'6285'","Lord Howe Island","Australia",-31.5383,159.077,5,"O"
"'6286'","Lockhart River","Australia",-12.7869,143.305,5,"O"
"'6287'","Lismore","Australia",-28.8303,153.26,5,"O"
"'6289'","Longreach","Australia",-23.4342,144.28,5,"O"
"'6294'","Merimbula","Australia",-36.9086,149.901,5,"O"
"'6295'","Milingimbi","Australia",-12.0944,134.894,5,"O"
"'6296'","Maningrida","Australia",-12.0561,134.234,5,"O"
"'6297'","McArthur River Mine","Australia",-16.4425,136.084,5,"O"
"'6298'","Mildura","Australia",-34.2292,142.086,5,"O"
"'6300'","Moree","Australia",-29.4989,149.845,5,"O"
"'6301'","Moranbah","Australia",-22.0578,148.077,5,"O"
"'6302'","Moruya","Australia",-35.8978,150.144,5,"O"
"'6303'","Mount Gambier","Australia",-37.7456,140.785,5,"O"
"'6304'","Mornington Island","Australia",-16.6625,139.178,5,"O"
"'6307'","Narrandera","Australia",-34.7022,146.512,5,"O"
"'6309'","Normanton","Australia",-17.6836,141.07,5,"O"
"'6310'","Newman","Australia",-23.4178,119.803,5,"O"
"'6311'","Olympic Dam","Australia",-30.485,136.877,5,"O"
"'6312'","Argyle","Australia",-32.506944,137.716667,5,"O"
"'6314'","Paraburdoo","Australia",-23.1711,117.745,5,"O"
"'6315'","Cocos Keeling Island","Cocos (Keeling) Islands",-12.1883,96.8339,4,"U"
"'6316'","Gove","Australia",-12.2694,136.818,5,"O"
"'6317'","Parkes","Australia",-33.1314,148.239,5,"O"
"'6318'","Port Lincoln","Australia",-34.6053,135.88,5,"O"
"'6319'","Pormpuraaw","Australia",-14.8967,141.609,5,"O"
"'6320'","Port Macquarie","Australia",-31.4358,152.863,5,"O"
"'6321'","Portland","Australia",-38.3181,141.471,5,"O"
"'6322'","Quilpie","Australia",-26.6122,144.253,5,"O"
"'6324'","Roma","Australia",-26.545,148.775,5,"O"
"'6325'","St George","Australia",-28.0497,148.595,5,"O"
"'6329'","Thargomindah","Australia",-27.9864,143.811,5,"O"
"'6333'","Windorah","Australia",-25.4131,142.667,5,"O"
"'6334'","Whyalla","Australia",-33.0589,137.514,5,"O"
"'6337'","Winton","Australia",-22.3636,143.086,5,"O"
"'6338'","Burnie","Australia",-40.9989,145.731,5,"O"
"'6341'","Beijing","China",39.7825,116.387778,5,"U"
"'6342'","Chifeng","China",42.235,118.908,5,"U"
"'6343'","Changzhi","China",36.2475,113.126,5,"U"
"'6344'","Datong","China",40.0603,113.482,5,"U"
"'6345'","Hohhot","China",40.851422,111.824103,5,"U"
"'6346'","Baotou","China",40.56,109.997,5,"U"
"'6347'","Shijiazhuang","China",38.280686,114.6973,5,"U"
"'6348'","Tongliao","China",43.5567,122.2,5,"U"
"'6349'","Ulanhot","China",46.083,122.017,5,"U"
"'6350'","Xilinhot","China",43.9156,115.964,5,"U"
"'6351'","Beihai","China",21.5394,109.294,5,"U"
"'6352'","Changde","China",28.9189,111.64,5,"U"
"'6353'","Dayong","China",29.1028,110.443,5,"U"
"'6354'","Meixian","China",24.35,116.133,5,"U"
"'6355'","Zhuhai","China",22.0064,113.376,5,"U"
"'6356'","Liuzhou","China",24.2075,109.391,5,"U"
"'6357'","Zhanjiang","China",21.2144,110.358,5,"U"
"'6358'","Enshi","China",30.3203,109.485,5,"U"
"'6359'","Nanyang","China",32.9808,112.615,5,"U"
"'6360'","Xiangfan","China",32.1506,112.291,5,"U"
"'6361'","Yichang","China",30.671,111.441,5,"U"
"'6363'","Golmud","China",34.633,98.867,5,"U"
"'6365'","Qingyang","China",35.7997,107.603,5,"U"
"'6366'","Xining","China",36.5275,102.043,5,"U"
"'6367'","Yan'an","China",36.6369,109.554,5,"U"
"'6368'","Yulin","China",38.2692,109.731,5,"U"
"'6370'","Altai","Mongolia",46.3764,96.2211,5,"U"
"'6371'","Bayankhongor","Mongolia",46.1633,100.704,5,"U"
"'6372'","Dalanzadgad","Mongolia",43.5917,104.43,5,"U"
"'6373'","Khovd","Mongolia",47.9541,91.6282,5,"U"
"'6374'","Muren","Mongolia",49.6633,100.099,5,"U"
"'6375'","Shangri-La","China",27.7936,99.6772,5,"U"
"'6376'","Luxi","China",24.4011,98.5317,5,"U"
"'6377'","Simao","China",22.7933,100.959,5,"U"
"'6378'","Zhaotong","China",27.3256,103.755,5,"U"
"'6379'","Ganzhou","China",25.8258,114.912,5,"U"
"'6380'","Jingdezhen","China",29.3386,117.176,5,"U"
"'6381'","Jiujiang","China",29.733,115.983,5,"U"
"'6382'","Quzhou","China",28.9658,118.899,5,"U"
"'6383'","Lianyungang","China",34.55,119.25,5,"U"
"'6384'","Huangyan","China",28.5622,121.429,5,"U"
"'6385'","Linyi","China",35.0461,118.412,5,"U"
"'6386'","Quanzhou","China",24.7964,118.59,5,"U"
"'6387'","Huangshan","China",29.7333,118.256,5,"U"
"'6388'","Weifang","China",36.6467,119.119,5,"U"
"'6390'","Wuxi","China",31.4944,120.429,5,"U"
"'6391'","Wuyishan","China",27.7019,118.001,5,"U"
"'6392'","Wenzhou","China",27.9122,120.852,5,"U"
"'6393'","Yancheng","China",33.3856,120.125,5,"U"
"'6394'","Yiwu","China",29.3447,120.032,5,"U"
"'6395'","Zhoushan","China",29.9342,122.362,5,"U"
"'6396'","Bangda","China",30.5536,97.1083,5,"U"
"'6397'","Dazhou","China",31.3,107.5,5,"U"
"'6398'","Guangyuan","China",32.3911,105.702,5,"U"
"'6399'","Luzhou","China",28.8522,105.393,5,"U"
"'6400'","Mianyang","China",31.4281,104.741,5,"U"
"'6401'","Nanchong","China",30.754,106.062,5,"U"
"'6402'","Nyingchi","China",29.3033,94.3353,5,"U"
"'6403'","Wanxian","China",30.8361,108.406,5,"U"
"'6404'","Aksu","China",41.2625,80.2917,5,"U"
"'6406'","Kuqa","China",41.7181,82.9869,5,"U"
"'6407'","Korla","China",41.6978,86.1289,5,"U"
"'6408'","Karamay","China",45.617,84.883,5,"U"
"'6409'","Yining","China",43.9558,81.3303,5,"U"
"'6410'","Heihe","China",50.25,127.3,5,"U"
"'6411'","Jiamusi","China",46.843394,130.465389,5,"U"
"'6412'","Jinzhou","China",41.1014,121.062,5,"U"
"'6413'","Qiqihar","China",47.239628,123.918131,5,"U"
"'6414'","Yanji","China",42.8828,129.451258,5,"U"
"'6426'","Worcester","United States",42.2673,-71.8757,2,"A"
"'6427'","Anqing","China",30.5822,117.0502,5,"N"
"'6428'","Ji An","China",26.8997,114.7375,5,"N"
"'6429'","Qinhuangdao","China",39.9681,119.731,5,"N"
"'6430'","Yuncheng","China",35.018,110.993,5,"N"
"'6431'","Lanzhou","China",36.117,103.617,5,"N"
"'6432'","Jiayuguan","China",39.8569,98.3414,5,"N"
"'6433'","Dandong","China",40.0255,124.2866,5,"N"
"'6434'","Dongsheng","China",39.85,110.033,5,"N"
"'6435'","Panzhihua","China",26.54,101.799,5,"N"
"'6443'","Dibrugarh","India",27.4839,95.0169,4,"N"
"'6448'","Grand Canyon West","United States",35.5925,-113.4859,1,"U"
"'6449'","Boulder City","United States",35.5651,-114.514,1,"U"
"'6456'","Provincetown","United States",42.071945,-70.22139,2,"A"
"'6457'","Seattle","United States",47.629,-122.339,1,"A"
"'6460'","Gustavia","France",17.9023,-62.8324,2,"E"
