"movieid","namewords","namepar","year","action","adventure","animation","children.s","comedy","crime","documentary","drama","fantasy","film.noir","horror","musical","mystery","romance","sci.fi","thriller","war","western"
"'3289'",9,"t","'1999'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3290'",3,"f","'1999'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3291'",1,"f","'2000'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'3292'",3,"f","'1955'","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f"
"'3293'",2,"f","'1997'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","t","f","f","f"
"'3294'",2,"f","'1976'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'3295'",2,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3296'",4,"f","'1967'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3297'",6,"f","'1930'","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f"
"'3298'",2,"f","'2000'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3299'",2,"f","'2000'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3300'",2,"f","'2000'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'3301'",4,"f","'2000'","f","f","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f"
"'3302'",2,"f","'1999'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3303'",9,"f","'1999'","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f"
"'3304'",2,"f","'1978'","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","f","f","f"
"'3305'",1,"f","'1944'","f","f","f","f","f","f","f","f","f","t","t","f","f","f","f","f","f","f"
"'3306'",2,"f","'1928'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3307'",2,"f","'1931'","f","f","f","f","t","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'3308'",3,"f","'1984'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3309'",3,"f","'1920'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3310'",2,"f","'1921'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3311'",4,"f","'1955'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t"
"'3312'",2,"f","'1975'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3313'",2,"f","'1982'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3314'",3,"f","'1952'","t","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3315'",3,"f","'1951'","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f"
"'3316'",2,"f","'2000'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'3317'",2,"f","'2000'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3318'",1,"f","'1998'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'3319'",2,"f","'1999'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3320'",4,"t","'1999'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'3321'",3,"f","'2000'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3322'",2,"f","'2000'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3323'",3,"f","'2000'","f","f","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f"
"'3324'",2,"f","'2000'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3325'",4,"f","'2000'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3326'",5,"f","'2000'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'3327'",3,"f","'2000'","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f"
"'3328'",7,"f","'1999'","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","f","f","f"
"'3329'",5,"f","'1987'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3330'",4,"f","'1961'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3331'",2,"f","'1983'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3333'",5,"f","'1968'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3334'",2,"f","'1948'","f","f","f","f","f","t","f","t","f","t","f","f","f","f","f","t","f","f"
"'3335'",2,"f","'1954'","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","f","f","f"
"'3336'",3,"f","'1961'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3337'",6,"f","'1967'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3338'",3,"f","'1989'","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f"
"'3339'",3,"f","'1977'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f"
"'3340'",4,"f","'1956'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","t","f","f","f"
"'3341'",2,"f","'1950'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3342'",1,"f","'1984'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f"
"'3343'",4,"f","'1988'","f","f","f","f","t","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'3344'",2,"f","'1963'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'3345'",4,"f","'1967'","f","t","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3346'",4,"f","'1965'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'3347'",3,"f","'1983'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3349'",4,"f","'1947'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3350'",5,"f","'1961'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3351'",3,"f","'1964'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'3352'",2,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3353'",4,"f","'2000'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'3354'",3,"f","'2000'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'3355'",3,"f","'2000'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'3357'",2,"t","'1999'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'3358'",3,"f","'1991'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'3359'",2,"f","'1979'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3360'",1,"f","'1986'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3361'",2,"f","'1988'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3362'",3,"f","'1975'","f","f","f","f","t","t","f","t","f","f","f","f","f","f","f","f","f","f"
"'3363'",2,"f","'1973'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3364'",3,"f","'1950'","f","f","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","f"
"'3365'",2,"f","'1956'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t"
"'3366'",3,"f","'1969'","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f"
"'3367'",3,"f","'1968'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f"
"'3368'",3,"f","'1958'","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f","t"
"'3370'",1,"f","'1988'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'3371'",3,"f","'1976'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3372'",4,"f","'1969'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f"
"'3373'",4,"f","'1972'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t"
"'3374'",4,"f","'1992'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3375'",2,"f","'1950'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'3376'",6,"t","'1949'","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'3377'",3,"f","'1943'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f"
"'3378'",4,"t","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3379'",3,"f","'1959'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3380'",1,"f","'1947'","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f"
"'3381'",4,"f","'1997'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3382'",3,"f","'1936'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3384'",7,"f","'1974'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3385'",1,"f","'1985'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3386'",1,"f","'1991'","f","f","f","f","f","f","f","t","f","f","f","f","t","f","f","f","f","f"
"'3387'",3,"f","'1989'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3388'",4,"f","'1987'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3389'",3,"f","'1986'","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3390'",2,"f","'1986'","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3391'",3,"f","'1987'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3392'",1,"f","'1989'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3393'",4,"f","'1987'","f","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","f","f"
"'3394'",2,"f","'1987'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'3395'",1,"f","'1987'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3396'",3,"f","'1979'","f","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3397'",4,"f","'1981'","f","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3398'",4,"f","'1984'","f","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3399'",6,"f","'1985'","f","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3400'",5,"f","'1993'","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3401'",6,"f","'1985'","f","t","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'3402'",2,"f","'1985'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3403'",3,"f","'1980'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'3404'",1,"f","'1953'","t","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3405'",4,"f","'1958'","t","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3406'",3,"f","'1951'","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f"
"'3407'",7,"t","'1999'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3408'",2,"f","'2000'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3409'",2,"f","'2000'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'3410'",2,"f","'1999'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3412'",2,"f","'1988'","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3413'",1,"f","'1949'","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","f","f","f"
"'3414'",5,"f","'1955'","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'3415'",3,"t","'1975'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3416'",4,"t","'1963'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3417'",3,"f","'1952'","f","t","f","f","t","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'3418'",3,"f","'1991'","t","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3419'",3,"f","'1970'","f","f","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f"
"'3420'",4,"f","'1979'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'3421'",2,"f","'1978'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3422'",4,"f","'1986'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'3423'",2,"f","'1988'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3424'",4,"f","'1989'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3425'",3,"f","'1990'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3426'",2,"f","'1991'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'3427'",2,"f","'1968'","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f"
"'3428'",2,"f","'1979'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3429'",2,"f","'1990'","f","f","t","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3430'",2,"f","'1974'","t","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3431'",3,"f","'1982'","t","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3432'",3,"f","'1985'","t","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3433'",5,"f","'1987'","t","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3434'",7,"f","'1994'","t","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3435'",2,"f","'1944'","f","f","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","f"
"'3436'",2,"f","'1991'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'3437'",3,"f","'1991'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3438'",4,"f","'1990'","t","f","f","t","f","f","f","f","t","f","f","f","f","f","f","f","f","f"
"'3439'",10,"f","'1991'","t","f","f","t","f","f","f","f","t","f","f","f","f","f","f","f","f","f"
"'3440'",5,"f","'1993'","t","f","f","t","f","f","f","f","t","f","f","f","f","f","f","f","f","f"
"'3441'",2,"f","'1984'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f"
"'3442'",4,"f","'1986'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3443'",2,"f","'1986'","t","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'3444'",1,"f","'1988'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3445'",4,"f","'1978'","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","t","f","f"
"'3446'",2,"f","'1995'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3447'",3,"f","'1937'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3448'",3,"f","'1987'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","t","f"
"'3449'",3,"f","'1988'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3450'",3,"f","'1993'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3451'",5,"f","'1967'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3452'",3,"f","'2000'","t","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'3453'",3,"f","'2000'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'3454'",3,"f","'2000'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'3456'",6,"t","'1999'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3457'",3,"f","'1999'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3458'",6,"t","'1989'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'3459'",1,"f","'1986'","f","f","f","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f"
"'3460'",5,"f","'1967'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3461'",4,"f","'1963'","f","t","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'3462'",2,"f","'1936'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3463'",2,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3464'",2,"f","'1993'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","f","f"
"'3465'",2,"f","'1986'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3466'",3,"f","'1993'","f","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","f","f"
"'3467'",1,"f","'1963'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","t"
"'3468'",2,"f","'1961'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3469'",3,"f","'1960'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3470'",2,"f","'1974'","f","t","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3471'",6,"f","'1977'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","t","f","f","f"
"'3472'",8,"t","'1960'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'3473'",9,"f","'1976'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3474'",1,"f","'1997'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","f","f"
"'3475'",5,"f","'1951'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'3476'",2,"f","'1990'","f","f","f","f","f","f","f","f","f","f","t","f","t","f","f","t","f","f"
"'3477'",2,"f","'1995'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3478'",2,"f","'1987'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3479'",1,"f","'1985'","f","t","f","f","f","f","f","f","t","f","f","f","f","t","f","f","f","f"
"'3480'",1,"f","'1986'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3481'",2,"f","'2000'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3482'",3,"f","'2000'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3483'",5,"f","'2000'","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3484'",2,"f","'2000'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'3485'",3,"t","'1975'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'3486'",4,"f","'1954'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'3487'",2,"f","'1967'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t"
"'3488'",4,"f","'1959'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","t","f","f","f"
"'3489'",1,"f","'1991'","f","t","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f"
"'3490'",2,"f","'1972'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'3491'",2,"f","'1986'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3492'",5,"f","'1926'","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3493'",7,"t","'1973'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'3494'",2,"f","'1969'","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t"
"'3495'",2,"f","'1992'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3496'",2,"f","'1988'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3497'",3,"f","'1983'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3498'",2,"f","'1978'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3499'",1,"f","'1990'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'3500'",3,"f","'1992'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3501'",2,"f","'1985'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'3502'",2,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3503'",2,"t","'1972'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","t","f","f","f"
"'3504'",1,"f","'1976'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3505'",3,"f","'1987'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'3506'",3,"f","'1979'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3507'",3,"f","'1968'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3508'",4,"f","'1976'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t"
"'3509'",3,"f","'1999'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3510'",1,"f","'2000'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'3511'",3,"f","'2000'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3512'",3,"f","'2000'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'3513'",3,"f","'2000'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'3514'",3,"f","'2000'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3515'",3,"f","'2000'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3516'",4,"f","'1958'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'3517'",2,"f","'1926'","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","f","f","f"
"'3518'",4,"f","'1997'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'3519'",4,"f","'1978'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f"
"'3520'",6,"f","'1965'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3521'",2,"f","'1989'","f","f","f","f","t","t","f","t","f","f","f","f","f","f","f","f","f","f"
"'3522'",6,"t","'1971'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3523'",1,"f","'1988'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'3524'",1,"f","'1981'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'3525'",2,"f","'1984'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3526'",1,"f","'1989'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3527'",1,"f","'1987'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","f","f"
"'3528'",4,"f","'1991'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'3529'",5,"f","'1981'","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","t","f","f"
"'3530'",2,"f","'1993'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3531'",6,"f","'1990'","f","f","f","f","t","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'3532'",8,"t","'1931'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3533'",5,"t","'1963'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3534'",2,"f","'2000'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3535'",2,"f","'2000'","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f","t","f","f"
"'3536'",3,"f","'2000'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'3537'",4,"f","'2000'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3538'",3,"f","'1999'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3539'",5,"f","'2000'","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f"
"'3540'",3,"f","'1999'","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","t","f","f"
"'3542'",2,"f","'1969'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3543'",1,"f","'1982'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3544'",3,"f","'1991'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3545'",1,"f","'1972'","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","t","f"
"'3546'",6,"f","'1962'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'3547'",4,"f","'1987'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3548'",2,"f","'1958'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3549'",3,"f","'1955'","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f"
"'3550'",2,"f","'1983'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'3551'",2,"f","'1976'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'3552'",1,"f","'1980'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'3553'",1,"f","'2000'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'3554'",3,"f","'2000'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'3555'",1,"f","'2000'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'3556'",3,"f","'1999'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'3557'",2,"f","'1992'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'3559'",1,"f","'1952'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
