"userid","ureviewcnt","ustars","vuseful","vfunny","vcool","gender"
"xv87nN3KfS3KsR44CPiAUg",10,3.9,9,3,4,"F"
"Xv8gzlMoMiUB2PxJ1Q20Yw",276,3.55,86,21,24,"M"
"Xv9-n7dpZj24Wgm12qQXyA",9,2.89,7,11,5,"F"
"xv9nUSKR5RqnkgD0tufTfA",16,3.5,20,11,10,"M"
"XVa0c9vRTnL3z-uvd3idvA",3,4.67,2,0,1,"M"
"xVAlcSGhL734ucEVn103kQ",42,3.44,31,9,9,"F"
"xVbnmLJ8g8zBHMs_vtDDKw",2,3,1,0,2,"F"
"xVbQUUQjOmpRWRdf_3hvUw",37,4.03,23,5,14,"F"
"XVdpbZd9i5nzryse3UMQ1Q",1,1,0,0,0,"M"
"xVDw1M3vK-gPmUvkzadF8A",5,1,0,0,0,"F"
"xVERHsVYNrP5V10eS4TC1Q",8,4.38,7,0,2,"M"
"XvEua_eOQ7mgXu9HPRuTNA",1,2,0,0,0,"M"
"XVFEmpeTFe0RYHW3jOemAA",8,3.43,13,5,2,"M"
"XVfgH16iOEBci5JHIU-Vuw",2,3.5,3,0,1,"M"
"xvg_0yEE5OiRlBNCd6nxlg",7,4.14,9,5,6,"F"
"XVgiZFwfmhYILYRpYK69cQ",172,3.47,216,40,67,"M"
"Xvhrk_Ygfav_nsX5oeFT7Q",8,2.57,6,0,4,"M"
"XvkKg1aRwLugyts7z-aBtA",2,4,0,0,0,"M"
"xvl8n5isUlQBns1z9w-auQ",4,3.33,7,1,0,"M"
"xvMes42-of-W4mTA_5nc4Q",8,4.43,15,2,2,"M"
"xVMEVO05TH5WWAogVTAxPA",4,5,1,0,1,"M"
"xVmi7oLJ6KI-N9kqcIMQ7A",4,3.25,5,3,1,"F"
"xvnexM4WysSi2VPv5nc7fw",10,4.44,8,3,7,"F"
"XvQ6aCBfxP9QnWSZKifhoA",86,3.4,130,65,80,"M"
"Xvr6CuNfrQLH6yoo6O0uaw",4,3.67,4,1,0,"M"
"XvRFOE5-d32wLTrleI9Utg",5,2.25,4,2,0,"F"
"xvRRyskTOA-w_PKtRbjDJw",309,3.56,406,255,241,"F"
"xVTQGVRDnkhpbcfEbszBJw",12,3.17,14,1,2,"F"
"xVttlGDeymPUAj-th6CCQw",2,2,3,0,0,"M"
"XvtUg5lDAqDoXC4gptbWfg",1,4,0,0,0,"M"
"xVTY2s588zm4bJiaZZU8CA",4,4.33,6,1,1,"M"
"XvTzN3E-vH0-AkPgrmLS0A",11,3.64,13,5,3,"F"
"xVVLb10a4Q6ZG_oP_bJ8Mg",2,5,2,0,0,"M"
"xvVMzEQDQsRwB_Ko2EvNwA",5,3,1,2,0,"M"
"Xvw4kRnBNvOT4ZrpJHKifA",14,4.08,21,1,3,"F"
"xVw7Ni12S7L_m5h8zeTDXQ",3,5,7,2,2,"F"
"XvWLq99JG5FKl8yjy6WO6g",6,3.67,1,1,0,"F"
"XVx-k_c_NG9NNewgoKk5Qg",43,3.53,79,13,31,"F"
"xvxRXIpwKlewySjGgJOz8g",7,4.86,9,3,5,"F"
"xVYsCHZB3CKkyUeK5B0N1w",3,5,0,0,0,"F"
"xVzMmyxDFo03u2SwVpK28g",2,4,0,0,0,"M"
"xvZquiiO0HNUxxCb1BrsEQ",2,3,0,0,0,"M"
"xw-6ikhWn69h1XP4ZoNVRA",5,4.25,3,0,1,"M"
"XW-KGmN0Rdg5kw1SSSFkew",1104,4.09,262,56,120,"M"
"Xw2e1Pnsuzm8YcoMMTIISw",1,1,1,0,0,"F"
"xW5ajZ7ke4IeRmJylPKagg",38,2.97,102,69,43,"F"
"XW5D8NXlE6cqolE2MfDziQ",7,2.75,5,2,0,"F"
"xw77viWz_BbmyntxoBVH4A",3,4.33,6,2,3,"M"
"Xw7LVSIF6io_jl5hMxHNUw",3,5,1,1,0,"F"
"xw8V6YI-NvFMkJ-PNNqgyQ",8,5,10,3,5,"M"
"xWA6SWMqih3YgRLltb-WCw",95,3.29,156,7,28,"F"
"XwBwRIFEaWjT25bQew911Q",8,4.38,16,4,5,"F"
"XwciB8vxUzPmz68dcvD2Xg",1,4,0,0,0,"F"
"xwcvsSC8Virgl7CveVvB4w",625,3.88,3030,1309,1995,"F"
"XWdrmDzzklK660zZFqZ39w",122,3.5,112,33,31,"M"
"XwEY9qjfXtdpNbmRY2p_bA",51,3.41,33,18,9,"M"
"XwFR5AWe9jD8Vq0o_eUZoQ",11,3.73,10,3,7,"F"
"XwFTJJSTb0_5t2wXgVRpCQ",6,5,1,0,0,"M"
"xWFveKkD_On3HUQuVs9WJQ",1,5,0,1,0,"F"
"XWGCBxSa_ZlDErwj6969Bw",25,3.72,11,4,3,"M"
"XwHFbEp79RStus8sUFVDLQ",57,3.96,47,10,22,"M"
"XWhoC7jOAZMiMKgFuimIkw",2,5,1,0,0,"M"
"XwHONAP0bPlJcNMGInTShg",20,3.95,26,14,7,"M"
"XwhPAQfkVpzlnJ_pYlJ7Ag",17,2.67,7,2,2,"M"
"XwIIa-0SeoEnH6JBpMMiUg",4,4,2,0,0,"M"
"XwIwT62N626LHRKcBGjwig",2,4.5,1,0,0,"M"
"XWkoXZJQNjTG991oyWfF8Q",4,3.5,1,2,1,"M"
"XwL86w-gZoO2x_ACHbD2Hw",1,1,0,0,0,"F"
"xWNhp5YsDD9TG1zh78GaqQ",1,5,0,0,0,"M"
"XwNjKLBPWGvFuKSVLIxMfg",7,3.86,18,11,15,"M"
"xWnyiIXufSAICSFcngkQvA",8,3,0,0,0,"M"
"xWopPa7nbztqCGZziustcw",21,3.24,19,5,6,"M"
"XWOXih7lbsoIKg8EVjZrSw",5,3.25,3,12,2,"F"
"XWpNrihkFb2iLVAI0G_Rkw",2,5,1,0,0,"M"
"xWSPLhZ51yvsuPBFuBhxCQ",26,4.08,24,4,11,"M"
"xWSxGbY328cv0oAFgmfkdQ",4,4.67,3,2,2,"F"
"xwTe8xDNEuQGUzk9peGnVQ",16,3.71,8,2,6,"M"
"XWTlkj0Oa7Ss1F0E9ULLsQ",36,3.75,20,4,10,"M"
"xwUvyZ_nwfnVv4P7N3eDiQ",30,4.37,33,18,21,"F"
"xWvi7ovo-bkOwxFkh4ChPA",3,4.5,6,0,1,"F"
"xWvlVMWGtqgtXvZFuh7LwA",43,3.56,21,5,5,"F"
"xWvlwZjmgy9_0UyiqFxbVQ",2,5,2,0,0,"F"
"xwW_EX9dM-xuve3T6_U6ZA",119,4.13,52,8,18,"F"
"XwwVAjlatouyO2N_L8HaJA",11,4.62,6,3,0,"M"
"XWWwd2TNZcakrQss9Fkaog",164,3.72,67,46,41,"F"
"XWWY_FInjY6l50z91IEKAg",294,3.74,194,30,44,"F"
"XX-zq5iO2hyYZ-0GoPaZmg",7,3.57,3,0,1,"F"
"xx2j7XRWLFN7QavS5jcbFw",12,3.8,13,5,7,"M"
"xX5Y2-Tp_4SuZea85DoINQ",15,4.33,27,5,6,"M"
"Xx7y9XnmhGXqmC8Cah0GQQ",3,5,1,1,0,"F"
"xX97A9cNHqjVzDS4TpV3Zw",2,4,1,0,0,"F"
"XxA5k_iyzf9HdvPMp_J27w",6,4.5,11,5,4,"F"
"XXASa63lj7XotC4e2HZeFQ",92,3.68,88,45,34,"M"
"xxAWAPJLiFxWINdKLVrUvg",3,4.67,1,0,0,"F"
"XxAwOrHw1ImDk3chtu6Krw",136,3.54,273,702,260,"M"
"XXCGDMo_6PwImhaJpeVPvQ",6,4,1,2,1,"F"
"XXcOOqNSRtqlMP2DDEWjQA",3,4.33,0,1,1,"F"
"XXdaMJsqRkbDqHrehJdnsg",4,4.67,1,1,0,"M"
"xXddQy6m2cLcz9tfQu5fyA",58,4.1,60,13,20,"F"
"XxDif_HRn_5_wyA2-Wk7Mg",1,5,1,0,0,"F"
"XXdvhxHMfGrPx5EQ_gHMVg",2,3.5,0,0,0,"M"
"XXE_0HKvJurbPLEf-ga9FA",2,5,0,0,0,"F"
"xXFeMpLAzMLci1B6LDrc8Q",9,3.62,6,0,1,"M"
"xXFowyfIVjJqVrBDcn-tHg",1,5,1,0,0,"F"
"xxG66VFJ3y3DOrgrS98e7g",26,3.88,23,4,6,"F"
"XxH3yBYfm6ppfjA21wetrA",7,5,3,0,0,"F"
"xxh4tLTIFA7Bnk4P8l9h6A",2,4.5,3,0,0,"F"
"xXIKleib2YJ2NKMwSkAZAA",5,5,1,0,0,"M"
"XXlk-xtT0rOiqZB61HLsiA",3,2,5,4,2,"F"
"xXMO40nW5oSy1phHw57ZFg",2,5,0,0,0,"F"
"xxMoW5Xj8mvuqoawsK-l6A",2,1.5,6,1,1,"M"
"XxnZVgEIjaRTE7dYCoKmlw",20,4,10,3,4,"M"
"XXQGgQz-iogGQZhSQ9LQpA",3,5,0,0,0,"M"
"xXQNN4mgl-Llu5vmqHTFhg",14,3.62,7,0,2,"F"
"xxqO0Z-neqNlS1myYq7ZrA",23,4.04,15,6,5,"M"
"xxrDbp8-4k894KJxhHPb1Q",1,5,0,0,0,"F"
"xXrZmRz32L7lIFBdR7AX4Q",17,4.12,10,1,4,"F"
"xXS0fbS5tUpcf7ShTnT-Zw",5,3.67,3,0,0,"F"
"xXSrBbQ43zwRaJ2Ln63fqQ",6,4.83,2,0,0,"F"
"xXSSjkkrqknuchB32G_nZQ",8,2.5,24,13,6,"M"
"xXsvZ5tXbGpKVPAbljxoUA",4,4.75,3,0,1,"M"
"XXTC_GNIdN9Xpa5Vq2PGrg",2,3,0,1,0,"M"
"XXuhK4qECSbZW1T6LvBoMg",10,4.4,5,1,6,"M"
"xxUUFegbxsdP8dkMrB1eEw",2,5,1,1,0,"F"
"XXVfsLunIiz3xDeK17aHFQ",84,3.52,121,74,35,"F"
"xXVk534KW5rnOCwIBIXi0w",2,5,1,0,2,"F"
"XxVXR2lgABJc-4fbeK9XaA",1,5,0,0,0,"M"
"xxVzYxN59iZnROeXOgxnJg",6,4.67,22,18,18,"F"
"XxW_WSU13NamMOjg_mXgvw",27,4.19,62,33,21,"F"
"XXW44qQBrnXm-ZxoZJB6uA",1,1,4,1,1,"F"
"XxWUiGTZSHbv_0ILu3TzCw",18,3.72,41,11,6,"F"
"xXxiK8xPmrcYV6VSyuLkUg",8,3.12,5,0,0,"M"
"XxxLMD5K-xLtnjpi5ZIM-g",111,4.1,184,71,105,"F"
"xXxoYIsbfXFK8BKndCcnZg",12,3.6,32,4,0,"M"
"xXYpFbG-FcD0fx62eLwHug",41,4.05,33,11,21,"M"
"XXZiOkma4VBeZTGhbGdkNA",8,3.71,6,4,0,"F"
"XY_bQqhZfyyEi_W5n4kQNg",5,4.2,9,2,4,"F"
"xY0SP85UvAeoGjneF-gQew",5,4,3,5,3,"F"
"XY4fdms1A5UHpEslWisdRA",3,3.67,4,1,0,"F"
"Xy4ZKXBKzX_sPIM25NrzQA",4,4.5,2,0,0,"F"
"XY6PERltpMtg98UtdJaeBg",1,5,4,1,1,"M"
"xY88njDzEdfaBP3GpfWZgA",14,3.31,6,1,0,"M"
"XYA5ai_KIicC1PQSA2cRpQ",6,3.33,1,0,1,"F"
"Xyaa2surMNi_Gg4Ns2JzhQ",31,3.61,28,7,1,"F"
"XyaIK2hN3SNMohT5AbKxbg",43,4.05,74,17,27,"M"
"xYAXs-6ipYXs3ZxnpPRhpQ",3,4,0,0,0,"F"
"XybRkJlC2zIMMD-EesACxg",165,3.52,157,37,89,"M"
"xYc3vgzgQMPkg9p5pDH8PQ",1,1,1,0,0,"M"
"xyCa-M5cfkbZasOuR3qY_A",9,4,11,0,0,"M"
"xYck-XrZR_FUSbVHAEiQVg",17,4.24,6,0,2,"M"
"XyCtCgnpfIQrrokw1X4IGA",5,5,5,1,0,"M"
"xYdfi48DbT855YJqU0dyOg",6,4.6,4,0,2,"F"
"xyEOdqGrv_iuMttqukNnFA",11,4.45,5,2,1,"M"
"XyFgRUJYpGvJLZtnsslAuQ",1,2,0,0,0,"M"
"XYhcO-FuE34zVQj04__dUA",4,5,8,1,5,"F"
"xYhTcMaS1PjGoQFIuYNqSw",1,5,0,0,0,"F"
"xyhzxOA3S0_i_e0OUZFv2A",1,5,2,0,1,"F"
"xYjBN_EA5L1Qgz8w-5RjTQ",12,4.55,5,0,2,"M"
"xyM-QUPeZCikXjHGHqJdig",1,2,1,0,1,"M"
"XYmlbSSYt8lhwWbfpwR4rw",11,4.18,14,1,4,"M"
"xynonXUewlh3oHVNzAM58w",29,4.21,30,7,6,"M"
"XynuzDk09RXpvdyVKfSulw",102,4.12,246,181,147,"F"
"xynvN_YDNcqJjpqtRGgr5w",374,3.77,251,72,119,"M"
"XyPFa47QauNZz8VjHAlacA",7,4.17,5,5,3,"F"
"xyUg-hMmjEbPdj2zfHpLJA",2,1,4,0,0,"M"
"xYV1qRKVbWFXtRsCmxhpKQ",2,2.5,3,1,0,"F"
"XYVfcuxJ4x805zIWvJ17MA",18,3.83,33,7,15,"F"
"xYVHWF5R4d9ESDVC5fGiHg",2,4.5,7,6,0,"M"
"xyWUirftVkipMmUIBp-yVg",2,1.5,0,0,0,"M"
"xyWuKk9-MDsgGb-Jgj01Cw",32,4.38,73,16,16,"M"
"XYx6ZiTSIpbC3qm_xEm-KA",3,4.33,0,0,0,"M"
"XYXA68TWwyHle2Y43zkD1g",21,4.14,13,5,4,"M"
"XYytM-q2UFVyQxqbO0KmRA",69,3.96,369,216,249,"F"
"xyzPkkCCxSOLY0i3cZxmjg",5,4.2,5,1,2,"M"
"xYzXnIvyadwjcttO0D71KA",11,4.18,11,3,15,"F"
"xz_rJH6t_lnO-hOcVUiN3A",10,4.4,9,1,5,"M"
"Xz1w0h7wDI22IZKi-CnrHA",29,4.66,30,6,17,"F"
"Xz2REIRhTM9KAdMJ7BnwTw",1,1,0,0,0,"M"
"xz3b7W9gysjjXqrKSKe56g",3,4,0,0,0,"F"
"xz92YNlTic68plJd721tmg",2,5,7,0,1,"F"
"XZa7RH-oeileVFFE5AQuFw",61,3.82,24,9,12,"M"
"xZAE3orn28bWJQ7tixzXEg",2,4,0,0,0,"M"
"xzAHL7X8LDiSUdFNtB_APA",175,3.7,99,38,26,"F"
"xzBeFYadQce5YZ5ssH7Mvg",16,3.5,5,1,1,"F"
"xZbN7LQlbEcdh37ExKmn8Q",677,3.36,687,281,267,"M"
"xzBTlF5rpVpgrr2Z-6BL5w",3,4,3,0,2,"M"
"XZcp4QXvUocn2Fak28-etQ",36,3.89,35,4,4,"F"
"XZd0AmC41Qd3mdxbaQQ5kQ",1,5,2,0,0,"M"
"xZE9fvrehWUGUmrZnZs5MA",1,5,3,0,0,"F"
"xZeZNgZja49V1UQNhodZPg",33,3.68,10,3,1,"M"
"xZf1Lvi9jA5KVwSRiTspdA",9,4.67,12,2,4,"F"
"XzF7KZWOIG9vjEQ2bgqxQg",14,3.71,11,2,1,"M"
"XZf8ayTkh_OPuSeA2Nrobg",2,5,0,0,0,"M"
"XzGhCIscIQ_-P9XvYR1PhA",1,5,0,0,0,"F"
"XzHuiEWWl9b4v7gVkADy2w",7,4.71,6,1,0,"F"
"xZiPsFRtUp_DB126u8qvOQ",32,3.47,23,2,11,"M"
"xZJO6cRX6OHabaePvPzsXw",6,4.17,4,0,2,"F"
"xzk1LhzuFSAyZxFJIlfM0w",16,3.15,18,1,0,"F"
"Xzl3sw1hZya3_e2niAqxZw",195,3.58,154,24,79,"M"
"Xzmxb63jDy4NzkfWm2A_UQ",4,4.75,3,2,1,"F"
"xZMxQPd6cqd3S1p3Rw4IYQ",25,4.6,19,4,6,"M"
"XZNKjhR2zhY00j4QiZda_Q",9,3.11,24,13,15,"M"
"xZNzruYaxX-NqCHSthTT3A",2,5,1,0,0,"M"
"xzo04PmYlNf4NgYtTuuYsg",37,3.83,50,15,17,"F"
"XZOkFG_ZNEw1jVw1KH1iXQ",11,4.18,8,0,4,"M"
"XzouRETQ7ps0U82FFHG2Cg",100,3.54,301,170,179,"F"
"XzPiMSaKyrBD9-WxzzfZIQ",19,4.37,14,1,5,"F"
"XZR18aCHdKbZRkrWtBIsUw",2,4.5,1,0,1,"M"
"XzrMWkZ3uB_GKqBNoT1ZUw",9,3.22,5,0,0,"F"
"XzTfPbJZ00aLdqfMPez9Iw",5,3,9,2,2,"M"
"XZv_mSbR59PM8qavcbaDFA",4,3.75,1,0,1,"M"
"xzvb7EIJ0JRBOH3G5v7rbg",112,3.88,97,38,31,"M"
"XzVh1vt7YaRfDKL2z-voZg",1,3,0,0,0,"F"
"xZvkZyDuQuL54xyHx2-GHA",136,4.02,187,54,104,"M"
"xZvRLPJ1ixhFVomkXSfXAw",223,4.21,723,243,523,"F"
"xZW-sllYi2t-1OCeiNxJPg",180,4.03,51,6,12,"M"
"XZwbIYkprVb47lRyWXYc2Q",2,3.5,3,0,0,"M"
"xzX9z4h5RKWS8jr0KDwl3A",4,3,5,0,1,"F"
"Xzy0-Ju1stFNrgqs0IrGiQ",46,3.87,68,8,14,"F"
"xZy8tfgzXo-Qzjq36vzR9w",2,4,2,0,0,"F"
"XzZ0aFmjwj8g7mP130fWJA",23,3.76,20,8,10,"F"
"y__MQ0huPNC4qarwMD8GlQ",14,3.57,24,15,15,"M"
"Y_4cPHyChd9mLJktSYo5LQ",2,3,1,0,0,"F"
"y_4fkKrq-ku4NiqcsRlCYg",63,3.64,188,155,165,"M"
"y_8K7UI4p5ulTioI5K1kWQ",7,2.71,4,1,0,"F"
"y_axP-A76EJEUGuC1_b-Qg",57,3.93,11,3,4,"M"
"Y_f7ppml9wLbDGP_EN3OCQ",12,2.17,5,0,1,"F"
"Y_iCmH_z_T5cOy3_8p_pQw",1,5,2,0,2,"M"
"Y_iDk0YlFos9BsFvQjzkBg",1,4,0,0,0,"M"
"Y_JaV1s7-Tu_k03EmQt3-g",229,4.11,182,110,97,"F"
"Y_Lkt8SIXiAIR8cSF8HM9A",2,4,0,1,0,"F"
"Y_nk4KhoHlkd1WRKCfIhuA",80,3.41,82,11,23,"M"
"y_qqwc1NptcuWYxPd4BrmQ",20,4.55,35,8,12,"M"
"y_tN8OtUYcUSnzfAfS2L4g",1,5,3,2,0,"F"
"Y_vIgVVsYaMpkLbgGPqQug",3,2.67,2,2,1,"M"
"Y_XJPGGS88MqCUTYed14IA",12,2.2,9,3,4,"M"
"Y_yOZwNADlwpYC4l0ei7mA",1,5,0,0,0,"M"
"Y_ZITL9cYCKgBgDCwUQrow",14,3.93,10,5,2,"M"
"y--OfrvPEQVMGRUkw5hExA",1,4,0,0,0,"M"
"Y-0xdeA5phnDrhSkqxrs7w",1,3,1,0,0,"F"
"y-1h3EVEPP7nhepTeMEDXA",2,4,4,0,0,"F"
"Y-7BwnQDw34ldjlSLT1l0Q",2,5,0,1,0,"M"
"y-9i5zdxjWoi67ferEE9tg",2,2,1,0,0,"M"
"y-atxCuWtPorcC-yTRYceQ",2,4.5,0,0,0,"M"
"y-Bb4gftm3O1-eyeZezMYg",392,3.64,1395,987,719,"F"
"y-dXlWfwb03MS6clVXXyZw",3,3.67,6,1,2,"F"
"Y-goTf_7hxYaGPdfL6vAyQ",4,4,3,3,2,"M"
"y-iCJwNlptZCYUmOzX3K-w",1,1,5,9,3,"F"
"Y-iHJWoHG-bfV223bfl-Fw",4,4,5,2,2,"F"
"y-mdSrpbGxNsTXQu1PQbHg",3,3,2,0,0,"M"
"Y-nr6eaHwP3HF1jV4JKDJw",169,3.62,233,81,77,"F"
"Y-Qr20V1cNrzVZQEdXyduQ",236,3.64,103,19,23,"F"
"y-RB2qq2nV-hE7NJlp-eQg",3,3.5,5,1,0,"F"
"y-U_S1LUaCknqdi9PG2ftg",2,4,0,0,0,"M"
"y-w2Lh9FWlC0d-3jx6GwBw",1,5,3,0,1,"M"
"Y-wjcZJZW8AeEXab7DqKLg",1,5,0,2,2,"M"
"y-WoBvuYL1NOBURoMvMg5w",2,5,1,0,0,"M"
"y-wRMqFtawAekwYQMoJ4HA",4,4,1,1,0,"M"
"y00oZaBgHET4IY0VfOw4SA",8,4.62,6,1,3,"F"
"y05bv65OCTcZgB0GhO8_sA",681,4.15,455,64,226,"M"
"Y06KBcWDIw0uYtQViU3Chg",8,3,7,2,2,"F"
"y09Zhjx7671gvyPqHdAJ5w",37,3.97,13,3,4,"M"
"y0a1-rtfOX6FmaBNjSbkKQ",6,4.6,8,0,4,"M"
"y0aKPIwGWhggMfd7n-jFnA",7,3.14,9,2,2,"M"
"Y0aovX_kbraKpdLYCzVHKA",1,5,7,2,4,"F"
"y0BOBHqoMaqkOjLn_zvYQg",26,3.5,34,7,6,"F"
"y0cjvWWglAaFZfRKlthDFA",2,4.5,0,0,0,"F"
"y0dTNWIHhJFYMGS3yOBi_A",1,2,0,0,0,"M"
"Y0ewnQhLjBGBpHHGFdfKgQ",1,5,0,0,0,"F"
"Y0ft4428wQKVgdG3g-nlDA",5,3.25,8,0,0,"F"
"Y0IZGVXfActFUPOxtrpokA",13,3,8,1,3,"M"
"y0joePW8ZsL6bOQLCWAt5Q",3,5,1,0,0,"F"
"y0kjuHVdGQhLd-bqQ0gZnA",110,3.82,146,13,51,"F"
"y0kTrVVLQBIyPEH2lNCK4g",2,5,1,0,0,"M"
"Y0lD8cW2zqVrykio5T2Ocw",3,5,3,0,1,"M"
"Y0lshoQ9ybYj57hG1goNcQ",3,3.67,0,0,0,"M"
"y0mOwY7YMuNJHWf_p9nH0g",10,4.1,5,0,1,"M"
"y0o0XYhwUhiNqcoHN22qqg",27,3.7,3,0,3,"M"
"y0pEOcgBgB7QPYC3UC3Vww",9,3.38,5,1,0,"M"
"y0rUZUlsf6v7ZH6xGu-YjA",3,4,18,0,0,"M"
"Y0s1ziMoJpSO4GZkfv5rtw",6,3.67,3,1,0,"M"
"Y0SdckBxI5SlUyjTdqak4A",9,3.78,5,7,3,"M"
"y0StpDYShZqxGZQkTKg2ow",13,3.92,15,3,13,"F"
"Y0TBF33seSRuwkQhJVeRFg",5,3.67,8,3,1,"M"
"y0U9BNg-4NH25HQ4IsdEvQ",13,2.92,26,7,4,"F"
"Y0u9VblTwls46wX-w-dJrQ",8,3.29,15,4,9,"F"
"Y0yE3QDFoOaOQ9Imgk0-pA",4,4.67,2,3,2,"F"
"y0yRyW6g6vbQ8HXkXOwBjw",2,5,0,0,0,"F"
"y19XcMnE8xwmXCrC-bZrFA",8,3.57,4,1,1,"F"
"Y1bWMPTcTf4GBP4OcTGnTw",15,3.8,45,14,16,"F"
"y1DkxLgzPYAwV0BMluMoVw",1,3,0,0,0,"M"
"Y1exs-FFZepAuSbX_8Wuwg",25,4.08,50,19,16,"F"
"y1fxykS0Yy6ETvhkEYbrQw",4,4,1,0,0,"F"
"Y1I3WqFjl17gyhzxMdOe6w",1,1,0,0,0,"F"
"Y1Jh0Cq2aqyUAJylJamKmQ",1,5,1,0,0,"F"
"Y1KULNGC5MlwDiJ6rI-3kw",4,3,6,0,0,"M"
"Y1LmlESTBSBIUf3ckIrePw",20,3.9,25,11,10,"M"
"Y1mij_XxGLcPogt1Wx8tsQ",1,5,4,0,0,"M"
"Y1n92SflzQycQd-wVCV0SQ",6,2,3,0,0,"F"
"y1pcDeo5NWpYOjGdAvr05g",4,5,4,1,0,"M"
"Y1peG8KmtJw01eb8nR99jg",2,4,2,0,0,"M"
"Y1PelgD3NvDHNoFuSM4aMA",56,3.98,45,17,18,"M"
"Y1Q89zYXcz0mtzQTb-wcHA",2,3,6,3,2,"F"
"Y1u87_WNmyCT5KH5Qma6Rw",5,4,3,2,1,"F"
"y1XuIOcioOPG63Ie0ibxjQ",49,3.43,57,25,22,"M"
"Y1yGvKaf3XzQ-oLu-J4-3Q",57,3.58,56,24,24,"F"
"y1ZoUuXzoeH3Rs3_8hQrgw",3,1.67,4,1,1,"M"
"y1zRlKiXbNEMz_KEasJDIA",2,5,0,0,1,"F"
"Y1zsa7VsGO1HhU7vB1yNnw",36,3.67,39,12,12,"F"
"Y2-KtEL3k8Ai5gLzeIRX9w",6,3,52,38,53,"M"
"y2-oNA8xAMHYz_DjW2fngQ",5,2.67,1,0,0,"F"
"y22xQxyqQ1oT1sum3s4Jrg",1,5,0,0,0,"F"
"y233ikefNw7SFBm19Y2xAg",9,3.38,11,1,2,"M"
"Y2357LkkRCFcHxxo0HXJ4Q",23,2.83,42,21,17,"F"
"y23C9j5c71z7Fa5irCC25w",2,5,0,0,0,"F"
"y25eyx9uFr9Z2JQuhfwJsg",6,4.4,12,3,5,"M"
"Y25OrytPpBAqCgBkzM05XA",3,5,12,0,6,"M"
"Y26l_5vc1vfSbXn83Tn9rw",6,4.17,5,1,2,"F"
"Y2cKZXJUekpjbzDy9sA0dg",1,5,1,0,0,"M"
"y2ClTl6I-utHQ4Les8zGTQ",5,4.2,3,3,0,"M"
"y2d4DVncO2bcITKrVGxncg",1,1,1,0,0,"M"
"Y2FcksTOoJWzq0Nf_sOwSw",32,3.5,50,21,27,"F"
"y2fCrLKEstlMULTZAKWAAA",10,4.43,10,1,3,"M"
"Y2gQT0uD3LFgaj-hYGsFDA",5,4.4,5,0,3,"F"
"Y2HdkW-rB2583brA35LI8w",121,3.45,55,39,16,"M"
"Y2MDVAFhlB1u1WqhgB8m1w",32,4.19,19,2,5,"F"
"y2mjKSKSMwxuyqtgLGvKQA",3,3.67,2,2,1,"M"
"Y2o4n7kftn3qwUm9zSRAWQ",2,3,3,0,1,"F"
"y2ptVaG2aGfHYMAoqH3zLQ",5,4.2,0,0,0,"M"
"Y2pY1IV3o9bkE09P0tcL7A",2,5,0,0,0,"M"
"Y2R_tlSk4lTHiLXTDsn1rg",4,4.75,5,1,0,"F"
"Y2TLVZm8pNYKT6VJV_grgQ",6,3.67,16,1,5,"M"
"Y2wXrJLWwHkSEcTELkjFHg",1,1,0,0,1,"F"
"y2zgr5dQ9B1a0kiH9xkBog",1,1,1,0,1,"F"
"Y3-_VW3uhlJt_ODg1aqOHg",10,3.44,26,19,11,"F"
"Y31fbbttanfrS5oSMvSqkw",36,3.69,23,7,7,"M"
"y31iI2Tklj5qQvd9EOsgtQ",17,3.12,22,9,8,"M"
"y33oY9hpH7lBp_uYZv_Kjg",61,3.73,29,5,5,"F"
"Y34NI-19jFdYkQQSFuEP3w",21,4,21,11,9,"M"
"y35jaw42Zgbfu9aegHFNTA",2,1.5,1,1,0,"M"
"Y37Ms2Fg9nnq7Kevwj0ieg",2,5,0,0,1,"F"
"y3bgG5uxFNcYAJnfUzUIAw",2,5,1,0,0,"F"
"Y3czSyEmOUWUhJomYocIxg",3,4.33,3,0,0,"F"
"y3d4v0x-vD10hw-O0YKa1Q",54,4.72,178,66,106,"F"
"y3G08sNWisaMAhqad77RYg",3,5,4,0,0,"M"
"Y3MBS-7GAsk9dsclfNbPEw",1,1,5,4,3,"F"
"Y3oiIwIVjiazTX8W6sA71g",1,5,2,0,0,"M"
"y3sOyQUiwL_dV38H652dfw",19,3.68,27,11,14,"F"
"y3TZzbg9y8M-k2MEGcCsPg",79,3.32,119,70,42,"F"
"y3Vd0DkA5_XrZNExMugnBA",198,4.48,408,125,235,"M"
"Y3Vgw7dnISeWMHWZMY0JXQ",342,3.8,258,58,84,"F"
"Y3vHI8IcbIabm76rGhZ7Rg",6,4.5,3,2,1,"M"
"Y3vwco-7dT6LBRCnwZpu6A",299,3.42,194,83,79,"M"
"y3WjJEGyL7iL2L1AYjj2fw",105,4.19,189,68,110,"F"
"y3WQx-bri6haP7I1FWBmvg",232,3.92,244,48,92,"M"
"y3XhaBdoeGWWPGOcuMQQtA",13,3.08,29,11,7,"F"
"y3zB8c2IUov0P8A2SMwrng",17,4.18,31,1,14,"F"
"y41uv-OcU2OqQAWGvcT80g",12,3.45,11,0,3,"M"
"Y42sJqTQDfmS_izYjFqYuw",1,2,0,0,0,"M"
