"businessid","cat109","cat363","cat361","cat366","cat344","cat33","city","cat501","cat444","cat404","cat259","cat246","cat79","open","cat221","cat314","cat104","state","latitude","longitude","bstars","breviewcnt","wday1","wday2","wday3","wday4","wday5","wend1","wend2","wend3","wend4","wend5"
"UuBlHg1Mk0jonBSQPHfD0w","t","f","f","f","f","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.53807,-112.166508,3.5,13,0,0,0,5,1,0,0,1,3,2
"uUgi_xMxJBkEpSCTyogl_w","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.6398318,-112.1309185,4.5,3,0,0,1,0,4,0,1,0,0,0
"uuLYxKdJW_jfty1jMtXxQw","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5092835,-112.0372023,4,4,0,2,8,4,2,0,1,1,0,0
"uUMCJwJDCNcCl7dg0qeHvQ","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4528874,-112.0736567,4,6,0,13,12,9,5,0,5,5,3,1
"UUnawRMKzdtoYSOxfi1BRQ","f","f","f","f","f","f","Chandler","f","f","f","t","f","f","t","f","f","f","AZ",33.313374,-111.8502884,3.5,3,4,4,4,4,4,4,4,4,4,4
"uuq5XZIi7hF3TfCgPY0lVw","f","f","f","f","f","f","Gilbert","f","f","f","f","f","f","t","f","f","f","AZ",33.325857,-111.689537,3.5,4,1,6,5,0,1,0,0,0,0,1
"uuRBdIf9jL-qT38PClOIWg","f","f","f","f","f","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.5242268,-112.110375,4.5,5,1,18,7,1,1,1,4,2,0,0
"UUssRgBCO_riWg3chbv9Zg","t","f","f","f","t","f","Phoenix","f","f","f","f","f","f","f","f","f","f","AZ",33.6403226,-112.0210482,4,64,0,3,16,13,15,0,2,8,5,8
"uuv2IsWkbW7zdyYfWbU_Mw","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4732831,-111.9869055,2,7,4,4,4,4,4,4,4,4,4,4
"uuy2996tUiSrGmb-yYFCHQ","f","f","f","t","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.634308,-111.885422,5,4,4,4,4,4,4,4,4,4,4,4
"Uv5COsWoRIkgb2g5MTGFfQ","f","f","t","f","f","f","Glendale","f","t","f","f","f","f","t","f","f","f","AZ",33.6390616,-112.17947,4.5,5,4,4,4,4,4,4,4,4,4,4
"UVBPF4oYrb0QfgW_DMbLPg","t","f","f","f","t","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.5577181,-111.8987131,3.5,31,0,3,17,7,10,0,3,4,1,2
"uVbt9dOe6qJgBBI4_XsXRA","t","f","f","f","f","f","North Scottsdale","f","f","f","f","t","t","t","f","f","f","AZ",33.6744167,-111.8894434,4,54,0,1,1,12,18,0,0,1,3,6
"UVehGYYtA4i5xmFwpIUhLQ","f","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.3203268,-111.9017047,4.5,3,0,2,2,4,2,0,4,2,2,2
"uvEnqpFIAGIA-Absj8Sz7A","f","f","f","f","f","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.471068,-112.222977,2.5,6,0,6,4,6,4,0,0,2,1,3
"UVEnZjATEGkKLFdzV_dTvA","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.5874955,-111.8390112,4.5,44,0,0,0,3,8,0,0,0,0,1
"uvgI3CcxHnyGb_akVb8TCA","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","f","t","f","f","AZ",33.479852,-111.994039,4.5,7,0,4,2,1,0,0,1,0,2,0
"UvIJOasC9CijU5ie3AGlaQ","f","f","f","f","f","f","Mesa","f","f","f","t","f","f","t","f","f","f","AZ",33.3907476,-111.8395726,3.5,3,0,6,5,4,3,0,4,2,1,2
"UvK70rJjOGLx44Q4qsWz7Q","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.455577,-112.065536,5,5,4,4,4,4,4,4,4,4,4,4
"uVMKdpleBePeFKjixU6AMQ","f","f","f","f","f","f","Gilbert","f","f","f","f","f","f","t","f","f","f","AZ",33.296095,-111.745647,4.5,30,0,14,19,15,11,0,6,8,6,4
"UvSc8BrqIPv2dOMUZ-N9mA","t","f","f","f","f","f","Tempe","f","f","f","f","f","f","f","f","f","f","AZ",33.3350535,-111.9445749,3,5,4,4,4,4,4,4,4,4,4,4
"UW-_rtEc8vATxb-wzhl86g","f","f","f","t","f","f","Surprise","f","f","f","f","f","f","t","f","f","f","AZ",33.6093567,-112.356657,2.5,3,0,6,4,3,2,0,3,1,0,0
"uW9O59Dou9F1yCGEpp9coA","f","f","f","f","f","f","Tonopah","f","f","f","f","f","f","t","t","f","f","AZ",33.444708,-112.84284,5,3,4,4,4,4,4,4,4,4,4,4
"uWAmlaH9xJbE3xyv3P8DWQ","f","t","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.2959525,-111.9971193,4.5,6,0,5,4,4,0,0,0,1,1,0
"UWc3-FI59SjoikVw5ombVw","f","f","f","f","f","f","Mesa","f","f","f","f","t","f","t","f","f","f","AZ",33.414716,-111.834471,3.5,14,0,1,2,4,18,0,0,0,1,7
"UWc8_M-ecCNLfrkIzwwRQA","f","f","f","f","f","f","Glendale","f","f","f","t","f","f","t","f","f","f","AZ",33.6713057,-112.2045583,4,25,0,14,14,11,10,0,3,6,4,3
"uWi678q45tyGPaWGGnDvHA","f","f","t","f","f","f","Peoria","f","t","f","f","f","f","t","f","f","f","AZ",33.6302383,-112.2204051,3.5,3,4,4,4,4,4,4,4,4,4,4
"Uwin4a2xiUr3bJEviCmThg","f","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.3023032,-111.8420579,5,3,0,0,0,1,2,0,0,0,0,0
"UwQ5PWlYnHsAIj1DCW4dVw","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.464424,-112.113942,4,4,0,1,8,1,1,0,1,2,0,0
"UWrB5H3G-hhiHMy3iKV2ew","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5102512,-112.0739972,4.5,58,0,4,19,3,1,1,1,4,0,0
"uwtzgXdroiFT3Lt89dlD-A","f","f","f","f","f","f","Gilbert","f","f","f","t","f","f","t","f","f","f","AZ",33.348617,-111.75689,3.5,6,5,13,13,11,14,1,6,6,6,8
"UwWVGxJGhTBB5W7-uBlJPg","f","f","f","f","f","f","Phoenix","f","f","f","t","f","f","f","f","f","f","AZ",33.677854,-111.978579,3.5,7,4,4,4,4,4,4,4,4,4,4
"ux_lt6O35zRSJ8WgtBLcyA","f","f","f","f","f","t","Phoenix","f","f","f","f","f","f","f","f","f","f","AZ",33.609811,-112.119194,3.5,3,4,4,4,4,4,4,4,4,4,4
"ux285TUCPSWJjHuCJFS3NA","f","f","f","t","f","f","Phoenix","f","f","f","f","f","f","t","t","f","f","AZ",33.4949519,-112.0247943,4,4,0,1,1,3,0,0,0,2,1,0
"uXcPIJyWrh1ohlruSwZHaQ","f","f","t","f","f","f","Glendale","f","t","f","f","f","f","t","f","f","f","AZ",33.6384373,-112.1897428,4.5,4,0,2,2,1,0,0,0,2,0,0
"UXdoudSdOY1ER51vXV6Jvg","f","t","f","f","f","f","Gilbert","f","f","f","f","f","f","t","f","f","f","AZ",33.376744,-111.723709,2,4,0,0,0,0,2,1,0,0,1,1
"uXf-I076GJEtQdTlIiO_1Q","f","f","t","f","f","f","Scottsdale","f","t","f","f","f","f","t","f","f","f","AZ",33.641048,-111.973213,4,4,0,2,5,1,0,0,2,0,0,0
"uxiFIQ1Z5sNlBrImR1btog","f","f","f","f","f","f","Paradise Valley","f","f","f","f","f","f","t","f","f","f","AZ",33.579699,-111.924068,4,8,0,1,4,3,2,0,0,1,1,1
"UxMnY3Dxafucv5cXHyfBSA","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4949655,-112.0310218,3.5,15,0,1,4,4,6,0,0,2,1,2
"UXNFaGjUvjxZyf-tTi91Og","f","f","f","f","f","f","Phoenix","f","f","t","f","f","f","t","f","f","f","AZ",33.407126,-112.080458,4,6,4,4,4,4,4,4,4,4,4,4
"uxoibUaXA-lRXM37ZV8Bsg","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.574396,-112.064623,2.5,3,0,8,6,5,0,0,0,2,2,0
"UxUsizrKyt1jQ5t9I01F2A","f","f","f","t","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.408085,-111.7453147,5,3,4,4,4,4,4,4,4,4,4,4
"UxvOXcoCRFRAVhRB0D9imw","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5108208,-111.9862703,3.5,77,0,21,13,0,0,1,7,6,0,1
"UxxPsF0oxTOideIpuppK8A","f","f","f","f","f","f","Mesa","f","f","f","t","f","f","t","f","f","f","AZ",33.3827946871317,-111.59992451526,4,8,2,7,5,2,3,0,3,2,2,2
"UxYFIv8MofuwiiViAtUhnw","f","f","f","t","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.6502558,-112.1143833,2.5,4,0,1,1,1,0,0,0,1,0,0
"uxzYF6A_PLVhIraINJfDbw","t","f","f","f","f","f","Gilbert","f","f","f","f","f","f","t","f","f","f","AZ",33.381279,-111.724168,2,5,0,0,0,1,2,0,0,0,0,0
"UY_PGlieddA8xocM0M82cQ","f","f","f","t","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.6264142,-112.2026899,3,8,4,4,4,4,4,4,4,4,4,4
"uy1Ek9LC3uDGH-DHtGx00Q","t","f","f","f","t","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.581443,-112.170152,3.5,4,0,0,3,0,4,0,0,1,0,1
"UYHa5iKUddnZrlxF7taI0Q","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.640243,-112.01308,3.5,8,2,7,5,3,11,2,2,3,1,3
"uYiP4ccqDzw999HYmuFvyA","f","f","f","f","f","f","Tempe","f","f","f","f","t","f","f","f","f","f","AZ",33.421385,-111.893092,3.5,8,4,4,4,4,4,4,4,4,4,4
"uYj2NO1HZRNiD-de_pSdJA","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.377348,-112.04921,4,45,0,0,3,9,17,0,0,0,2,4
"uyK8hMiNW2dCVKe3SYCTng","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.695148,-112.091569,2.5,3,4,4,4,4,4,4,4,4,4,4
"uYLbsoytUFMK-mJyQZ6GvQ","f","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.4172665,-111.8292748,4.5,4,0,4,5,2,0,0,0,1,1,0
"UYM3KZLe02XGmUx27AZl-Q","t","f","f","f","f","f","Tempe","f","f","f","t","f","f","f","f","f","f","AZ",33.422788,-111.936439,4.5,24,4,4,4,4,4,4,4,4,4,4
"uYQo0oDXI5NEoMJNWXnx8Q","t","f","f","f","f","f","Maricopa","f","f","f","f","f","f","t","f","f","f","AZ",33.0729619,-112.045586,4,18,0,0,2,1,3,0,0,0,0,0
"uyuiIvQ3aWZxc1-2i_dQtQ","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.407457,-111.979265,3,22,0,3,12,1,0,0,1,3,0,0
"uZ25ne-OUBwzjSkWPFRbUQ","f","t","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","t","f","AZ",33.381521,-111.703205,3.5,6,0,13,9,4,2,0,5,4,2,0
"uZdGSJdWbQpLDsuV9mP79g","t","f","f","f","f","f","Scottsdale","f","f","f","t","f","f","t","f","f","f","AZ",33.5827091181461,-111.893676720267,3,11,0,2,11,6,12,0,1,2,3,1
"uzETXY35sIROqx6nnGuq-A","f","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.421681,-111.877138,3,3,4,4,4,4,4,4,4,4,4,4
"UZJl7V9qKwNPoDnMUWWxTw","f","f","t","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.422251,-111.951796,1.5,3,0,0,0,0,3,1,1,1,0,2
"uZnVzqGyanhf1mSNRqrLXA","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.6011167,-111.9834389,2.5,5,0,0,5,3,4,0,0,1,1,2
"uzQ3iC4snU6wXb2PF6kS7Q","f","f","f","f","f","t","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5022049,-112.0650257,4.5,21,0,15,9,15,12,0,7,7,5,3
"UZr8iEPMOYxuFxiibKPPRA","f","f","t","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.3841708,-111.6949403,2.5,4,0,2,2,0,0,0,0,1,0,0
"v_aTapvcfKRL6O5au6Ru5Q","f","f","f","f","f","f","Phoenix","f","f","t","f","f","f","t","f","f","f","AZ",33.5091143,-112.0599919,4.5,42,0,3,13,5,3,0,2,6,2,1
"v_fV3nYIZQRGBdRL9jXeAQ","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5691016365423,-111.890108509272,4,9,0,0,2,0,1,0,0,0,0,0
"V_JQFb-vD8rENixERfjueQ","f","f","f","f","f","f","Glendale","f","f","f","t","f","f","t","f","f","f","AZ",33.6383174,-112.2183725,3.5,6,1,16,9,6,3,0,4,6,3,1
"V_QIirrsJHKLKQMS4lni0Q","f","f","f","f","f","f","Chandler","f","f","t","f","f","f","t","f","f","f","AZ",33.28088,-111.791369,3.5,5,0,2,4,4,1,0,0,3,2,1
"V_TwyQX9gE2JRjT6MxC3vQ","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.714252,-112.095326,3.5,10,0,1,1,1,1,0,0,1,0,1
"v-d8Fvd77bOLCysXCb21Cw","t","f","f","f","f","f","Goodyear","f","f","f","f","f","f","t","f","f","f","AZ",33.4769682,-112.3585329,2.5,10,0,5,5,1,6,0,4,1,0,1
"v-hvWEgA1M_A87IubGExOA","f","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.4169151,-111.831521,3.5,3,4,4,4,4,4,4,4,4,4,4
"V-mvhyX6lxu5l2euYatlrQ","f","f","f","f","f","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.52796,-112.2641158,4,80,2,14,17,15,18,0,4,8,6,6
"v02YSIRyKgqVnFH5OW49Kw","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.5385706,-111.8656928,4,4,0,1,0,0,4,0,0,1,0,0
"v06Y2xsxG7YclH0P1m5uDg","f","f","f","f","f","t","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.5675058,-112.1841886,5,4,0,1,0,2,2,0,0,0,0,0
"v09FoMKbdO0Af5G_9fWbBg","f","f","f","f","f","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.480288,-112.109986,4,11,7,23,9,6,3,1,7,5,2,1
"v0ozmsV131z3de5p_-w3iQ","f","f","f","f","f","t","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.510164,-111.911516,3,5,0,0,2,4,2,0,1,1,0,0
"v0UcWfHvGgYZYFobaSOr8A","t","f","f","f","f","f","Phoenix","f","f","f","f","t","f","t","f","f","f","AZ",33.5675238,-112.1371245,4,34,0,5,15,9,10,0,3,7,2,0
"V0WyXBZqOI_Rpq0m7drylQ","f","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","t","f","f","AZ",33.405277,-111.8743835,3,4,4,4,4,4,4,4,4,4,4,4
"v11wtoKy5sKLAdi8355MKA","t","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.3051490783691,-111.899780273438,3.5,10,0,0,10,2,10,0,0,4,2,4
"v1H45TVGiORapYHQyGdoFw","t","f","f","f","f","f","Chandler","f","f","f","f","f","f","f","f","f","f","AZ",33.3058962,-111.8287303,3.5,9,0,0,2,0,1,0,0,0,0,2
"v1jRhfoNKW4qpLhqhI8ApQ","t","f","f","f","f","f","Casa Grande","f","f","f","f","f","f","t","f","f","f","AZ",32.879224,-111.691482,2,6,0,1,2,0,2,0,1,0,1,2
"V1nEpIRmEa1768oj_tuxeQ","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4548476,-112.0800705,4.5,594,1,7,18,13,24,0,3,7,4,5
"v1ocqAm5soWTNPttLQhSZw","t","f","f","f","f","f","Anthem","f","f","f","f","f","f","t","f","f","f","AZ",33.8644291,-112.1353054,3.5,23,0,1,5,4,9,0,0,3,3,5
"v1vi2ph9YLAXGqV2WTuN7Q","f","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.3929295,-111.9308611,3.5,11,4,4,4,4,4,4,4,4,4,4
"V1w0yrpYth-czR_4bEuXjQ","f","f","f","f","f","t","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.3356118,-111.826674,5,3,4,4,4,4,4,4,4,4,4,4
"V1ybCcAG8QuIZnEUizCCHw","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.465465,-112.077553,5,4,4,4,4,4,4,4,4,4,4,4
"v1YerIajfn5ihf9PE-xxFA","t","f","f","f","f","f","Phoenix","f","f","f","t","f","f","f","f","f","f","AZ",33.6749989,-111.9776027,3.5,11,1,5,1,0,0,0,0,1,0,0
"v1zN2kMLLB3B-D8FTEOWkQ","f","f","f","f","f","f","Gilbert","f","f","f","f","f","f","t","t","f","f","AZ",33.3353078,-111.8080709,3,4,4,4,4,4,4,4,4,4,4,4
"V23hvRIXCoCq3CNhgTweTQ","t","f","f","f","f","f","Casa Grande","f","f","f","f","f","f","t","f","f","f","AZ",32.879177,-111.71103,3.5,3,2,2,1,1,0,0,0,1,0,1
"v23YpYZlCpy3fFZsOK8ShQ","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","f","f","f","f","AZ",33.639472,-112.071469,4,21,0,0,8,3,3,0,0,1,0,1
"V2isTBBfO0NgLzXO9oq1Mg","t","f","f","f","f","f","Scottsdale","f","f","f","f","t","t","f","f","f","f","AZ",33.519588,-111.909524,4,43,4,4,4,4,4,4,4,4,4,4
"V2KHmE9FLNEr0MrbA6wD5w","f","f","f","f","f","t","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.3307434,-111.9813007,3.5,3,0,2,5,3,2,0,1,1,0,0
"V2kj9TKRh3UFHlIIE69dJw","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.475302,-111.925588,2.5,3,4,4,4,4,4,4,4,4,4,4
"V2RwQooDieMvOPvz3tcp4A","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4368612750294,-111.999372425759,3,7,0,4,4,1,2,0,0,3,0,1
"V2ZVpEceFXxeyurZudgUyQ","f","f","f","f","f","f","Surprise","f","f","f","f","f","f","t","f","f","f","AZ",33.6385838,-112.3554635,2.5,3,0,0,3,2,1,0,0,1,1,0
"v3_CQRKezq3JdX-xxWambA","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4948433,-112.2046069,4,6,0,0,3,0,0,0,2,1,0,1
"V3iZYqcJOoV2wMljgwK2Ig","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.4940472,-111.9268514,4.5,7,0,0,3,2,0,0,0,3,0,0
"V3lQtk1LgwAEcF9j-BzchA","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.6404484,-112.0677151,4,33,2,2,8,10,14,0,1,2,3,5
"V3P4YnU1x9OttGfY-VfmOA","t","f","f","f","f","f","Tempe","f","f","f","f","f","f","f","f","f","f","AZ",33.4130961,-111.9262735,2,10,4,4,4,4,4,4,4,4,4,4
"v3VHHliT2rvWT0id5QiAgQ","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4935146,-112.1219894,3.5,3,0,0,1,1,0,0,0,0,1,0
"V40zkqEtzVYU-_X6Vpe0Aw","f","f","f","f","f","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.508989,-112.113988,4.5,4,2,2,0,5,6,0,2,2,0,1
"V43zNBg40i3vx81-siu7mw","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5237118,-112.098164,4.5,4,0,1,6,3,2,0,2,1,1,2
"v48aS-Z-nw6o9qsHdHz8zA","t","f","f","f","t","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.7124261364639,-112.112801671028,3,47,0,0,8,10,17,0,1,4,5,5
"V4nM6U5C_xhfzWffciYfSw","f","f","t","f","f","f","Chandler","f","t","f","f","f","f","t","f","f","f","AZ",33.2912857,-111.9697344,5,3,4,4,4,4,4,4,4,4,4,4
"v4TpRaoGQQhqBezBgGOSlw","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.4983114,-111.9285547,5,3,0,1,2,5,0,0,0,0,0,0
"v4vMWnv-oQWVBe7MkRQDrA","f","f","f","f","f","t","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.7110102,-112.1142778,4.5,3,4,4,4,4,4,4,4,4,4,4
"v4VW2kQ9Z__wBxD6l_mCHA","t","f","f","f","f","f","Sun City","f","f","f","f","f","f","t","f","f","f","AZ",33.6394264,-112.2763421,2.5,4,0,0,2,0,2,0,0,1,1,0
"V4wiGd78Si52Gys9gmoZCg","t","f","f","f","f","f","Gilbert","f","f","f","f","f","f","t","f","f","f","AZ",33.3052816858981,-111.720539331436,3.5,20,2,14,11,4,10,1,8,4,2,6
"v5jl0e2gR1dBENyFM6ZWPw","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4636012,-112.0535987,5,3,4,4,4,4,4,4,4,4,4,4
"v5mzMIGXSUKoP9Px5LrILA","f","t","f","f","f","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.6397913,-112.2245556,4.5,3,0,0,2,3,0,0,0,1,1,1
"V5QdxePG-pGPXVPHSLLM9A","t","f","f","f","f","f","Phoenix","f","f","f","t","t","t","t","f","f","f","AZ",33.511525,-112.055538,4,99,3,24,17,15,14,0,8,7,6,5
"V5w1ThWfQdolgzIL3rWPTg","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.466077,-112.152936,4,4,1,0,1,0,1,0,1,0,0,1
"V6_sVDynh9Q0rSfbPYrqjQ","t","f","f","f","t","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.5677976,-112.1707825,2.5,11,0,3,5,0,0,0,4,2,0,0
"v68yAIw0gpn15xwtcR_rKg","f","f","f","f","f","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.6405124,-112.0190828,4.5,30,3,16,8,7,5,0,6,4,2,4
"v6Bttw81qUlZXYqJolSIhg","f","f","f","f","f","f","Surprise","f","f","f","t","f","f","t","f","f","f","AZ",33.610711,-112.3614417,3.5,15,3,13,12,14,18,0,8,7,6,7
"V6BYjHM9SnXscfkln3hCdA","t","f","f","f","t","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.4925020001075,-111.924118995667,4,304,1,19,18,6,5,0,9,6,1,0
"v6lMcqsBUT02TdO9ntvDpg","t","f","f","f","f","f","Gilbert","f","f","f","f","f","f","t","f","f","f","AZ",33.347758,-111.756931,3.5,20,0,0,1,1,3,0,0,0,1,2
"v6zRA0WqOODJjmpvstrpGQ","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.6686274,-112.1230703,4,29,4,4,11,8,8,0,1,5,3,3
"v76uEBa0jkRl8AH28piX4w","f","f","f","f","f","f","Scottsdale","f","f","f","f","t","t","t","f","f","f","AZ",33.4543305,-111.8856396,3,57,8,9,12,15,28,6,3,7,6,10
"V7Da92RVtaWGTL6GNkPT8A","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4495944,-112.0732071,3,50,4,15,10,12,20,2,4,5,5,8
"V8QcGP4kzrpyX0KQFPabWw","f","f","f","f","f","f","Wickenburg","f","f","f","f","f","f","t","t","f","f","AZ",33.9246375,-112.6837783,5,3,0,1,0,1,1,0,0,0,0,0
"V8QNpf_QtpTT5IEoILUKCA","f","f","t","f","f","f","Goodyear","f","f","f","f","f","f","t","f","f","f","AZ",33.451376,-112.393973,4,3,0,3,0,6,1,0,3,2,1,1
"v8Tz2WYLTsD3HV3nu5hevQ","f","f","t","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.3060144,-111.8295058,4.5,4,0,1,1,1,0,0,0,0,0,0
"v8w1vCDYh6BhXQFzFMUsWg","f","f","f","f","f","f","Goodyear","f","f","f","t","f","f","t","f","f","f","AZ",33.437291,-112.381811,3,4,0,0,0,4,3,0,0,1,0,0
"v91laC9hHODn2WcN_PLE9A","f","f","f","f","f","f","Gilbert","f","f","f","t","f","f","t","f","f","f","AZ",33.31985,-111.6889,3.5,6,2,3,11,7,16,0,3,4,6,7
"V9EmOzy8ys937xpLFFLY-w","f","f","f","f","f","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.6336856,-112.181927,3.5,3,4,4,4,4,4,4,4,4,4,4
"v9htJ8R0Ctvykmqjz7eRlQ","f","f","f","f","f","f","Scottsdale","f","f","f","t","f","f","f","f","f","f","AZ",33.5250892,-111.9253313,4.5,8,4,4,4,4,4,4,4,4,4,4
"V9i9LnTg9H2XvzqCVBSOXg","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.5555237,-111.8987034,3.5,115,0,2,14,9,20,0,0,2,2,3
"v9kvCYcSjMI7nYIcXwjunQ","f","f","f","t","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.615055,-111.901117,5,4,4,4,4,4,4,4,4,4,4,4
"V9nnc36BS8YNEkBJKdWyCw","f","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.4069948,-111.9266542,4.5,7,4,4,4,4,4,4,4,4,4,4
"VA6NKO6t1nfNzoVHXhh2xw","t","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.2359121,-111.789788,3,18,1,2,4,6,9,1,1,5,2,5
"vA8T8QXh78iSXhxShLNgQA","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4596905,-112.0462108,3.5,57,0,0,4,1,2,0,0,1,0,0
"vA9aCw2kTgN8p2SLdm2mDA","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.6403314,-112.0477329,2.5,27,0,0,2,1,3,0,0,1,1,0
"vA9dAPd9fQt_3HqZylKfVA","t","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.4342595,-111.9252882,3.5,41,0,6,20,11,15,0,2,8,3,6
"vaabk6CYXX1dYVQ1xkyPUg","t","f","f","f","f","f","Tempe","f","f","f","t","f","f","t","f","f","f","AZ",33.3497113609575,-111.929925579031,4.5,53,1,22,15,0,2,0,6,3,1,0
"vak5DKpHttVwT0WDhD5Pxw","t","f","f","f","f","f","Sun City West","f","f","f","f","f","f","t","f","f","f","AZ",33.6856143,-112.3445058,4.5,5,4,4,4,4,4,4,4,4,4,4
