"bookid","titlewords","authorwords","year","publisher"
"'104706'",4,2,"'2001'","'1184'"
"'104715'",5,2,"'1999'","'2075'"
"'104718'",5,2,"'1994'","'1819'"
"'104721'",11,2,"'1999'","'56'"
"'104724'",7,3,"'1989'","'39'"
"'104734'",3,2,"'2000'","'526'"
"'104740'",10,1,"'2001'","'5674'"
"'104747'",6,2,"'1993'","'3562'"
"'104751'",9,2,"'2001'","'1393'"
"'104752'",13,2,"'1990'","'1819'"
"'104764'",3,3,"'1977'","'340'"
"'104769'",3,2,"'2002'","'144'"
"'104775'",4,2,"'2000'","'3818'"
"'104783'",8,2,"'1997'","'116'"
"'104784'",2,3,"'2000'","'101'"
"'104788'",3,3,"'1976'","'246'"
"'104789'",2,2,"'1988'","'134'"
"'104790'",2,2,"'0'","'329'"
"'104791'",4,2,"'1996'","'792'"
"'104793'",24,2,"'1991'","'103'"
"'104794'",4,2,"'1998'","'1551'"
"'104805'",1,3,"'1995'","'8077'"
"'104810'",2,2,"'2002'","'569'"
"'104813'",19,2,"'1996'","'19'"
"'104816'",6,2,"'1995'","'1098'"
"'104824'",2,2,"'1996'","'205'"
"'104825'",6,2,"'1977'","'1409'"
"'104826'",4,2,"'1977'","'197'"
"'104829'",2,2,"'0'","'5734'"
"'104835'",3,2,"'1988'","'80'"
"'104841'",5,2,"'1996'","'154'"
"'104845'",5,2,"'2000'","'160'"
"'104850'",3,2,"'2000'","'449'"
"'104854'",8,2,"'1999'","'31'"
"'104857'",5,2,"'1995'","'31'"
"'104858'",2,2,"'1997'","'135'"
"'104859'",9,2,"'1997'","'7'"
"'104861'",3,2,"'1980'","'34'"
"'104863'",15,2,"'1995'","'198'"
"'104865'",2,2,"'1996'","'40'"
"'104871'",3,3,"'2004'","'1103'"
"'104872'",2,2,"'2003'","'74'"
"'104875'",9,2,"'1992'","'303'"
"'104891'",4,2,"'1999'","'209'"
"'104894'",11,2,"'2002'","'858'"
"'104895'",5,3,"'2002'","'7'"
"'104896'",7,2,"'2002'","'292'"
"'104899'",8,2,"'1998'","'1'"
"'104903'",3,2,"'1990'","'140'"
"'104905'",3,3,"'1991'","'476'"
"'104906'",9,2,"'2000'","'472'"
"'104908'",7,4,"'2001'","'150'"
"'104913'",8,2,"'1978'","'457'"
"'104916'",5,3,"'1990'","'25'"
"'104921'",6,2,"'1987'","'1476'"
"'104924'",4,3,"'2002'","'8082'"
"'104925'",5,3,"'1989'","'39'"
"'104929'",4,2,"'1994'","'103'"
"'104930'",10,3,"'2003'","'1037'"
"'104932'",10,3,"'2000'","'56'"
"'104957'",8,2,"'2003'","'57'"
"'104961'",3,2,"'1985'","'36'"
"'104964'",6,2,"'1999'","'716'"
"'104972'",13,3,"'2001'","'161'"
"'104991'",7,2,"'1990'","'39'"
"'104995'",15,2,"'2001'","'1034'"
"'104996'",2,3,"'2001'","'321'"
"'105001'",3,2,"'2000'","'56'"
"'105002'",3,2,"'1999'","'7'"
"'105006'",10,2,"'2002'","'323'"
"'105011'",9,4,"'2001'","'5801'"
"'105019'",1,2,"'1992'","'28'"
"'105021'",13,3,"'2000'","'76'"
"'105023'",14,2,"'1990'","'8088'"
"'105029'",4,3,"'1948'","'3283'"
"'105038'",5,2,"'1998'","'150'"
"'105049'",23,2,"'2001'","'15'"
"'105052'",7,2,"'1970'","'300'"
"'105061'",3,3,"'2000'","'837'"
"'105066'",1,3,"'1989'","'92'"
"'105073'",4,2,"'1983'","'36'"
"'105085'",7,2,"'1967'","'963'"
"'105099'",4,3,"'1991'","'251'"
"'105109'",4,2,"'1983'","'185'"
"'105110'",22,2,"'2000'","'154'"
"'105111'",4,3,"'1988'","'990'"
"'105112'",2,2,"'1992'","'39'"
"'105116'",2,2,"'1996'","'99'"
"'105120'",2,2,"'1988'","'467'"
"'105139'",4,2,"'1999'","'581'"
"'105148'",2,2,"'2000'","'569'"
"'105153'",5,2,"'0'","'896'"
"'105154'",8,3,"'2004'","'42'"
"'105157'",7,2,"'1998'","'25'"
"'105161'",6,2,"'1998'","'152'"
"'105165'",2,2,"'1998'","'2717'"
"'105167'",8,2,"'1993'","'7'"
"'105170'",3,2,"'1999'","'106'"
"'105177'",1,2,"'1997'","'74'"
"'105179'",6,2,"'2002'","'53'"
"'105180'",6,2,"'2003'","'729'"
"'105186'",3,3,"'1998'","'75'"
"'105190'",2,3,"'1996'","'1159'"
"'105194'",15,2,"'1999'","'844'"
"'105195'",8,2,"'1984'","'28'"
"'105196'",6,2,"'1988'","'28'"
"'105200'",3,2,"'1985'","'43'"
"'105201'",15,2,"'1998'","'41'"
"'105202'",9,2,"'2001'","'1'"
"'105203'",5,2,"'2003'","'149'"
"'105204'",2,2,"'1987'","'57'"
"'105217'",6,2,"'2004'","'295'"
"'105219'",3,2,"'1996'","'34'"
"'105225'",3,2,"'1999'","'72'"
"'105228'",24,2,"'1993'","'127'"
"'105246'",17,2,"'2001'","'8114'"
"'105249'",4,2,"'2002'","'304'"
"'105253'",4,2,"'2002'","'796'"
"'105260'",4,2,"'1997'","'28'"
"'105262'",4,3,"'1997'","'61'"
"'105269'",5,3,"'1999'","'214'"
"'105273'",2,2,"'1998'","'128'"
"'105275'",14,3,"'1990'","'34'"
"'105276'",5,2,"'2000'","'175'"
"'105285'",3,2,"'1989'","'308'"
"'105286'",5,2,"'2002'","'454'"
"'105289'",6,2,"'2002'","'381'"
"'105290'",1,2,"'2002'","'160'"
"'105298'",12,2,"'1997'","'5888'"
"'105300'",12,2,"'1987'","'8118'"
"'105301'",14,3,"'1988'","'5887'"
"'105302'",3,2,"'2000'","'5887'"
"'105304'",10,2,"'1987'","'8119'"
"'105305'",7,2,"'1985'","'8119'"
"'105306'",4,2,"'1987'","'8119'"
"'105307'",3,2,"'1990'","'8120'"
"'105308'",7,2,"'1994'","'8120'"
"'105317'",7,2,"'2001'","'164'"
"'105318'",7,2,"'1999'","'8083'"
"'105319'",4,3,"'0'","'2961'"
"'105320'",6,2,"'1996'","'619'"
"'105329'",12,2,"'1995'","'28'"
"'105331'",16,2,"'1996'","'856'"
"'105333'",2,2,"'1988'","'3209'"
"'105334'",16,3,"'1997'","'518'"
"'105337'",6,3,"'1992'","'1034'"
"'105349'",12,3,"'1990'","'588'"
"'105357'",10,3,"'1997'","'34'"
"'105365'",4,2,"'1994'","'2439'"
"'105366'",6,3,"'1991'","'214'"
"'105370'",8,3,"'1993'","'807'"
"'105373'",15,2,"'2004'","'2766'"
"'105374'",12,2,"'1981'","'28'"
"'105375'",2,1,"'1979'","'450'"
"'105376'",4,2,"'1990'","'109'"
"'105383'",5,2,"'1993'","'134'"
"'105384'",13,3,"'1991'","'39'"
"'105386'",1,2,"'1988'","'1562'"
"'105392'",18,3,"'1996'","'67'"
"'105393'",8,2,"'1997'","'214'"
"'105399'",6,1,"'1997'","'28'"
"'105406'",5,2,"'1983'","'73'"
"'105409'",2,2,"'1979'","'57'"
"'105411'",6,2,"'1985'","'439'"
"'105414'",2,2,"'1980'","'7'"
"'105417'",1,2,"'1995'","'10'"
"'105419'",5,2,"'2001'","'268'"
"'105421'",8,3,"'1996'","'303'"
"'105427'",3,1,"'1955'","'75'"
"'105444'",8,2,"'1998'","'213'"
"'105446'",2,2,"'1983'","'39'"
"'105473'",24,3,"'1995'","'57'"
"'105491'",5,3,"'1998'","'53'"
"'105504'",7,3,"'1996'","'36'"
"'105513'",8,3,"'1997'","'908'"
"'105523'",3,2,"'1990'","'1836'"
"'105534'",7,3,"'1994'","'796'"
"'105539'",6,2,"'2001'","'209'"
"'105540'",4,2,"'2003'","'7'"
"'105542'",9,2,"'1998'","'150'"
"'105562'",3,2,"'2002'","'40'"
"'105567'",7,3,"'2000'","'19'"
"'105570'",6,2,"'1992'","'149'"
"'105571'",4,2,"'1994'","'140'"
"'105574'",8,2,"'2001'","'2699'"
"'105587'",6,2,"'1999'","'1703'"
"'105588'",8,3,"'2001'","'246'"
"'105621'",4,4,"'1987'","'840'"
"'105627'",3,3,"'1962'","'161'"
"'105629'",13,2,"'1998'","'214'"
"'105635'",6,2,"'1994'","'56'"
"'105646'",6,2,"'1997'","'156'"
"'105648'",7,2,"'1996'","'56'"
"'105651'",15,2,"'2002'","'304'"
"'105663'",5,4,"'1993'","'56'"
"'105665'",3,2,"'1985'","'36'"
"'105670'",1,3,"'1986'","'171'"
"'105675'",13,2,"'2001'","'57'"
"'105679'",9,1,"'2002'","'362'"
"'105690'",5,1,"'1990'","'412'"
"'105702'",4,2,"'2002'","'2527'"
"'105709'",5,2,"'1970'","'445'"
"'105738'",3,2,"'1990'","'26'"
"'105740'",7,3,"'1992'","'25'"
"'105763'",6,2,"'1995'","'2470'"
"'105775'",6,2,"'1978'","'627'"
"'105781'",17,3,"'1994'","'304'"
"'105784'",4,2,"'1979'","'355'"
"'105786'",6,3,"'1997'","'479'"
"'105794'",3,2,"'1990'","'81'"
"'105798'",13,2,"'2002'","'109'"
"'105800'",5,2,"'1995'","'109'"
"'105804'",1,3,"'1999'","'41'"
"'105805'",4,2,"'1999'","'41'"
"'105820'",5,2,"'1998'","'52'"
"'105823'",3,2,"'1996'","'34'"
"'105831'",4,3,"'2001'","'143'"
"'105835'",19,2,"'1985'","'353'"
"'105840'",2,2,"'1995'","'40'"
"'105849'",2,2,"'2002'","'149'"
"'105854'",5,2,"'2002'","'89'"
"'105858'",5,2,"'1999'","'398'"
"'105859'",3,2,"'1998'","'417'"
"'105863'",13,2,"'2001'","'38'"
"'105872'",2,2,"'1992'","'1566'"
"'105876'",2,2,"'1999'","'36'"
"'105883'",12,2,"'1991'","'246'"
"'105886'",4,2,"'2000'","'390'"
"'105898'",3,2,"'2001'","'149'"
"'105901'",6,2,"'1995'","'38'"
"'105914'",2,2,"'2001'","'7'"
"'105924'",2,2,"'0'","'902'"
"'105932'",5,2,"'1986'","'36'"
"'105950'",6,2,"'1992'","'3319'"
"'105953'",3,2,"'1998'","'569'"
"'105956'",2,2,"'1999'","'96'"
"'105960'",2,2,"'2002'","'39'"
"'105962'",2,2,"'0'","'425'"
"'105967'",2,2,"'1984'","'598'"
"'105973'",6,2,"'2001'","'149'"
"'105987'",4,2,"'1999'","'149'"
"'106036'",4,3,"'2001'","'134'"
"'106087'",3,3,"'1999'","'57'"
"'106090'",7,2,"'1999'","'134'"
"'106112'",4,3,"'1979'","'28'"
"'106115'",3,2,"'2000'","'182'"
"'106118'",6,3,"'1993'","'59'"
"'106146'",4,2,"'1999'","'41'"
"'106147'",2,2,"'2001'","'46'"
"'106156'",4,2,"'1998'","'82'"
"'106167'",2,3,"'2000'","'57'"
"'106176'",2,2,"'2001'","'4271'"
"'106188'",7,3,"'1991'","'40'"
"'106208'",2,2,"'1997'","'38'"
"'106212'",9,3,"'1990'","'214'"
"'106214'",9,3,"'1997'","'6'"
"'106216'",4,3,"'1991'","'514'"
"'106222'",6,2,"'1996'","'35'"
"'106227'",12,2,"'1992'","'215'"
"'106230'",3,2,"'1998'","'81'"
"'106247'",2,2,"'1986'","'28'"
"'106258'",3,2,"'1993'","'28'"
"'106262'",5,3,"'1994'","'74'"
"'106266'",4,2,"'1983'","'40'"
"'106274'",3,2,"'1995'","'36'"
"'106275'",2,2,"'1989'","'1053'"
"'106284'",7,2,"'1994'","'252'"
"'106294'",5,2,"'1984'","'39'"
"'106309'",1,2,"'1987'","'92'"
"'106313'",8,2,"'1991'","'273'"
"'106320'",2,2,"'1998'","'569'"
"'106333'",6,2,"'1988'","'28'"
"'106334'",5,2,"'1983'","'1714'"
"'106335'",8,3,"'1983'","'1714'"
"'106344'",11,3,"'1994'","'34'"
"'106352'",4,2,"'1987'","'8170'"
"'106353'",9,3,"'1985'","'8171'"
"'106361'",10,2,"'2000'","'150'"
"'106365'",5,2,"'1983'","'154'"
"'106375'",15,2,"'1986'","'3037'"
"'106382'",18,2,"'1998'","'1184'"
"'106383'",3,2,"'1996'","'171'"
"'106384'",3,2,"'1994'","'100'"
"'106394'",2,9,"'1997'","'8174'"
"'106395'",13,4,"'1996'","'8174'"
"'106396'",10,3,"'1995'","'8174'"
"'106397'",13,2,"'1998'","'8174'"
"'106401'",6,2,"'1995'","'34'"
"'106402'",7,3,"'1984'","'28'"
"'106404'",14,2,"'1992'","'306'"
"'106415'",8,3,"'1997'","'182'"
"'106416'",3,2,"'1984'","'257'"
"'106419'",2,2,"'1992'","'100'"
"'106439'",3,2,"'2003'","'83'"
"'106442'",12,2,"'2003'","'109'"
"'106443'",1,2,"'1994'","'57'"
"'106445'",9,2,"'1998'","'933'"
"'106448'",7,2,"'1999'","'260'"
"'106449'",3,2,"'1989'","'8176'"
"'106453'",1,2,"'1997'","'43'"
"'106454'",6,2,"'2003'","'65'"
"'106459'",4,2,"'1996'","'25'"
"'106474'",5,2,"'2003'","'56'"
"'106479'",5,2,"'1996'","'10'"
"'106492'",7,2,"'1998'","'133'"
"'106501'",5,2,"'1988'","'118'"
"'106508'",4,4,"'1982'","'39'"
"'106511'",4,4,"'1998'","'39'"
"'106527'",8,2,"'2000'","'476'"
"'106534'",6,2,"'2001'","'100'"
"'106539'",1,2,"'1991'","'857'"
"'106557'",11,2,"'1999'","'56'"
"'106577'",9,2,"'1989'","'57'"
"'106578'",7,2,"'1999'","'213'"
"'106579'",2,2,"'1997'","'133'"
"'106593'",8,2,"'2000'","'166'"
"'106594'",5,2,"'1999'","'76'"
"'106596'",5,2,"'2001'","'135'"
"'106599'",3,2,"'2001'","'40'"
"'106604'",11,2,"'2002'","'670'"
"'106606'",2,3,"'1992'","'53'"
"'106607'",7,2,"'1959'","'88'"
"'106611'",6,3,"'1966'","'39'"
"'106612'",1,1,"'1994'","'114'"
"'106614'",5,2,"'1996'","'355'"
"'106623'",3,2,"'2004'","'36'"
"'106624'",3,2,"'1993'","'160'"
"'106625'",3,2,"'1989'","'160'"
"'106629'",9,2,"'1983'","'5701'"
"'106632'",2,2,"'1998'","'41'"
"'106639'",2,2,"'1995'","'8'"
"'106641'",4,2,"'1992'","'34'"
"'106650'",5,3,"'2001'","'1804'"
"'106653'",3,2,"'1991'","'34'"
"'106654'",12,2,"'2002'","'846'"
"'106656'",5,2,"'1996'","'10'"
"'106660'",7,3,"'2000'","'8'"
"'106664'",6,2,"'1994'","'683'"
"'106665'",2,2,"'1991'","'160'"
"'106666'",11,2,"'1999'","'708'"
"'106668'",1,2,"'1992'","'1142'"
"'106670'",2,3,"'1994'","'419'"
"'106672'",6,2,"'1999'","'8'"
"'106681'",2,3,"'1994'","'465'"
"'106685'",17,2,"'1997'","'43'"
"'106690'",5,2,"'1989'","'2143'"
"'106692'",11,2,"'1979'","'4004'"
"'106693'",8,2,"'1996'","'987'"
"'106694'",2,2,"'1992'","'389'"
"'106697'",7,2,"'1992'","'177'"
"'106698'",2,2,"'2000'","'72'"
"'106706'",5,2,"'2001'","'26'"
"'106707'",1,4,"'2002'","'370'"
"'106710'",7,2,"'1995'","'209'"
"'106715'",3,2,"'1994'","'2701'"
"'106717'",5,2,"'1990'","'246'"
"'106721'",5,2,"'2000'","'25'"
"'106722'",3,3,"'2003'","'49'"
"'106723'",10,2,"'1993'","'802'"
"'106725'",5,2,"'1993'","'25'"
"'106727'",7,2,"'2002'","'802'"
"'106728'",5,2,"'2000'","'278'"
"'106729'",1,3,"'1996'","'1433'"
"'106735'",8,2,"'2003'","'56'"
"'106737'",2,2,"'2003'","'28'"
"'106753'",2,2,"'1997'","'36'"
"'106755'",10,2,"'1998'","'1'"
"'106756'",7,2,"'2000'","'1'"
"'106757'",6,2,"'1998'","'1'"
"'106758'",8,4,"'1998'","'1'"
"'106763'",2,2,"'2002'","'103'"
"'106767'",3,2,"'2002'","'56'"
"'106768'",2,2,"'2001'","'3631'"
"'106769'",6,3,"'1984'","'109'"
"'106775'",7,2,"'2000'","'74'"
"'106780'",12,2,"'1988'","'34'"
"'106800'",4,3,"'1996'","'308'"
"'106801'",4,3,"'1989'","'308'"
"'106814'",3,2,"'1996'","'313'"
"'106821'",10,2,"'1997'","'327'"
"'106829'",4,2,"'1999'","'308'"
"'106831'",4,2,"'1992'","'40'"
"'106834'",7,3,"'2002'","'313'"
"'106837'",8,2,"'2000'","'313'"
"'106842'",9,2,"'2003'","'3230'"
"'106844'",3,2,"'1993'","'3360'"
"'106845'",5,2,"'1998'","'898'"
"'106853'",4,2,"'2000'","'1939'"
"'106864'",5,2,"'1994'","'127'"
"'106867'",2,3,"'1991'","'154'"
"'106872'",3,2,"'1997'","'8197'"
"'106881'",6,2,"'1990'","'627'"
"'106882'",8,2,"'1994'","'988'"
"'106887'",17,3,"'1998'","'303'"
"'106890'",14,2,"'1987'","'34'"
"'106895'",7,3,"'1998'","'1547'"
"'106908'",14,3,"'2001'","'74'"
"'106909'",5,2,"'1984'","'841'"
"'106912'",8,2,"'1994'","'182'"
"'106916'",22,4,"'1994'","'127'"
"'106919'",11,2,"'1997'","'7'"
"'106924'",4,2,"'2003'","'24'"
"'106927'",11,2,"'2001'","'107'"
"'106935'",3,2,"'2000'","'1459'"
"'106937'",2,2,"'1998'","'40'"
"'106938'",3,2,"'2003'","'83'"
"'106960'",5,2,"'1996'","'99'"
"'106965'",3,2,"'2000'","'64'"
"'106973'",6,2,"'1981'","'56'"
"'106977'",5,2,"'2001'","'8204'"
"'106982'",3,2,"'1991'","'606'"
"'106983'",3,2,"'1997'","'1525'"
"'106986'",3,2,"'1996'","'87'"
"'107002'",5,2,"'1982'","'1'"
"'107004'",9,1,"'1954'","'56'"
"'107011'",4,2,"'1997'","'2583'"
"'107013'",6,2,"'2001'","'472'"
"'107014'",10,2,"'1998'","'74'"
"'107017'",6,3,"'1987'","'214'"
"'107020'",8,3,"'0'","'594'"
"'107046'",5,2,"'1993'","'644'"
"'107049'",2,2,"'1993'","'167'"
"'107055'",8,2,"'0'","'896'"
"'107056'",2,2,"'1992'","'59'"
"'107062'",11,2,"'1997'","'28'"
"'107063'",9,2,"'1971'","'371'"
"'107066'",5,3,"'1987'","'1'"
"'107072'",11,2,"'2001'","'3212'"
"'107074'",1,2,"'0'","'95'"
"'107075'",4,2,"'0'","'95'"
"'107079'",8,2,"'1997'","'56'"
"'107081'",10,2,"'1999'","'65'"
"'107083'",2,2,"'1998'","'1354'"
"'107088'",6,2,"'2001'","'1733'"
"'107105'",2,3,"'1996'","'588'"
"'107116'",6,2,"'1993'","'4026'"
"'107117'",4,2,"'2000'","'95'"
"'107129'",7,2,"'2000'","'1184'"
"'107130'",7,2,"'1990'","'1869'"
"'107131'",4,2,"'1998'","'606'"
"'107141'",6,3,"'1993'","'476'"
"'107144'",5,2,"'1994'","'209'"
"'107145'",5,2,"'2003'","'5388'"
"'107146'",4,3,"'2000'","'146'"
"'107155'",13,2,"'2002'","'151'"
"'107159'",7,3,"'2004'","'59'"
"'107160'",10,3,"'2003'","'59'"
"'107161'",2,2,"'2004'","'169'"
"'107162'",3,2,"'1998'","'596'"
"'107163'",3,2,"'2000'","'616'"
"'107164'",4,2,"'2000'","'613'"
"'107166'",6,2,"'1999'","'1471'"
"'107170'",8,3,"'1999'","'1470'"
"'107172'",5,2,"'1999'","'31'"
"'107173'",11,2,"'2002'","'593'"
"'107174'",7,2,"'2001'","'760'"
"'107182'",2,2,"'1997'","'28'"
"'107185'",5,1,"'1993'","'607'"
"'107187'",5,2,"'1987'","'439'"
"'107190'",10,2,"'2003'","'116'"
"'107197'",2,2,"'1994'","'31'"
"'107203'",1,2,"'2002'","'122'"
"'107212'",2,2,"'2002'","'5930'"
"'107214'",7,2,"'1988'","'7'"
"'107216'",1,2,"'1983'","'126'"
"'107218'",6,3,"'1997'","'872'"
"'107229'",1,2,"'1996'","'126'"
"'107230'",4,2,"'2000'","'122'"
"'107233'",4,2,"'2000'","'441'"
"'107236'",9,2,"'2000'","'122'"
"'107242'",2,2,"'1999'","'126'"
"'107243'",4,2,"'2002'","'113'"
"'107246'",4,2,"'1999'","'31'"
"'107247'",2,2,"'0'","'540'"
"'107249'",3,3,"'1994'","'39'"
"'107252'",8,2,"'2002'","'9'"
"'107258'",2,2,"'2001'","'347'"
"'107262'",4,2,"'1987'","'495'"
"'107264'",11,2,"'2001'","'12'"
"'107288'",4,2,"'1978'","'99'"
"'107289'",5,2,"'1998'","'80'"
"'107291'",6,2,"'1980'","'57'"
"'107311'",18,2,"'1999'","'681'"
"'107318'",3,2,"'1996'","'5255'"
"'107344'",8,2,"'1998'","'1998'"
"'107361'",3,2,"'1974'","'2574'"
"'107369'",15,3,"'1995'","'773'"
"'107372'",16,3,"'1999'","'36'"
"'107391'",4,2,"'1998'","'8252'"
"'107392'",9,2,"'2003'","'56'"
"'107399'",7,2,"'1999'","'211'"
"'107405'",16,2,"'1998'","'52'"
"'107414'",5,1,"'1999'","'7505'"
"'107421'",3,2,"'2003'","'61'"
"'107428'",5,3,"'1997'","'1477'"
"'107429'",11,3,"'1973'","'575'"
"'107436'",6,3,"'1992'","'419'"
"'107456'",7,2,"'1992'","'611'"
"'107462'",8,3,"'1981'","'2598'"
"'107511'",7,2,"'2000'","'594'"
"'107530'",9,3,"'1991'","'2571'"
"'107533'",25,1,"'1980'","'7463'"
"'107535'",4,3,"'1978'","'105'"
"'107538'",7,2,"'1954'","'300'"
"'107539'",1,2,"'1995'","'156'"
"'107551'",3,2,"'1997'","'4403'"
"'107564'",14,2,"'1996'","'186'"
"'107567'",6,2,"'1999'","'422'"
"'107568'",8,2,"'1981'","'8280'"
"'107583'",2,2,"'1998'","'6048'"
"'107586'",6,2,"'1997'","'393'"
"'107597'",6,3,"'1960'","'214'"
"'107601'",7,1,"'1999'","'209'"
"'107602'",8,2,"'1974'","'1340'"
"'107609'",3,2,"'1982'","'1'"
"'107622'",8,2,"'1994'","'1973'"
"'107634'",7,2,"'1996'","'4435'"
"'107636'",8,2,"'1992'","'572'"
"'107637'",5,2,"'2003'","'8288'"
"'107689'",9,2,"'1999'","'147'"
"'107690'",11,2,"'1998'","'147'"
"'107695'",2,2,"'1990'","'931'"
"'107696'",9,3,"'2002'","'136'"
"'107698'",1,2,"'2003'","'1851'"
"'107699'",4,2,"'2000'","'238'"
"'107701'",8,2,"'1990'","'476'"
"'107709'",3,2,"'1954'","'56'"
"'107710'",10,2,"'2003'","'150'"
"'107711'",10,2,"'2000'","'57'"
"'107716'",8,2,"'2000'","'399'"
"'107719'",4,3,"'1990'","'19'"
"'107720'",9,3,"'1989'","'1818'"
"'107725'",2,2,"'1991'","'43'"
"'107726'",7,2,"'2001'","'1505'"
"'107736'",2,2,"'1996'","'34'"
"'107742'",7,3,"'1987'","'171'"
"'107744'",4,3,"'2000'","'2320'"
"'107746'",8,3,"'1991'","'59'"
"'107747'",7,2,"'1988'","'59'"
"'107753'",16,2,"'2001'","'760'"
"'107756'",11,2,"'2000'","'1'"
"'107757'",3,2,"'2003'","'8221'"
"'107760'",3,2,"'2000'","'578'"
"'107761'",6,2,"'1990'","'53'"
"'107765'",4,2,"'2002'","'2010'"
"'107767'",9,2,"'1971'","'105'"
"'107772'",7,2,"'1998'","'211'"
"'107775'",7,2,"'2001'","'760'"
"'107783'",8,2,"'2003'","'211'"
"'107784'",8,1,"'2002'","'211'"
"'107785'",4,1,"'2000'","'773'"
"'107786'",5,2,"'1999'","'773'"
"'107787'",5,2,"'1998'","'773'"
"'107790'",6,2,"'1996'","'760'"
"'107800'",22,3,"'1993'","'53'"
"'107814'",10,2,"'1995'","'6669'"
"'107817'",2,1,"'1980'","'35'"
"'107820'",8,2,"'1991'","'1068'"
"'107838'",8,2,"'1992'","'95'"
"'107841'",1,2,"'2000'","'448'"
"'107848'",8,3,"'1996'","'5887'"
"'107853'",5,2,"'1988'","'43'"
"'107854'",4,2,"'1996'","'1068'"
"'107856'",1,2,"'1987'","'476'"
"'107860'",5,2,"'1994'","'41'"
"'107878'",2,2,"'1995'","'74'"
"'107890'",2,2,"'2000'","'3500'"
"'107900'",5,3,"'1998'","'1'"
"'107906'",5,2,"'2002'","'2679'"
"'107909'",1,2,"'1988'","'2571'"
"'107912'",9,2,"'1982'","'64'"
"'107948'",6,2,"'1994'","'168'"
"'107952'",4,3,"'0'","'5805'"
"'107975'",6,3,"'1998'","'8317'"
"'107993'",4,2,"'1999'","'195'"
"'107998'",11,2,"'1990'","'586'"
"'108018'",3,2,"'2004'","'165'"
"'108079'",3,2,"'1997'","'175'"
"'108080'",18,2,"'1998'","'57'"
"'108088'",5,3,"'2002'","'40'"
"'108097'",8,3,"'1993'","'56'"
"'108134'",5,2,"'1998'","'52'"
"'108140'",10,2,"'1998'","'105'"
"'108146'",4,2,"'1980'","'300'"
"'108187'",10,3,"'1993'","'365'"
"'108192'",7,3,"'1988'","'980'"
"'108250'",1,2,"'1997'","'81'"
"'108254'",7,3,"'1999'","'1791'"
"'108256'",3,2,"'1979'","'7145'"
"'108282'",16,2,"'2000'","'474'"
"'108283'",12,3,"'1981'","'1561'"
"'108285'",6,2,"'1998'","'6537'"
"'108286'",3,2,"'1993'","'277'"
"'108288'",7,2,"'2002'","'1561'"
"'108303'",11,2,"'1995'","'176'"
"'108305'",6,2,"'1923'","'286'"
"'108306'",3,2,"'1986'","'398'"
"'108319'",2,2,"'1992'","'365'"
"'108326'",9,3,"'1989'","'176'"
"'108334'",6,3,"'1993'","'25'"
"'108337'",4,3,"'1987'","'241'"
"'108343'",2,2,"'1994'","'25'"
"'108346'",10,3,"'1985'","'241'"
"'108350'",7,2,"'1988'","'25'"
"'108353'",7,2,"'1994'","'177'"
"'108379'",12,3,"'1994'","'1200'"
"'108384'",6,1,"'0'","'8344'"
"'108385'",10,3,"'1996'","'30'"
"'108404'",3,3,"'2004'","'55'"
"'108412'",1,2,"'2004'","'374'"
"'108414'",2,2,"'2002'","'1087'"
"'108415'",9,2,"'2003'","'374'"
"'108417'",4,2,"'2003'","'55'"
"'108423'",2,2,"'1998'","'1052'"
"'108425'",6,2,"'1994'","'2938'"
"'108432'",3,2,"'2004'","'36'"
"'108435'",16,3,"'2002'","'107'"
"'108447'",4,2,"'1993'","'40'"
"'108459'",13,2,"'1983'","'281'"
"'108464'",10,3,"'2001'","'150'"
"'108465'",3,3,"'1999'","'39'"
"'108467'",3,3,"'1994'","'25'"
"'108470'",6,2,"'2001'","'476'"
"'108471'",2,3,"'0'","'205'"
"'108476'",9,2,"'1997'","'304'"
"'108478'",2,2,"'2003'","'569'"
"'108479'",18,2,"'2001'","'76'"
"'108487'",13,2,"'1996'","'34'"
"'108493'",4,2,"'1996'","'522'"
"'108495'",3,2,"'2002'","'2001'"
"'108499'",3,3,"'2001'","'100'"
"'108507'",3,2,"'1997'","'168'"
"'108543'",4,3,"'1991'","'493'"
"'108558'",4,2,"'1998'","'56'"
"'108578'",8,2,"'1977'","'105'"
"'108579'",8,2,"'1976'","'105'"
"'108593'",9,2,"'2003'","'78'"
"'108604'",4,2,"'1993'","'140'"
"'108632'",7,2,"'2003'","'2898'"
"'108634'",8,2,"'1994'","'476'"
"'108636'",3,2,"'1998'","'476'"
"'108637'",1,2,"'2003'","'109'"
"'108645'",11,3,"'2000'","'66'"
"'108658'",1,2,"'1992'","'40'"
"'108672'",2,2,"'2000'","'8352'"
"'108688'",6,2,"'2002'","'2595'"
"'108692'",8,2,"'2004'","'2595'"
"'108698'",1,3,"'1999'","'2790'"
"'108714'",5,2,"'1999'","'8355'"
"'108717'",6,3,"'1987'","'482'"
"'108718'",5,3,"'1987'","'482'"
"'108719'",5,3,"'1989'","'482'"
"'108722'",7,2,"'2002'","'8357'"
"'108724'",7,2,"'2002'","'57'"
"'108735'",12,2,"'1998'","'10'"
"'108738'",7,3,"'2001'","'568'"
"'108747'",2,2,"'2002'","'66'"
"'108748'",3,2,"'0'","'594'"
"'108749'",4,3,"'1988'","'56'"
