"artistid","numscrobbles","numlistens","rock","electronic","indie","pop","hiphop"
"'9916'",3191836,99687,"t","f","f","f","f"
"'9918'",1400686,100552,"t","f","f","f","f"
"'9920'",3215117,134414,"t","f","f","f","f"
"'9921'",1636363,122002,"t","f","f","f","f"
"'9922'",1459328,91214,"t","f","f","f","f"
"'9926'",2985837,386427,"t","f","f","f","f"
"'9927'",7923877,69971,"f","f","f","f","f"
"'9931'",1728796,38540,"f","f","f","f","f"
"'9932'",3127105,60855,"t","f","f","f","f"
"'9943'",3379005,108297,"f","f","f","f","f"
"'9951'",158112818,2405259,"t","f","t","f","f"
"'9955'",4511127,211150,"t","f","t","f","f"
"'9959'",4340231,293891,"t","f","t","f","f"
"'9960'",6342379,181421,"t","f","f","f","f"
"'9971'",1811382,127850,"f","f","t","f","f"
"'9974'",1620171,109588,"f","t","f","f","f"
"'9976'",2849432,268652,"f","f","f","t","f"
"'9977'",4967282,387225,"t","f","t","f","f"
"'9978'",12365512,166168,"f","f","f","f","f"
"'9979'",3251483,153593,"f","f","f","f","f"
"'9980'",1257848,91408,"f","t","f","t","f"
"'9986'",7171700,173731,"f","t","f","f","f"
"'9987'",1696391,205702,"f","t","f","f","f"
"'9990'",2901575,438337,"t","f","f","t","f"
"'9997'",1489542,84998,"f","t","f","f","f"
"'9999'",2051868,90210,"f","f","f","f","f"
"'10007'",2006381,33699,"f","f","f","f","f"
"'10016'",1358176,176109,"t","f","f","t","f"
"'10026'",11761178,424876,"f","f","f","f","f"
"'10040'",2981943,284632,"t","f","f","f","f"
"'10041'",5453765,689536,"f","f","f","f","f"
"'10042'",10515430,864229,"t","f","f","f","f"
"'10043'",3709171,40147,"f","f","f","f","t"
"'10046'",3679568,63066,"f","f","f","f","t"
"'10048'",2105490,43278,"f","f","f","f","f"
"'10050'",6785114,83391,"f","f","f","f","t"
"'10055'",2894911,334695,"f","f","f","f","t"
"'10063'",2713750,99374,"t","t","f","f","f"
"'10069'",11043887,821362,"t","f","f","f","f"
"'10070'",2495950,201479,"t","f","f","t","f"
"'10076'",1028895,92438,"f","f","f","t","f"
"'10077'",1370604,76897,"t","f","f","f","f"
"'10078'",2846289,165883,"f","f","f","t","t"
"'10091'",5019176,128096,"f","f","f","f","f"
"'10095'",2146030,83006,"f","f","f","f","f"
"'10099'",5285604,143031,"f","f","f","f","f"
"'10105'",2345199,122857,"f","f","t","f","f"
"'10110'",5069862,184996,"t","t","t","f","f"
"'10111'",2517534,119914,"f","f","t","f","f"
"'10125'",2606775,92799,"t","f","f","f","f"
"'10126'",1811480,81716,"t","f","f","f","f"
"'10127'",3294376,156961,"t","f","f","f","f"
"'10129'",3318161,410021,"f","f","f","t","f"
"'10130'",6422835,741029,"f","f","f","f","f"
"'10133'",3215882,374966,"f","f","f","f","f"
"'10142'",3117161,437635,"f","f","f","t","f"
"'10145'",4289021,426182,"f","f","f","f","f"
"'10161'",1287203,88368,"f","f","f","f","f"
"'10164'",1854162,70308,"f","t","f","f","f"
"'10172'",3760542,237052,"f","t","f","f","f"
"'10176'",1494084,112575,"t","f","f","t","f"
"'10181'",1629961,136730,"f","f","t","t","f"
"'10182'",4626969,257158,"t","f","f","t","f"
"'10194'",2163864,124094,"t","f","f","f","f"
"'10196'",3422272,143636,"t","f","t","f","f"
"'10198'",3990376,367614,"f","f","t","f","f"
"'10199'",3148776,213705,"t","f","f","f","f"
"'10201'",2146489,133468,"f","f","f","f","f"
"'10203'",1193133,109338,"f","f","t","f","f"
"'10210'",1604284,111768,"f","f","f","t","f"
"'10211'",1864537,102976,"t","f","f","f","f"
"'10213'",3247728,422546,"f","f","f","f","f"
"'10214'",11929057,355158,"t","f","t","f","f"
"'10217'",2451847,345334,"f","f","f","f","f"
"'10222'",2120206,152372,"f","f","f","f","f"
"'10224'",2386157,307579,"f","f","f","f","f"
"'10225'",2745483,432286,"f","f","f","f","f"
"'10231'",1874352,72616,"f","f","f","t","t"
"'10238'",907985,142504,"f","t","f","f","f"
"'10247'",2750006,82642,"f","f","f","t","t"
"'10248'",2920986,271585,"f","t","t","t","f"
"'10249'",2004588,71969,"t","f","f","t","f"
"'10289'",3010665,68852,"f","f","f","f","t"
"'10306'",2167038,146535,"t","f","f","f","f"
"'10309'",2548004,103065,"f","f","f","f","f"
"'10310'",11709099,609252,"t","f","f","f","f"
"'10314'",7527462,502718,"f","t","t","t","f"
"'10315'",1080555,80569,"f","t","t","f","f"
"'10320'",2280281,100294,"f","f","f","f","f"
"'10322'",6830407,406000,"t","f","f","f","f"
"'10325'",2374759,104857,"t","f","t","f","f"
"'10327'",4480490,356874,"t","f","t","f","f"
"'10351'",1593218,177334,"f","f","f","f","f"
"'10358'",3847368,388830,"f","f","f","f","f"
"'10363'",1029526,100551,"f","f","f","t","f"
"'10369'",1429308,154968,"f","f","f","t","f"
"'10370'",1605108,98818,"t","f","f","f","f"
"'10385'",6826189,254865,"t","f","t","f","f"
"'10390'",6048905,222517,"t","f","f","f","f"
"'10392'",3503610,149813,"f","f","f","f","t"
"'10394'",8400456,740153,"f","f","f","f","f"
"'10395'",6288702,433969,"f","f","f","f","t"
"'10396'",7543256,508907,"t","f","t","f","f"
"'10402'",2993648,108575,"t","f","f","f","f"
"'10407'",2620046,202772,"f","f","f","f","f"
"'10413'",2833410,159524,"f","f","f","f","f"
"'10418'",3925827,161531,"f","f","f","f","f"
"'10430'",2678730,52868,"f","f","f","f","f"
"'10433'",4218634,440203,"f","t","f","f","t"
"'10436'",1881410,167218,"f","t","f","f","f"
"'10437'",2752601,29910,"t","f","f","f","f"
"'10449'",5287641,95880,"f","f","f","f","f"
"'10453'",1497482,97361,"t","f","f","f","f"
"'10455'",1682389,144074,"t","f","f","f","f"
"'10456'",1755128,124338,"t","f","f","f","f"
"'10462'",1386782,110965,"f","f","f","t","f"
"'10464'",2466845,147100,"f","f","f","f","f"
"'10467'",2586841,121750,"f","f","f","f","t"
"'10468'",3962493,297789,"f","f","f","f","f"
"'10472'",2227018,92426,"t","f","f","f","f"
"'10479'",3786677,97956,"f","f","t","f","f"
"'10500'",1454374,40287,"f","f","f","f","f"
"'10514'",2854764,130624,"f","f","f","f","f"
"'10515'",9054113,308216,"t","f","t","f","f"
"'10516'",2521234,144963,"f","t","f","f","f"
"'10517'",4846587,333606,"f","t","t","f","f"
"'10518'",3126049,238025,"f","t","f","f","f"
"'10519'",5534815,306912,"f","t","f","f","f"
"'10522'",3109124,194040,"f","t","f","f","f"
"'10523'",6465477,312404,"f","f","f","f","f"
"'10524'",7434156,592937,"f","t","t","f","f"
"'10525'",6541850,384729,"f","f","f","f","f"
"'10526'",4382526,443900,"t","f","f","f","f"
"'10535'",4191451,323326,"t","f","t","f","f"
"'10537'",5130336,410162,"t","f","f","f","f"
"'10541'",1163466,63530,"f","f","f","f","f"
"'10543'",1327478,129608,"f","f","f","f","f"
"'10548'",8314334,55085,"f","f","f","t","t"
"'10553'",1081094,74777,"f","f","f","f","t"
"'10556'",2748743,161918,"f","f","f","f","t"
"'10564'",5524715,263357,"f","f","f","f","f"
"'10565'",2873793,84612,"t","f","f","t","f"
"'10566'",3009042,62861,"f","f","f","f","f"
"'10570'",3618785,114269,"f","f","f","f","f"
"'10571'",2433958,189127,"f","f","f","f","f"
"'10572'",2391223,175864,"t","f","f","t","f"
"'10579'",4212630,268999,"t","f","f","t","f"
"'10582'",4346188,69700,"t","f","f","f","f"
"'10583'",5028899,176058,"t","f","f","t","f"
"'10585'",9725556,223954,"f","f","f","f","f"
"'10598'",20828298,910573,"t","f","t","f","f"
"'10604'",4794895,260450,"t","f","f","t","f"
"'10608'",6483331,939825,"f","f","f","t","t"
"'10610'",9121325,416058,"t","t","t","f","f"
"'10614'",2706175,178715,"f","t","t","f","f"
"'10615'",13958031,408300,"t","f","f","t","f"
"'10618'",12227591,561954,"t","f","t","t","f"
"'10619'",1374871,75051,"t","f","f","f","f"
"'10620'",2870323,283700,"t","f","f","f","f"
"'10621'",2733923,356194,"f","f","f","f","f"
"'10622'",3957395,70088,"f","t","f","t","f"
"'10626'",2465860,392537,"t","f","f","t","f"
"'10627'",4236130,587940,"f","f","f","t","f"
"'10628'",3272309,499551,"f","f","f","f","f"
"'10638'",2226686,288827,"f","f","f","t","f"
"'10650'",3294298,185726,"f","f","f","f","f"
"'10658'",5157874,529864,"f","t","f","f","f"
"'10662'",9595421,352316,"f","f","f","f","f"
"'10663'",6370526,306711,"f","t","f","f","f"
"'10672'",3124703,113304,"f","f","f","f","f"
"'10674'",2562629,49280,"f","f","f","f","f"
"'10677'",2300801,274438,"f","f","f","t","f"
"'10685'",1159353,122825,"f","t","f","f","f"
"'10686'",2973508,135943,"t","f","f","f","f"
"'10691'",2323605,108547,"f","f","f","f","f"
"'10695'",2412863,110316,"f","f","f","f","f"
"'10698'",1269388,210211,"f","t","f","f","f"
"'10709'",2064192,298604,"f","t","f","f","f"
"'10717'",2647982,205572,"f","f","f","f","f"
"'10718'",1653577,138790,"t","f","t","f","f"
"'10729'",27020262,1233201,"f","t","t","f","f"
"'10737'",5628369,220656,"t","f","f","f","f"
"'10738'",6492496,350326,"f","t","t","f","f"
"'10740'",2399528,70938,"t","f","t","f","f"
"'10742'",2314546,144047,"t","f","f","f","f"
"'10748'",1505625,172980,"t","f","f","f","f"
"'10753'",2123748,183842,"t","f","f","f","f"
"'10756'",1918340,130922,"f","f","t","t","f"
"'10759'",3141332,171872,"t","f","f","f","f"
"'10768'",1446494,46833,"f","f","f","f","f"
"'10773'",1890360,152576,"f","f","f","f","f"
"'10784'",3113786,182210,"f","f","f","f","f"
"'10804'",1265889,83341,"t","f","f","f","f"
"'10811'",4058472,45711,"t","f","f","f","f"
"'10814'",2305775,181015,"t","f","t","f","f"
"'10820'",3011989,107792,"t","f","t","f","f"
"'10831'",3355653,69902,"t","f","f","f","f"
"'10833'",3476822,59878,"f","f","f","f","f"
"'10837'",3664029,89996,"t","f","f","f","f"
"'10845'",3811332,52943,"f","f","f","f","f"
"'10847'",11434904,409661,"t","f","f","f","f"
"'10848'",8302528,262225,"t","f","f","f","f"
"'10851'",3678158,522980,"t","f","f","f","f"
"'10857'",3951784,261596,"t","f","f","f","f"
"'10859'",5529536,348303,"t","f","f","f","f"
"'10864'",4444992,147172,"t","f","f","f","f"
"'10865'",3508452,162427,"f","f","f","f","f"
"'10867'",1361122,44821,"t","f","f","f","f"
"'10870'",2654387,112898,"t","f","f","f","f"
"'10885'",2569195,66746,"f","f","f","f","f"
"'10889'",1299003,169534,"f","f","f","f","f"
"'10891'",8462513,591954,"f","f","f","f","f"
"'10893'",2578796,145372,"f","f","f","f","t"
"'10894'",2872750,38954,"f","f","f","f","f"
"'10897'",9086157,125183,"t","f","f","f","f"
"'10906'",1318286,189916,"f","f","f","f","f"
"'10910'",1114109,89205,"f","f","f","f","f"
"'10912'",3183621,188344,"f","t","f","f","f"
"'10914'",2703811,105603,"f","f","f","f","t"
"'10918'",5744245,462801,"f","f","f","f","f"
"'10926'",4872396,70065,"f","f","f","t","f"
"'10936'",6111161,373721,"f","f","f","f","f"
"'10952'",1310127,27091,"t","f","f","f","f"
"'10953'",1418506,71578,"f","f","f","f","f"
"'10955'",6993850,335099,"t","f","f","f","f"
"'10956'",6676415,102698,"f","f","f","f","f"
"'10961'",5390713,491899,"t","f","t","t","f"
"'10968'",1601445,99320,"f","f","f","f","f"
"'10969'",7100877,363755,"f","f","f","t","f"
"'10970'",2944885,200457,"t","f","f","f","f"
"'10973'",7587621,174906,"f","f","f","f","f"
"'10980'",2105251,122700,"f","f","f","f","f"
"'10982'",1210079,35780,"f","f","f","f","f"
"'10987'",7956126,190870,"f","f","f","t","f"
"'10997'",4446325,393946,"f","f","f","f","f"
"'10999'",2614198,115926,"f","f","f","f","f"
"'11000'",1222236,28258,"f","f","f","f","f"
"'11002'",1171702,74246,"f","f","f","f","f"
"'11004'",1292447,54822,"f","f","f","f","f"
"'11010'",4640379,272665,"f","f","f","t","f"
"'11018'",4233920,314274,"t","f","f","f","f"
"'11021'",1544387,89758,"t","f","t","t","f"
"'11023'",5774882,342179,"f","f","t","f","f"
"'11032'",3296951,102966,"f","f","f","f","f"
"'11034'",4966714,180545,"t","f","f","f","f"
"'11042'",3848597,210398,"t","f","f","f","f"
"'11049'",2453901,143892,"t","f","t","f","f"
"'11053'",2059446,97439,"t","f","t","f","f"
"'11055'",3945141,183405,"t","f","f","t","f"
"'11061'",3450989,175792,"t","f","t","f","f"
"'11062'",4037698,542915,"f","f","f","f","t"
"'11063'",3519538,509916,"f","f","f","f","f"
"'11064'",2784619,387272,"f","f","f","f","f"
"'11065'",2859530,467643,"f","f","f","f","t"
"'11069'",2839696,471831,"f","f","f","f","t"
"'11070'",3651559,456744,"f","f","f","f","f"
"'11074'",1408593,191434,"f","f","f","f","f"
"'11080'",5318752,732905,"f","f","f","f","t"
"'11081'",2252107,314805,"f","f","f","t","f"
"'11083'",1200656,148966,"f","f","f","f","f"
"'11085'",3824175,381307,"f","f","f","t","f"
"'11087'",3273481,116127,"t","f","f","f","f"
"'11101'",1057951,84470,"f","t","f","f","f"
"'11124'",6727161,418085,"t","f","f","f","f"
"'11128'",2305782,157249,"f","t","f","f","f"
"'11129'",1310116,164225,"f","t","f","f","t"
"'11133'",972638,87419,"f","f","f","t","f"
"'11139'",7107345,774306,"f","t","f","f","f"
"'11146'",7052373,279051,"f","f","f","f","f"
"'11155'",3927560,166713,"t","t","t","t","f"
"'11179'",4295797,395443,"t","f","t","f","f"
"'11181'",16036407,732494,"t","f","t","f","f"
"'11182'",1691477,61409,"t","f","f","f","f"
"'11183'",1444892,65971,"t","f","f","f","f"
"'11185'",4444223,582748,"t","f","f","f","f"
"'11193'",2605208,177895,"f","f","f","f","f"
"'11200'",1351270,135824,"f","t","f","f","f"
"'11201'",1113857,93424,"f","t","f","f","f"
"'11202'",511523,77910,"f","t","f","f","f"
"'11204'",1525345,141322,"f","t","f","f","t"
"'11205'",506857,75703,"f","t","f","f","f"
"'11206'",2404612,137350,"f","t","f","f","f"
"'11208'",1293623,122202,"f","t","f","f","f"
"'11213'",6522919,238576,"f","f","f","f","f"
"'11215'",2624490,200165,"t","t","t","f","f"
"'11217'",5744971,164133,"t","f","f","f","f"
"'11223'",5565128,247719,"t","f","f","f","f"
"'11229'",4282662,255291,"f","f","t","t","f"
"'11234'",3009438,210431,"f","f","t","t","f"
"'11236'",2203492,128210,"t","f","f","t","f"
"'11253'",5535686,572748,"t","f","t","f","f"
"'11255'",10731417,598676,"t","f","f","f","f"
"'11280'",4180082,326621,"f","f","t","f","f"
"'11281'",4973659,241620,"f","f","t","f","f"
"'11283'",2793219,112097,"t","f","f","f","f"
"'11285'",3888094,222067,"t","f","t","f","f"
"'11287'",5377089,230210,"t","f","t","f","f"
"'11309'",3009139,140844,"f","f","f","f","f"
"'11310'",3397768,53860,"t","f","f","f","f"
"'11315'",10295902,323590,"f","t","f","f","t"
"'11316'",1564023,102266,"f","t","f","f","f"
"'11336'",2299599,389382,"f","f","f","t","f"
"'11343'",777269,67911,"t","f","f","f","f"
"'11360'",1739093,104766,"f","f","f","f","t"
"'11372'",1966523,63302,"f","f","f","f","f"
"'11377'",5028948,220684,"f","t","f","f","f"
"'11379'",8721909,60869,"f","f","f","f","t"
"'11412'",6479993,214615,"t","f","t","f","f"
"'11413'",7349958,116323,"t","f","f","f","f"
"'11416'",5317472,235337,"f","f","t","t","f"
"'11417'",2103953,181017,"t","f","f","f","f"
"'11421'",5536371,321974,"t","f","t","t","f"
"'11423'",4827834,283308,"t","f","t","t","f"
"'11425'",2338984,157003,"t","f","f","f","f"
"'11427'",2261782,237203,"f","f","f","f","f"
"'11438'",5007565,302716,"f","f","f","f","f"
"'11455'",2609792,223782,"t","f","f","t","f"
"'11463'",2091528,114036,"t","f","t","t","f"
"'11464'",5131904,261501,"f","f","t","f","f"
"'11477'",10433295,858712,"f","f","f","f","f"
"'11480'",3580074,413382,"f","f","f","f","f"
"'11484'",1196213,88782,"f","f","f","f","f"
"'11485'",1518759,105511,"f","f","f","f","f"
"'11487'",2525468,258464,"f","f","f","t","f"
"'11489'",1354976,58158,"t","f","f","f","f"
"'11491'",703831,79767,"t","f","f","t","f"
"'11492'",2873308,62319,"t","f","f","f","f"
"'11494'",2348715,48786,"f","f","t","t","f"
"'11500'",3442466,306468,"f","f","t","f","f"
"'11502'",2511670,85688,"t","f","f","f","f"
"'11510'",8273778,330153,"f","f","t","f","f"
"'11511'",1265060,57149,"t","t","f","f","f"
"'11512'",1666973,81543,"t","f","t","f","f"
"'11514'",2259813,57113,"f","f","f","f","f"
"'11515'",1789456,54801,"f","f","t","f","f"
"'11516'",1958713,30461,"t","f","f","f","f"
"'11517'",6251245,474831,"t","f","f","f","f"
"'11520'",1588633,105398,"f","t","f","f","f"
"'11547'",4006211,176349,"t","f","t","f","f"
"'11548'",9471551,399113,"t","f","t","f","f"
"'11549'",3901285,224905,"t","f","t","f","f"
"'11550'",14209017,548396,"t","f","t","t","f"
"'11552'",2230420,149220,"t","f","t","t","f"
"'11553'",2764542,118578,"t","f","f","t","f"
"'11557'",2782493,215300,"f","f","f","f","f"
"'11559'",1085971,68704,"f","t","f","f","f"
"'11566'",2397195,133035,"f","f","f","f","f"
"'11579'",1945560,162302,"f","f","f","f","f"
"'11587'",1611919,85840,"f","f","f","f","f"
"'11589'",11175034,509351,"f","f","t","t","f"
"'11590'",8289661,315766,"f","f","f","t","f"
"'11591'",751564,75070,"f","f","t","f","f"
"'11598'",6248456,299658,"t","f","t","f","f"
"'11602'",13303742,683721,"t","f","f","f","f"
"'11604'",5234348,173399,"t","f","f","f","f"
"'11623'",5888898,217121,"t","f","t","f","f"
"'11625'",4038537,97999,"t","f","f","f","f"
"'11635'",1231523,88991,"f","t","f","f","f"
"'11638'",1277901,115986,"t","t","f","f","f"
"'11639'",644058,91370,"f","f","f","f","f"
"'11640'",3123820,323351,"f","f","f","f","f"
"'11646'",1710225,104522,"f","f","f","f","f"
"'11652'",6565264,560276,"f","f","f","f","f"
"'11655'",2431792,309807,"f","f","f","f","f"
"'11664'",746759,74097,"f","f","f","f","f"
"'11666'",1286935,204788,"f","f","f","f","f"
"'11667'",3672816,421360,"f","f","f","f","f"
"'11676'",963820,93321,"f","f","f","f","f"
"'11678'",1647570,194082,"f","f","f","f","f"
"'11685'",11686907,1053614,"f","f","f","f","t"
"'11703'",1349469,55849,"f","f","f","f","f"
"'11733'",2395687,135129,"t","f","t","f","f"
"'11736'",3813435,360618,"f","f","f","f","f"
"'11737'",3061627,260053,"f","f","t","t","f"
"'11739'",4451913,342574,"t","f","t","t","f"
"'11741'",1847155,100839,"f","f","t","f","f"
"'11745'",2913546,145982,"f","f","t","f","f"
"'11754'",9914146,357808,"f","f","f","f","f"
"'11756'",3806383,73964,"f","f","f","f","t"
"'11758'",3692553,141099,"f","f","f","f","t"
"'11760'",3470513,45359,"t","f","f","f","f"
"'11763'",3828522,287103,"f","f","f","f","f"
"'11764'",4137602,262564,"f","f","f","f","f"
"'11765'",13719513,659275,"f","t","f","f","f"
"'11769'",3114089,423355,"f","f","f","f","f"
"'11783'",1860158,92801,"f","t","f","f","f"
"'11784'",4765612,258306,"f","f","f","f","f"
"'11788'",6000445,184978,"t","f","f","f","f"
"'11795'",4472546,334560,"t","f","f","t","f"
"'11796'",3313066,173081,"t","f","f","f","f"
"'11803'",3866119,221065,"t","f","t","f","f"
"'11806'",5230848,187302,"t","f","f","f","f"
"'11809'",2847727,223099,"f","f","f","f","f"
"'11811'",3188604,285433,"t","f","t","t","f"
"'11812'",3562675,181923,"t","f","t","t","f"
"'11817'",4046593,68713,"f","f","f","f","f"
"'11819'",5566665,263747,"t","f","t","f","f"
"'11821'",1116342,48547,"t","f","f","t","f"
"'11826'",524933,191325,"f","t","f","f","t"
"'11827'",2109463,244632,"f","t","f","f","f"
"'11835'",2119384,106342,"f","f","f","f","f"
"'11836'",3362661,98272,"t","f","f","f","f"
"'11849'",4541381,331191,"t","f","t","t","f"
"'11850'",1216242,51997,"f","f","f","f","f"
"'11852'",5001977,52463,"f","f","f","f","f"
"'11854'",1309806,62828,"f","f","f","f","f"
"'11859'",4004670,74258,"f","f","f","f","f"
"'11863'",1502509,34151,"f","f","f","f","f"
"'11865'",7745777,228299,"f","f","f","f","f"
"'11885'",3022602,355869,"t","f","f","f","f"
"'11893'",1671053,67479,"f","f","f","f","f"
"'11898'",1055811,88651,"f","f","f","t","f"
"'11900'",13694573,534198,"t","f","t","f","f"
"'11906'",2302995,55238,"f","f","f","f","f"
"'11913'",3860669,304634,"t","f","f","t","f"
"'11916'",3454388,392656,"t","f","f","f","f"
"'11917'",2262353,210952,"t","f","f","f","f"
"'11919'",1795468,246875,"f","f","f","f","f"
"'11920'",1847285,170390,"f","f","f","f","f"
"'11926'",3516579,338855,"f","f","f","f","f"
"'11927'",3725843,308687,"t","f","f","f","f"
"'11935'",6785791,304184,"f","f","f","f","f"
"'11936'",7659626,87527,"f","f","f","f","f"
"'11948'",3403421,150658,"f","t","t","f","t"
"'11954'",1627447,106768,"f","f","t","t","f"
"'11959'",1212324,128028,"f","f","f","f","f"
"'11968'",2038245,132146,"f","f","t","f","f"
"'11971'",3378458,196122,"f","f","t","t","f"
"'11977'",3049553,111097,"t","f","f","f","f"
"'11978'",4103799,117781,"t","f","f","f","f"
"'11979'",7005078,187116,"t","f","t","f","f"
"'11981'",1710488,55813,"f","f","f","f","f"
"'11983'",5957100,119184,"f","t","f","f","t"
"'11991'",2233125,101507,"f","f","f","f","f"
"'11994'",2261346,52072,"f","f","f","f","f"
"'11998'",1279658,87167,"t","f","t","f","f"
"'11999'",2487440,86336,"f","t","f","t","f"
"'12000'",5001410,242381,"f","t","f","f","f"
"'12002'",9096963,365989,"f","t","t","t","f"
"'12004'",2266391,178414,"t","f","t","t","f"
"'12006'",1053159,93666,"f","t","f","f","f"
"'12007'",3538706,138062,"t","f","t","t","f"
"'12010'",953415,56553,"f","f","t","t","f"
"'12021'",896789,80432,"f","f","f","f","f"
"'12023'",1751379,167105,"f","f","f","f","f"
"'12025'",1286587,69842,"t","f","t","f","f"
"'12026'",7351167,406381,"f","f","t","t","f"
"'12044'",3210577,157364,"f","f","f","f","t"
"'12045'",1375362,114072,"f","t","f","f","f"
"'12049'",1704645,117714,"t","f","f","f","f"
"'12050'",1761991,76589,"t","f","f","f","f"
"'12051'",1595475,132487,"t","f","f","f","f"
"'12052'",1590680,132631,"f","f","f","f","f"
"'12055'",847784,50055,"t","f","f","f","f"
"'12064'",1535186,150082,"t","f","f","f","f"
"'12071'",1689306,128627,"f","f","f","t","f"
"'12075'",1710996,135316,"f","f","f","f","f"
"'12079'",7024976,452723,"f","f","t","f","f"
"'12083'",1464444,147004,"t","f","f","f","f"
"'12096'",1586479,87534,"t","f","f","f","f"
"'12111'",2284126,143684,"f","f","f","f","f"
"'12112'",2827494,242816,"f","f","f","f","f"
"'12113'",5038899,305009,"f","f","f","f","f"
"'12114'",5039758,265380,"f","f","f","f","f"
"'12115'",3417750,290562,"f","f","f","f","f"
"'12117'",1915794,246284,"f","f","f","f","f"
"'12119'",5225733,316698,"f","f","f","f","f"
"'12120'",1908603,216716,"f","f","f","f","f"
"'12121'",3043798,221848,"f","f","f","f","f"
"'12122'",1546187,209091,"f","f","f","f","f"
"'12128'",1696086,87602,"t","f","f","t","f"
"'12129'",3214454,399659,"t","f","f","t","f"
"'12130'",4215780,247834,"f","t","t","t","f"
"'12132'",1691588,245515,"f","f","f","f","f"
"'12137'",3180993,309413,"f","f","f","f","f"
"'12141'",8350962,489686,"f","f","f","f","f"
"'12145'",9036430,319026,"t","f","f","f","f"
"'12164'",6883403,200056,"f","f","f","f","f"
"'12165'",4007397,257176,"t","f","t","f","f"
"'12168'",3016600,168383,"t","f","t","f","f"
"'12169'",2493715,127420,"t","f","t","f","f"
"'12194'",3841914,495876,"f","f","t","t","f"
"'12195'",1087705,99782,"f","t","f","f","f"
"'12201'",10755708,464723,"t","f","t","f","f"
"'12203'",4602146,241586,"f","f","f","f","f"
"'12212'",3114947,294700,"t","f","f","f","f"
"'12219'",1797930,162071,"t","f","f","f","f"
"'12220'",6121073,450043,"t","f","f","f","f"
"'12229'",2467528,287573,"f","f","f","f","f"
"'12232'",1144360,141959,"f","f","f","f","f"
"'12233'",1332287,189759,"f","f","f","f","f"
"'12234'",868557,128739,"f","f","f","f","f"
"'12237'",1371060,172100,"f","f","f","f","f"
"'12239'",1076317,167665,"f","f","f","f","f"
"'12241'",1411207,183865,"f","f","f","f","f"
"'12243'",2558998,322772,"f","f","f","f","f"
"'12244'",1689750,216111,"f","f","f","f","t"
"'12254'",1440692,148499,"f","f","f","f","f"
"'12255'",985645,134134,"f","f","f","f","f"
"'12261'",2256905,186242,"f","f","f","f","f"
"'12270'",1143207,143740,"f","f","f","f","f"
"'12273'",2110957,113908,"t","f","f","t","f"
"'12283'",5673616,146997,"f","f","f","f","f"
"'12288'",8815778,456810,"f","f","f","f","f"
"'12295'",4260237,142480,"t","f","t","t","f"
"'12297'",1614142,123255,"t","f","t","f","f"
"'12314'",1692398,113981,"f","f","f","f","f"
"'12316'",871567,93698,"t","f","f","t","f"
"'12319'",2073572,93552,"t","f","t","f","f"
"'12325'",2096254,74559,"t","f","f","f","f"
"'12330'",3527140,162895,"t","f","t","f","f"
"'12336'",1929467,76680,"f","t","f","f","f"
"'12343'",876144,91917,"f","t","f","f","f"
"'12349'",2619250,334185,"f","f","f","f","f"
"'12351'",2349970,322125,"f","f","f","t","f"
"'12352'",2165444,389988,"f","t","f","f","f"
"'12363'",1076450,102466,"f","t","f","f","t"
"'12364'",4225204,81744,"t","t","f","f","f"
"'12365'",2165959,117681,"t","f","t","f","f"
"'12403'",1625150,199086,"f","f","f","f","f"
"'12406'",2450432,279489,"f","f","f","f","f"
"'12407'",879136,143191,"f","f","f","f","f"
"'12410'",2349808,143556,"t","f","t","f","f"
"'12414'",920505,62669,"t","f","f","f","f"
"'12420'",628406,45111,"f","f","f","f","t"
"'12452'",1051358,29827,"f","f","f","f","f"
"'12481'",2044122,231329,"f","f","t","f","f"
"'12484'",3041769,126205,"t","f","t","f","f"
"'12491'",1844971,87486,"t","f","f","t","f"
"'12492'",3730888,60074,"t","f","t","f","f"
"'12495'",6472452,228231,"f","t","t","t","f"
"'12496'",4278204,184154,"t","f","t","t","f"
"'12508'",2167550,101848,"t","t","f","f","f"
"'12535'",13099313,1095440,"f","f","f","t","t"
"'12538'",1870190,120942,"t","f","f","f","f"
"'12548'",1316666,104225,"t","f","t","f","f"
"'12565'",2484046,134317,"t","f","f","f","f"
"'12567'",2212932,224668,"t","f","f","t","f"
"'12573'",2769533,153104,"t","f","t","f","f"
"'12579'",5674629,168939,"t","f","f","f","f"
"'12581'",2708464,138307,"t","f","t","f","f"
"'12583'",2279162,75456,"t","f","t","f","f"
"'12599'",5789189,585312,"t","f","f","f","f"
"'12605'",4117817,136823,"f","t","f","t","t"
"'12663'",1151945,93529,"f","f","f","f","f"
"'12668'",3326547,116557,"f","t","f","f","f"
"'12670'",4412280,112010,"t","f","f","f","f"
"'12676'",1207774,82982,"f","f","t","t","f"
"'12681'",2095048,319792,"f","f","f","t","f"
"'12693'",2254914,99256,"t","f","f","f","f"
"'12710'",1495779,135545,"t","f","f","f","f"
"'12717'",1784469,109313,"t","f","t","f","f"
"'12723'",6342050,237895,"t","f","f","f","f"
"'12724'",2479397,161639,"f","f","t","t","f"
"'12726'",4722155,410431,"t","f","t","f","f"
"'12733'",1720131,168288,"t","f","f","f","f"
"'12738'",1784888,169733,"f","f","f","f","f"
"'12745'",1773015,154220,"f","f","f","f","f"
"'12750'",1264941,113455,"f","t","f","f","f"
