"userid","gender","age","country","year"
"'220010'","m",0,"'Sweden'","'2006'"
"'220015'","f",18,"'Brazil'","'2008'"
"'220018'","f",22,"'Turkey'","'2008'"
"'220023'","m",28,"'United Kingdom'","'2006'"
"'220024'","f",31,"'Finland'","'2005'"
"'220026'","f",23,"'Sweden'","'2008'"
"'220029'","m",20,"'Romania'","'2007'"
"'220030'","m",29,"'Ukraine'","'2009'"
"'220031'","f",27,"'Croatia'","'2007'"
"'220046'","f",45,"'United States'","'2008'"
"'220048'","m",0,"'Mexico'","'2006'"
"'220050'","m",19,"'South Africa'","'2006'"
"'220054'","m",22,"'United Kingdom'","'2008'"
"'220066'","m",0,"'Poland'","'2009'"
"'220070'","m",0,"'Sweden'","'2008'"
"'220071'","m",17,"'Poland'","'2008'"
"'220078'","m",20,"'Argentina'","'2008'"
"'220085'","m",0,"'France'","'2006'"
"'220086'","m",27,"'Belarus'","'2009'"
"'220094'","m",22,"'Brazil'","'2007'"
"'220095'","m",46,"'United Kingdom'","'2008'"
"'220105'","o",26,"'United States'","'2006'"
"'220111'","m",18,"'United States'","'2006'"
"'220124'","f",17,"'Australia'","'2008'"
"'220136'","m",0,"'Japan'","'2008'"
"'220140'","m",28,"'Australia'","'2005'"
"'220145'","m",0,"'Italy'","'2006'"
"'220149'","m",0,"'Netherlands'","'2006'"
"'220153'","m",19,"'Sweden'","'2005'"
"'220164'","f",22,"'Turkey'","'2006'"
"'220169'","f",31,"'Spain'","'2009'"
"'220171'","o",0,"'Brazil'","'2007'"
"'220172'","m",26,"'Czech Republic'","'2007'"
"'220173'","m",24,"'Spain'","'2008'"
"'220174'","m",23,"'United States'","'2008'"
"'220178'","m",0,"'Venezuela'","'2005'"
"'220183'","m",18,"'Brazil'","'2008'"
"'220200'","f",19,"'Indonesia'","'2008'"
"'220204'","m",23,"'Lithuania'","'2008'"
"'220211'","f",22,"'Slovakia'","'2008'"
"'220223'","m",0,"'United Kingdom'","'2008'"
"'220231'","m",29,"'Belgium'","'2008'"
"'220241'","m",20,"'Netherlands'","'2006'"
"'220243'","f",30,"'United States'","'2004'"
"'220250'","f",17,"'Norway'","'2007'"
"'220263'","f",20,"'Russian Federation'","'2008'"
"'220267'","m",27,"'United States'","'2008'"
"'220272'","m",21,"'United Kingdom'","'2008'"
"'220273'","m",24,"'Brazil'","'2008'"
"'220281'","m",0,"'United Kingdom'","'2008'"
"'220301'","m",31,"'United States'","'2007'"
"'220302'","f",14,"'United Kingdom'","'2008'"
"'220307'","m",20,"'Switzerland'","'2007'"
"'220311'","m",0,"'Portugal'","'2008'"
"'220312'","m",21,"'Poland'","'2008'"
"'220315'","f",19,"'United Kingdom'","'2008'"
"'220317'","m",22,"'United States'","'2006'"
"'220321'","m",21,"'South Africa'","'2008'"
"'220323'","m",21,"'United States'","'2006'"
"'220329'","m",22,"'Canada'","'2006'"
"'220331'","m",27,"'Spain'","'2008'"
"'220338'","m",24,"'Germany'","'2006'"
"'220339'","f",23,"'United States'","'2006'"
"'220347'","f",17,"'United States'","'2007'"
"'220357'","f",20,"'United States'","'2006'"
"'220361'","m",26,"'Mali'","'2005'"
"'220366'","m",20,"'United Kingdom'","'2008'"
"'220370'","f",24,"'Romania'","'2006'"
"'220371'","m",0,"'Brazil'","'2008'"
"'220378'","m",33,"'United States'","'2009'"
"'220380'","m",20,"'Portugal'","'2007'"
"'220382'","m",27,"'Brazil'","'2007'"
"'220383'","m",0,"'United States'","'2007'"
"'220392'","f",32,"'Brazil'","'2008'"
"'220409'","m",20,"'Poland'","'2008'"
"'220414'","m",21,"'Italy'","'2007'"
"'220415'","m",22,"'Poland'","'2007'"
"'220431'","m",36,"'United States'","'2007'"
"'220442'","f",22,"'Germany'","'2009'"
"'220443'","f",17,"'Poland'","'2008'"
"'220451'","m",19,"'Russian Federation'","'2008'"
"'220452'","m",26,"'Italy'","'2006'"
"'220460'","m",0,"'Finland'","'2006'"
"'220471'","m",30,"'United States'","'2006'"
"'220483'","m",0,"'United Kingdom'","'2007'"
"'220522'","m",29,"'United States'","'2008'"
"'220529'","m",24,"'Canada'","'2008'"
"'220530'","f",17,"'Australia'","'2007'"
"'220533'","m",27,"'United States'","'2006'"
"'220552'","m",21,"'United States'","'2008'"
"'220553'","m",27,"'Switzerland'","'2007'"
"'220555'","f",17,"'Poland'","'2008'"
"'220558'","m",24,"'United Kingdom'","'2007'"
"'220561'","m",18,"'Mexico'","'2009'"
"'220562'","m",19,"'Finland'","'2007'"
"'220563'","m",26,"'United States'","'2005'"
"'220572'","f",0,"'Mexico'","'2009'"
"'220575'","f",24,"'France'","'2007'"
"'220589'","f",0,"'United States'","'2008'"
"'220590'","m",0,"'United States'","'2008'"
"'220597'","m",19,"'Norway'","'2007'"
"'220600'","m",23,"'Denmark'","'2008'"
"'220603'","m",22,"'Poland'","'2006'"
"'220606'","m",27,"'United Kingdom'","'2005'"
"'220618'","m",18,"'Bulgaria'","'2007'"
"'220630'","m",18,"'Norway'","'2008'"
"'220631'","f",0,"'Turkey'","'2008'"
"'220633'","m",30,"'Norway'","'2005'"
"'220634'","m",18,"'United States'","'2006'"
"'220635'","f",0,"'Japan'","'2006'"
"'220641'","f",21,"'Turkey'","'2008'"
"'220647'","m",40,"'Germany'","'2004'"
"'220650'","m",21,"'Turkey'","'2007'"
"'220663'","m",36,"'Norway'","'2005'"
"'220672'","m",30,"'France'","'2008'"
"'220675'","m",19,"'Germany'","'2007'"
"'220680'","m",22,"'Germany'","'2008'"
"'220683'","m",37,"'Australia'","'2008'"
"'220684'","m",20,"'United States'","'2008'"
"'220686'","m",20,"'Germany'","'2006'"
"'220692'","m",23,"'United States'","'2007'"
"'220693'","f",20,"'United States'","'2006'"
"'220697'","m",24,"'Mexico'","'2007'"
"'220705'","m",23,"'Sweden'","'2007'"
"'220707'","m",23,"'United States'","'2005'"
"'220708'","m",21,"'Norway'","'2008'"
"'220714'","f",18,"'United States'","'2009'"
"'220727'","m",30,"'Sweden'","'2007'"
"'220729'","m",0,"'Netherlands'","'2007'"
"'220741'","f",25,"'Turkey'","'2008'"
"'220745'","f",0,"'United States'","'2008'"
"'220746'","f",17,"'Russian Federation'","'2007'"
"'220750'","m",26,"'Czech Republic'","'2005'"
"'220754'","f",19,"'United States'","'2008'"
"'220755'","m",33,"'Brazil'","'2004'"
"'220765'","m",22,"'Turkey'","'2008'"
"'220769'","m",17,"'Brazil'","'2008'"
"'220772'","o",20,"'United States'","'2006'"
"'220775'","f",29,"'Spain'","'2009'"
"'220779'","m",20,"'Brazil'","'2007'"
"'220784'","m",0,"'Canada'","'2008'"
"'220794'","m",20,"'Estonia'","'2006'"
"'220800'","m",19,"'Slovakia'","'2008'"
"'220804'","f",18,"'Germany'","'2008'"
"'220805'","f",19,"'United States'","'2006'"
"'220807'","m",21,"'France'","'2007'"
"'220810'","o",0,"'Netherlands'","'2008'"
"'220812'","m",20,"'Spain'","'2008'"
"'220813'","m",29,"'United Kingdom'","'2008'"
"'220814'","m",15,"'Russian Federation'","'2008'"
"'220816'","m",24,"'United States'","'2006'"
"'220818'","f",19,"'United States'","'2009'"
"'220823'","f",0,"'Spain'","'2007'"
"'220825'","f",21,"'United States'","'2007'"
"'220835'","m",22,"'United States'","'2007'"
"'220844'","m",27,"'Norway'","'2007'"
"'220846'","m",0,"'Brazil'","'2007'"
"'220849'","m",20,"'Poland'","'2008'"
"'220851'","m",21,"'United Kingdom'","'2006'"
"'220855'","f",0,"'Austria'","'2009'"
"'220864'","m",48,"'Germany'","'2006'"
"'220883'","f",23,"'United States'","'2004'"
"'220885'","m",34,"'Romania'","'2006'"
"'220891'","f",24,"'Slovenia'","'2007'"
"'220895'","f",28,"'Romania'","'2008'"
"'220897'","f",0,"'Finland'","'2008'"
"'220905'","f",0,"'Finland'","'2007'"
"'220908'","m",20,"'Israel'","'2006'"
"'220909'","o",0,"'Netherlands'","'2007'"
"'220911'","m",19,"'Russian Federation'","'2008'"
"'220917'","m",20,"'Netherlands'","'2008'"
"'220939'","m",25,"'United States'","'2005'"
"'220945'","f",54,"'Spain'","'2008'"
"'220950'","f",21,"'Sweden'","'2009'"
"'220952'","m",35,"'United States'","'2005'"
"'220961'","m",39,"'Denmark'","'2009'"
"'220966'","m",25,"'Finland'","'2006'"
"'220970'","m",35,"'Russian Federation'","'2004'"
"'220971'","m",25,"'Germany'","'2007'"
"'220985'","f",21,"'Poland'","'2009'"
"'220991'","o",0,"'Brazil'","'2008'"
"'221001'","m",0,"'Brazil'","'2007'"
"'221020'","m",23,"'Poland'","'2006'"
"'221024'","m",0,"'Norway'","'2007'"
"'221029'","o",0,"'United States'","'2008'"
"'221038'","f",15,"'Latvia'","'2009'"
"'221039'","f",29,"'United States'","'2008'"
"'221042'","m",20,"'United States'","'2008'"
"'221049'","m",21,"'Latvia'","'2005'"
"'221051'","m",19,"'Bosnia and Herzegovina'","'2008'"
"'221072'","m",0,"'Austria'","'2005'"
"'221082'","m",24,"'Poland'","'2007'"
"'221084'","m",0,"'United Kingdom'","'2007'"
"'221086'","f",26,"'Germany'","'2007'"
"'221092'","f",24,"'Australia'","'2007'"
"'221096'","m",24,"'United States'","'2006'"
"'221100'","o",23,"'Poland'","'2008'"
"'221106'","m",21,"'Serbia'","'2009'"
"'221108'","f",24,"'United States'","'2006'"
"'221109'","o",19,"'Germany'","'2008'"
"'221111'","m",0,"'Turkey'","'2008'"
"'221112'","m",0,"'United States'","'2008'"
"'221117'","o",20,"'Brazil'","'2007'"
"'221120'","m",46,"'United States'","'2008'"
"'221122'","m",45,"'United States'","'2008'"
"'221124'","m",40,"'Netherlands'","'2009'"
"'221126'","m",26,"'Denmark'","'2006'"
"'221139'","m",0,"'United States'","'2008'"
"'221141'","o",37,"'United States'","'2006'"
"'221142'","m",21,"'United Kingdom'","'2007'"
"'221163'","m",20,"'United Kingdom'","'2009'"
"'221166'","o",0,"'United Kingdom'","'2009'"
"'221174'","m",44,"'Portugal'","'2007'"
"'221177'","m",21,"'United Kingdom'","'2008'"
"'221179'","f",23,"'Finland'","'2005'"
"'221193'","f",0,"'Poland'","'2006'"
"'221201'","f",17,"'Brazil'","'2008'"
"'221203'","m",37,"'France'","'2008'"
"'221204'","m",19,"'Russian Federation'","'2008'"
"'221207'","f",20,"'Russian Federation'","'2008'"
"'221215'","o",21,"'United States'","'2007'"
"'221225'","f",17,"'Russian Federation'","'2005'"
"'221230'","m",0,"'Canada'","'2008'"
"'221234'","f",31,"'Spain'","'2008'"
"'221237'","m",16,"'Austria'","'2008'"
"'221242'","m",24,"'Sweden'","'2006'"
"'221250'","m",0,"'Canada'","'2008'"
"'221255'","m",32,"'United Kingdom'","'2005'"
"'221259'","m",0,"'United States'","'2007'"
"'221267'","m",37,"'United Kingdom'","'2006'"
"'221270'","m",19,"'United States'","'2007'"
"'221271'","m",18,"'Australia'","'2008'"
"'221276'","m",36,"'United States'","'2005'"
"'221280'","m",26,"'Spain'","'2007'"
"'221281'","f",21,"'United States'","'2007'"
"'221282'","m",21,"'Russian Federation'","'2008'"
"'221301'","m",18,"'Djibouti'","'2008'"
"'221302'","f",28,"'Colombia'","'2008'"
"'221304'","m",21,"'Sweden'","'2007'"
"'221309'","m",20,"'United States'","'2005'"
"'221320'","f",19,"'Belgium'","'2008'"
"'221326'","f",16,"'United States'","'2007'"
"'221327'","m",17,"'United States'","'2008'"
"'221331'","m",16,"'Czech Republic'","'2007'"
"'221345'","m",20,"'Netherlands'","'2006'"
"'221349'","f",26,"'Romania'","'2008'"
"'221350'","m",20,"'Finland'","'2007'"
"'221356'","m",25,"'Germany'","'2006'"
"'221357'","f",18,"'Russian Federation'","'2008'"
"'221359'","o",0,"'Brazil'","'2007'"
"'221360'","m",22,"'United States'","'2005'"
"'221365'","m",0,"'Germany'","'2007'"
"'221367'","m",22,"'Chile'","'2008'"
"'221371'","m",0,"'Canada'","'2005'"
"'221378'","m",21,"'United States'","'2005'"
"'221380'","f",0,"'Germany'","'2007'"
"'221393'","m",21,"'Spain'","'2008'"
"'221395'","o",0,"'United States'","'2006'"
"'221396'","o",37,"'United States'","'2008'"
"'221409'","o",18,"'Spain'","'2008'"
"'221413'","f",0,"'Israel'","'2008'"
"'221417'","m",24,"'Canada'","'2008'"
"'221431'","m",23,"'United States'","'2008'"
"'221435'","m",0,"'United States'","'2009'"
"'221446'","m",0,"'Slovakia'","'2006'"
"'221450'","m",24,"'Sweden'","'2008'"
"'221456'","m",21,"'Australia'","'2008'"
"'221465'","m",0,"'Czech Republic'","'2008'"
"'221483'","f",18,"'United States'","'2007'"
"'221489'","m",19,"'Russian Federation'","'2008'"
"'221513'","m",33,"'Canada'","'2006'"
"'221518'","o",0,"'Finland'","'2006'"
"'221521'","m",19,"'Germany'","'2007'"
"'221536'","m",0,"'Nicaragua'","'2008'"
"'221543'","m",19,"'United States'","'2004'"
"'221544'","m",21,"'United Kingdom'","'2006'"
"'221552'","f",18,"'United States'","'2008'"
"'221556'","o",0,"'United Kingdom'","'2007'"
"'221557'","m",23,"'United States'","'2005'"
"'221560'","m",0,"'United States'","'2008'"
"'221566'","m",24,"'Brazil'","'2007'"
"'221572'","m",30,"'United Kingdom'","'2006'"
"'221573'","m",32,"'Andorra'","'2006'"
"'221581'","m",24,"'Portugal'","'2007'"
"'221582'","m",49,"'Netherlands'","'2008'"
"'221598'","f",0,"'United Kingdom'","'2008'"
"'221606'","m",20,"'Bulgaria'","'2007'"
"'221612'","m",33,"'Denmark'","'2004'"
"'221613'","m",18,"'United States'","'2007'"
"'221621'","m",30,"'Japan'","'2006'"
"'221632'","m",29,"'United States'","'2006'"
"'221633'","m",48,"'France'","'2008'"
"'221643'","o",22,"'Mexico'","'2008'"
"'221654'","m",29,"'Finland'","'2005'"
"'221656'","m",20,"'Finland'","'2007'"
"'221663'","f",16,"'France'","'2007'"
"'221665'","m",24,"'Russian Federation'","'2006'"
"'221668'","f",22,"'United States'","'2007'"
"'221672'","m",32,"'Colombia'","'2009'"
"'221680'","o",0,"'United States'","'2008'"
"'221681'","o",0,"'Portugal'","'2008'"
"'221686'","m",42,"'United States'","'2007'"
"'221689'","m",33,"'United States'","'2008'"
"'221700'","m",28,"'Russian Federation'","'2007'"
"'221705'","m",24,"'Denmark'","'2006'"
"'221708'","o",0,"'Singapore'","'2007'"
"'221728'","f",24,"'Ukraine'","'2006'"
"'221732'","f",19,"'Russian Federation'","'2009'"
"'221735'","m",16,"'Germany'","'2007'"
"'221743'","m",25,"'Netherlands'","'2007'"
"'221757'","f",22,"'Sweden'","'2006'"
"'221759'","f",17,"'Norway'","'2008'"
"'221762'","m",24,"'Germany'","'2007'"
"'221770'","m",28,"'United States'","'2008'"
"'221771'","m",19,"'Norway'","'2007'"
"'221772'","m",0,"'Germany'","'2008'"
"'221775'","m",22,"'Norway'","'2006'"
"'221781'","m",29,"'Finland'","'2006'"
"'221785'","f",15,"'France'","'2008'"
"'221787'","o",0,"'United Kingdom'","'2008'"
"'221793'","m",37,"'Canada'","'2006'"
"'221795'","o",0,"'Germany'","'2006'"
"'221799'","m",28,"'United Kingdom'","'2005'"
"'221809'","m",19,"'Australia'","'2008'"
"'221829'","m",26,"'Poland'","'2008'"
"'221831'","f",22,"'Russian Federation'","'2008'"
"'221835'","m",35,"'Bulgaria'","'2005'"
"'221841'","m",20,"'Germany'","'2008'"
"'221847'","m",0,"'United States'","'2006'"
"'221850'","m",43,"'Canada'","'2006'"
"'221868'","m",22,"'United States'","'2008'"
"'221871'","m",28,"'Lithuania'","'2008'"
"'221874'","m",23,"'Brazil'","'2007'"
"'221875'","f",108,"'Spain'","'2008'"
"'221876'","f",0,"'United States'","'2008'"
"'221879'","m",18,"'Poland'","'2008'"
"'221883'","f",19,"'United States'","'2009'"
"'221905'","m",19,"'Canada'","'2007'"
"'221906'","m",0,"'United States'","'2008'"
"'221908'","m",0,"'Poland'","'2008'"
"'221910'","m",24,"'Greece'","'2006'"
"'221918'","o",26,"'Greece'","'2008'"
"'221919'","m",19,"'Spain'","'2008'"
"'221926'","o",0,"'Australia'","'2006'"
"'221943'","m",19,"'Germany'","'2007'"
"'221944'","m",41,"'United Kingdom'","'2009'"
"'221955'","m",27,"'Czech Republic'","'2005'"
"'221969'","m",19,"'Russian Federation'","'2008'"
"'221976'","f",24,"'United States'","'2006'"
"'221977'","m",0,"'Brazil'","'2008'"
"'221987'","m",31,"'Italy'","'2006'"
"'221998'","m",0,"'United Kingdom'","'2008'"
"'222020'","f",24,"'United States'","'2005'"
"'222022'","m",42,"'United Kingdom'","'2007'"
"'222033'","f",32,"'Austria'","'2008'"
"'222039'","o",0,"'Australia'","'2008'"
"'222047'","f",24,"'Austria'","'2009'"
"'222062'","m",16,"'Germany'","'2008'"
"'222067'","o",19,"'Finland'","'2008'"
"'222069'","m",0,"'United States'","'2007'"
"'222070'","f",35,"'United States'","'2008'"
"'222071'","f",21,"'United States'","'2007'"
"'222072'","m",17,"'Canada'","'2008'"
"'222075'","m",33,"'Spain'","'2008'"
"'222078'","m",23,"'United States'","'2005'"
"'222087'","f",25,"'Finland'","'2008'"
"'222089'","f",17,"'United States'","'2008'"
"'222090'","m",21,"'Russian Federation'","'2008'"
"'222091'","m",26,"'France'","'2007'"
"'222094'","m",25,"'United States'","'2009'"
"'222095'","m",28,"'Spain'","'2005'"
"'222097'","f",18,"'Spain'","'2008'"
"'222104'","m",25,"'United States'","'2004'"
"'222112'","o",27,"'Germany'","'2007'"
"'222117'","m",20,"'Sweden'","'2007'"
"'222123'","f",41,"'United Kingdom'","'2003'"
"'222124'","m",0,"'United Kingdom'","'2009'"
"'222129'","m",21,"'Finland'","'2005'"
"'222134'","o",0,"'Canada'","'2007'"
"'222139'","m",0,"'Romania'","'2006'"
"'222144'","f",0,"'Germany'","'2007'"
"'222148'","m",19,"'Ukraine'","'2008'"
"'222158'","m",32,"'France'","'2006'"
"'222159'","f",21,"'United Kingdom'","'2007'"
"'222163'","f",29,"'Australia'","'2006'"
"'222175'","m",30,"'Spain'","'2006'"
"'222177'","m",23,"'Croatia'","'2007'"
"'222178'","m",0,"'United States'","'2006'"
"'222180'","m",23,"'Argentina'","'2007'"
"'222182'","m",38,"'Japan'","'2006'"
"'222188'","m",21,"'Sweden'","'2006'"
"'222193'","m",21,"'Poland'","'2009'"
"'222195'","m",0,"'United States'","'2008'"
"'222198'","m",20,"'Slovakia'","'2007'"
"'222199'","f",17,"'Holy See (Vatican City State)'","'2008'"
"'222209'","m",0,"'Sweden'","'2009'"
"'222212'","o",0,"'United Kingdom'","'2006'"
"'222216'","f",0,"'Turkey'","'2008'"
"'222219'","o",24,"'United States'","'2005'"
"'222224'","f",16,"'Poland'","'2009'"
"'222228'","f",22,"'Spain'","'2008'"
"'222230'","o",0,"'Romania'","'2005'"
"'222232'","m",0,"'Germany'","'2008'"
"'222234'","m",20,"'Germany'","'2008'"
"'222255'","f",17,"'United States'","'2007'"
"'222262'","m",36,"'France'","'2008'"
"'222272'","m",31,"'Belgium'","'2007'"
"'222283'","m",19,"'Germany'","'2006'"
"'222286'","m",22,"'United States'","'2005'"
"'222287'","f",0,"'United States'","'2008'"
"'222290'","f",23,"'Taiwan'","'2007'"
"'222293'","f",21,"'Portugal'","'2009'"
"'222295'","m",23,"'United States'","'2008'"
"'222302'","o",0,"'Egypt'","'2006'"
"'222304'","f",17,"'Sweden'","'2008'"
"'222306'","m",23,"'Sweden'","'2007'"
"'222307'","f",21,"'Poland'","'2007'"
"'222313'","m",18,"'United States'","'2009'"
"'222320'","m",23,"'Sweden'","'2006'"
"'222335'","m",46,"'United States'","'2006'"
"'222344'","m",29,"'Switzerland'","'2007'"
"'222349'","m",21,"'Romania'","'2008'"
"'222364'","m",0,"'Norway'","'2007'"
"'222365'","m",20,"'United States'","'2005'"
"'222370'","m",38,"'United States'","'2006'"
"'222373'","m",18,"'Sweden'","'2006'"
"'222375'","o",0,"'Germany'","'2007'"
"'222378'","m",18,"'Netherlands'","'2008'"
"'222380'","m",24,"'United States'","'2004'"
"'222382'","m",22,"'United Kingdom'","'2006'"
"'222394'","m",0,"'Greece'","'2008'"
"'222399'","m",43,"'Switzerland'","'2008'"
"'222406'","f",20,"'Russian Federation'","'2008'"
"'222412'","f",18,"'Sweden'","'2006'"
"'222426'","f",25,"'United Kingdom'","'2007'"
"'222433'","m",30,"'United States'","'2004'"
"'222434'","m",24,"'United Kingdom'","'2006'"
"'222452'","f",21,"'United States'","'2007'"
"'222455'","m",24,"'Poland'","'2007'"
"'222462'","f",27,"'Poland'","'2008'"
"'222477'","m",29,"'United Kingdom'","'2008'"
"'222478'","m",20,"'Finland'","'2006'"
"'222488'","m",38,"'Spain'","'2006'"
"'222489'","m",30,"'Czech Republic'","'2009'"
"'222494'","m",0,"'United States'","'2008'"
"'222497'","m",19,"'Poland'","'2007'"
"'222501'","f",0,"'Chile'","'2007'"
"'222505'","m",0,"'United States'","'2008'"
"'222514'","m",21,"'United States'","'2008'"
"'222519'","f",21,"'Germany'","'2007'"
"'222520'","f",27,"'Finland'","'2007'"
"'222522'","f",22,"'Spain'","'2008'"
"'222529'","o",0,"'United States'","'2008'"
"'222532'","m",26,"'United Kingdom'","'2008'"
"'222549'","m",21,"'Israel'","'2007'"
"'222563'","m",28,"'Canada'","'2006'"
"'222568'","m",20,"'Norway'","'2005'"
"'222572'","f",17,"'United Kingdom'","'2008'"
"'222574'","f",19,"'Russian Federation'","'2009'"
"'222575'","f",0,"'United States'","'2008'"
"'222584'","f",18,"'Bulgaria'","'2008'"
"'222586'","m",29,"'Finland'","'2008'"
"'222590'","m",20,"'Netherlands'","'2008'"
"'222592'","f",29,"'Ecuador'","'2007'"
"'222593'","f",19,"'Indonesia'","'2009'"
"'222605'","o",26,"'Germany'","'2004'"
"'222627'","f",23,"'Romania'","'2006'"
"'222628'","m",29,"'Mexico'","'2009'"
"'222635'","m",21,"'Brazil'","'2007'"
"'222640'","m",0,"'Mexico'","'2008'"
"'222642'","m",20,"'Poland'","'2008'"
"'222646'","m",18,"'United States'","'2008'"
"'222653'","o",26,"'United States'","'2006'"
"'222656'","m",19,"'United States'","'2008'"
"'222657'","m",24,"'Germany'","'2008'"
"'222660'","m",0,"'United Kingdom'","'2008'"
"'222665'","f",19,"'Poland'","'2008'"
"'222674'","m",23,"'Germany'","'2007'"
"'222687'","m",24,"'United States'","'2009'"
"'222691'","f",0,"'Brazil'","'2005'"
"'222699'","m",33,"'Italy'","'2008'"
"'222706'","m",23,"'Germany'","'2009'"
"'222707'","f",22,"'Canada'","'2006'"
"'222710'","m",16,"'Italy'","'2008'"
"'222712'","m",20,"'Turkey'","'2006'"
"'222714'","m",22,"'United States'","'2008'"
"'222720'","m",0,"'United States'","'2008'"
"'222722'","o",0,"'Denmark'","'2005'"
"'222724'","m",21,"'United Kingdom'","'2006'"
"'222733'","m",0,"'United States'","'2007'"
"'222739'","m",27,"'Russian Federation'","'2008'"
"'222748'","f",27,"'Brazil'","'2007'"
"'222757'","m",17,"'Mexico'","'2008'"
"'222764'","m",20,"'Bulgaria'","'2006'"
"'222782'","m",0,"'United States'","'2003'"
"'222783'","m",23,"'Germany'","'2008'"
"'222786'","f",15,"'Belgium'","'2008'"
"'222795'","m",33,"'Israel'","'2005'"
"'222798'","o",17,"'Slovakia'","'2008'"
"'222805'","m",36,"'Canada'","'2007'"
"'222807'","f",0,"'United Kingdom'","'2006'"
"'222828'","m",40,"'United States'","'2004'"
"'222831'","m",30,"'Czech Republic'","'2007'"
"'222834'","f",27,"'United States'","'2005'"
"'222839'","f",16,"'Sweden'","'2007'"
"'222842'","f",0,"'Brazil'","'2005'"
"'222846'","f",19,"'Sweden'","'2006'"
"'222847'","m",29,"'Norway'","'2007'"
"'222857'","m",35,"'Russian Federation'","'2007'"
"'222862'","m",17,"'Netherlands'","'2008'"
"'222873'","f",15,"'United States'","'2008'"
"'222875'","f",23,"'Germany'","'2008'"
"'222885'","m",30,"'Finland'","'2007'"
"'222888'","m",31,"'United States'","'2006'"
"'222891'","m",0,"'Russian Federation'","'2007'"
"'222897'","m",23,"'Poland'","'2007'"
"'222903'","m",23,"'Slovakia'","'2007'"
"'222904'","m",28,"'Austria'","'2007'"
"'222910'","m",0,"'United States'","'2008'"
"'222915'","m",18,"'Norway'","'2008'"
"'222918'","f",0,"'Ireland'","'2006'"
"'222935'","m",31,"'Brazil'","'2005'"
"'222936'","m",0,"'United Kingdom'","'2008'"
"'222942'","m",26,"'United Kingdom'","'2006'"
"'222952'","f",23,"'United States'","'2006'"
"'222959'","f",20,"'Czech Republic'","'2006'"
"'222963'","m",21,"'United States'","'2007'"
"'222969'","m",21,"'Croatia'","'2007'"
"'222972'","m",24,"'France'","'2007'"
"'222974'","f",0,"'Canada'","'2008'"
"'222977'","o",19,"'Latvia'","'2008'"
"'222981'","m",22,"'United States'","'2005'"
"'222983'","m",0,"'Mexico'","'2006'"
"'222994'","m",22,"'Sweden'","'2005'"
"'222996'","m",24,"'Canada'","'2007'"
"'222998'","m",19,"'United States'","'2007'"
"'223005'","o",0,"'Romania'","'2006'"
"'223011'","o",0,"'United States'","'2006'"
"'223015'","m",27,"'United Kingdom'","'2006'"
"'223029'","m",19,"'Czech Republic'","'2007'"
"'223030'","m",17,"'Finland'","'2007'"
"'223032'","m",19,"'Germany'","'2008'"
"'223038'","o",0,"'United States'","'2007'"
"'223043'","f",47,"'Netherlands'","'2008'"
"'223044'","f",21,"'United States'","'2006'"
"'223046'","o",0,"'Switzerland'","'2008'"
"'223049'","m",28,"'United Kingdom'","'2008'"
"'223053'","m",17,"'United States'","'2007'"
"'223056'","m",24,"'United States'","'2008'"
"'223058'","f",18,"'United Kingdom'","'2008'"
"'223063'","f",24,"'Bulgaria'","'2007'"
"'223064'","m",23,"'United States'","'2008'"
"'223066'","f",0,"'Ukraine'","'2007'"
"'223070'","f",17,"'Finland'","'2007'"
"'223075'","m",24,"'United Kingdom'","'2008'"
"'223086'","m",32,"'United States'","'2005'"
"'223087'","f",29,"'Brazil'","'2008'"
"'223094'","m",25,"'Switzerland'","'2009'"
"'223098'","m",17,"'Spain'","'2008'"
"'223099'","m",32,"'Sweden'","'2006'"
"'223100'","m",33,"'United States'","'2006'"
"'223104'","m",0,"'Germany'","'2008'"
"'223106'","o",0,"'Costa Rica'","'2006'"
"'223113'","f",23,"'Turkey'","'2008'"
"'223124'","m",0,"'France'","'2007'"
"'223129'","m",32,"'United Kingdom'","'2007'"
"'223138'","f",25,"'Poland'","'2006'"
"'223141'","m",32,"'United Kingdom'","'2005'"
"'223142'","o",29,"'United States'","'2004'"
"'223145'","m",0,"'United States'","'2007'"
"'223149'","m",26,"'Brazil'","'2008'"
"'223152'","m",21,"'United States'","'2007'"
"'223154'","m",21,"'United States'","'2005'"
"'223158'","f",0,"'Taiwan'","'2005'"
"'223164'","f",27,"'Italy'","'2008'"
"'223184'","m",23,"'France'","'2007'"
"'223191'","m",20,"'Colombia'","'2009'"
"'223198'","m",19,"'Ukraine'","'2007'"
"'223199'","m",37,"'United Kingdom'","'2007'"
"'223200'","o",24,"'Colombia'","'2008'"
"'223201'","f",0,"'Sweden'","'2008'"
"'223206'","f",21,"'Finland'","'2006'"
"'223211'","m",22,"'Poland'","'2008'"
"'223217'","f",18,"'Brazil'","'2007'"
"'223221'","m",22,"'France'","'2008'"
"'223228'","m",36,"'United Kingdom'","'2005'"
"'223230'","f",21,"'Norway'","'2007'"
"'223235'","m",5,"'Jordan'","'2006'"
"'223237'","m",29,"'United States'","'2005'"
"'223238'","m",30,"'United States'","'2006'"
"'223241'","m",23,"'Netherlands'","'2006'"
"'223246'","f",17,"'United States'","'2006'"
"'223247'","m",31,"'Colombia'","'2007'"
"'223272'","m",20,"'Poland'","'2006'"
