purchaseid,temperature_avg,temperature_stdev,fuel_price_avg,fuel_price_stdev,cpi_avg,cpi_stdev,unemployment_avg,unemployment_stdev,holidayfreq
'30-35',30-35,81.9333333333333,10.9234854022575,3.258,0.569670957658896,216.240765,5.34975838572898,7.52666666666667,0.847220357010691,7
'30-37',30-37,75.11,6.06589647125638,3.321,0.529170104975704,216.461068633333,5.41391882047997,7.52666666666667,0.847220357010691,7
'30-38',30-38,72.6466666666667,2.6587465718515,3.30433333333333,0.51754162473499,216.654630866667,5.47604355340397,7.52666666666667,0.847220357010691,7
'30-39',30-39,75.6,7.0445936717459,3.24566666666667,0.484345262528018,216.8481931,5.54117816298282,7.52666666666667,0.847220357010691,7
'30-40',30-40,66.8766666666667,7.10515540529084,3.197,0.47021697119521,217.041755333333,5.60921788048253,7.258,1.00902378564629,7
'30-41',30-41,64.09,4.94485591296631,3.201,0.441054418411148,217.227049966667,5.68052538527042,7.258,1.00902378564629,7
'30-42',30-42,61.7966666666667,8.89539393918753,3.23933333333333,0.423110308706053,217.257280766667,5.75694333074518,7.258,1.00902378564629,7
'31-01',31-01,43.7966666666667,4.54125900311056,2.90166666666667,0.299500139120724,213.724185466667,4.87898211549887,7.803,0.662790313749384,7
'31-03',31-03,44.8933333333333,6.50810520300132,2.93266666666667,0.383845455011952,214.0191571,4.86306877424219,7.803,0.662790313749384,7
'31-04',31-04,46.7133333333333,3.58714835674995,2.95366666666667,0.367750368230041,214.183362566667,4.81400301897907,7.803,0.662790313749384,7
'31-05',31-05,46.9233333333333,9.85880993494317,2.99133333333333,0.36750555551356,214.347568066667,4.77121935064963,7.803,0.662790313749384,7
'31-07',31-07,53.1933333333333,7.5308720167941,3.09166666666667,0.397062127800339,214.613947466667,4.82880052512187,7.803,0.662790313749384,7
'31-08',31-08,55.9133333333333,4.89908494857281,3.11733333333333,0.413988325117186,214.714324833333,4.97780251523216,7.803,0.662790313749384,7
'31-09',31-09,60.98,2.7215436796055,3.21233333333333,0.460189453739795,214.814702166667,5.13566340541044,7.76166666666667,0.616289163731856,7
'31-10',31-10,59.1966666666667,5.7997097628532,3.29933333333333,0.470287500719863,214.915079533333,5.30159194398862,7.76166666666667,0.616289163731856,7
'31-11',31-11,64.84,2.62486190112942,3.34333333333333,0.479651262203422,215.005005633333,5.41832677186161,7.76166666666667,0.616289163731856,7
'31-12',31-12,65.8333333333333,3.94406304885358,3.35166666666667,0.507008218210843,215.092235966667,5.46089018576231,7.76166666666667,0.616289163731856,7
'31-13',31-13,63.72,6.39125183356119,3.383,0.546321334015063,215.1794663,5.5068610240203,7.72933333333333,0.597590439459449,7
'31-14',31-14,69.5033333333333,1.20034717200234,3.44933333333333,0.548766191864384,215.2666966,5.55615471450647,7.674,0.691308180191741,7
'31-15',31-15,71.04,2.02516665980844,3.496,0.560891255057521,215.3629748,5.586876539505,7.674,0.691308180191741,7
'31-16',31-16,70.6666666666667,3.63656889572199,3.50333333333333,0.58763112011987,215.529539133333,5.47472042446651,7.674,0.691308180191741,7
'31-17',31-17,73.4466666666667,6.50789008307105,3.461,0.607953123192901,215.696103466667,5.36257218341089,7.674,0.691308180191741,7
'31-18',31-18,74.0266666666667,10.8383132143952,3.45333333333333,0.652812632639204,215.862667833333,5.25043227300401,7.674,0.691308180191741,7
'31-19',31-19,77.5633333333333,5.16958734652342,3.41833333333333,0.658316286699129,216.029232166667,5.13830133764206,7.674,0.691308180191741,7
'31-20',31-20,75.6533333333334,9.33964310524401,3.39133333333333,0.667792133326933,215.957821033333,5.1593703667443,7.674,0.691308180191741,7
'31-21',31-21,81.12,5.2676655170956,3.33333333333333,0.599830253766291,215.8440995,5.22811836987268,7.674,0.691308180191741,7
'31-22',31-22,81.7833333333333,2.3316589230269,3.28966666666667,0.546554053441497,215.730377966667,5.29850264345818,7.64033333333333,0.654355662719707,7
'31-23',31-23,81.95,2.63119744603074,3.24733333333333,0.533315416365713,215.6166564,5.37045893882585,7.64033333333333,0.654355662719707,7
'31-24',31-24,84.8866666666667,3.07938846742873,3.21766666666667,0.529249783498622,215.603379766667,5.38508713359878,7.64033333333333,0.654355662719707,7
'31-25',31-25,84.89,2.78921135807201,3.18266666666667,0.512891151545173,215.6924683,5.3380751707366,7.64033333333333,0.654355662719707,7
'31-26',31-26,86.4033333333334,2.44821023062391,3.15,0.457423217600503,215.781556833333,5.29106636454447,7.614,0.638199811971145,7
'31-27',31-27,88.24,2.64295289401797,3.11133333333333,0.43810539066911,215.8706454,5.24406079094302,7.50533333333333,0.8236639686992,7
'31-28',31-28,87.7366666666667,4.58023289073055,3.17433333333333,0.447128989591746,215.9567541,5.19786720164629,7.50533333333333,0.8236639686992,7
'31-29',31-29,88.0333333333333,3.29457635111656,3.20866666666667,0.501394389012616,215.9682277,5.2129524563224,7.50533333333333,0.8236639686992,7
'31-30',31-30,88.6166666666667,2.71853514476622,3.236,0.551745412305351,215.9797013,5.22844491866234,7.50533333333333,0.8236639686992,7
'31-31',31-31,89.4533333333333,6.10662208862888,3.226,0.577687631856522,215.991174833333,5.24434109561641,7.50533333333333,0.8236639686992,7
'31-33',31-33,86.23,3.58864877077764,3.23566666666667,0.566155750066475,216.0595727,5.28589034388078,7.50533333333333,0.8236639686992,7
'31-34',31-34,83.5266666666667,7.55629759428086,3.25566666666667,0.549185153962967,216.150168866667,5.31778959719593,7.50533333333333,0.8236639686992,7
'31-35',31-35,81.9333333333333,10.9234854022575,3.258,0.569670957658896,216.240765,5.34975838572898,7.52666666666667,0.847220357010691,7
'31-37',31-37,75.11,6.06589647125618,3.321,0.529170104975704,216.461068633333,5.41391882047818,7.52666666666667,0.847220357010691,7
'31-38',31-38,72.6466666666667,2.65874657185195,3.30433333333333,0.51754162473499,216.654630866667,5.47604355340397,7.52666666666667,0.847220357010691,7
'31-39',31-39,75.6,7.04459367174572,3.24566666666667,0.484345262528018,216.8481931,5.54117816298282,7.52666666666667,0.847220357010691,7
'31-40',31-40,66.8766666666667,7.10515540529084,3.197,0.47021697119521,217.041755333333,5.60921788048253,7.258,1.0090237856463,7
'31-41',31-41,64.09,4.94485591296644,3.201,0.441054418411148,217.227049966667,5.68052538526871,7.258,1.0090237856463,7
'31-42',31-42,61.7966666666667,8.89539393918753,3.23933333333333,0.423110308706053,217.257280766667,5.75694333074518,7.258,1.0090237856463,7
'32-01',32-01,31.6533333333333,6.91647549936622,2.85233333333333,0.258778541099017,192.431969933333,3.69859668902988,8.696,0.393451394710929,7
'32-03',32-03,33.52,3.95003797450096,2.85933333333333,0.271009839919761,192.6289858,3.7363858565507,8.696,0.393451394710929,7
'32-04',32-04,32.7233333333333,5.3454871932625,2.87733333333333,0.252747568402417,192.6986573,3.72090363033301,8.696,0.393451394710929,7
'32-05',32-05,29.6933333333333,12.351705685181,2.88733333333333,0.231733323743768,192.768328833333,3.70551352625083,8.696,0.393451394710929,7
'32-07',32-07,36.26,10.3936952043053,2.952,0.227290562936521,192.865122066667,3.69668369498323,8.696,0.393451394710929,7
'32-08',32-08,34.3333333333333,1.96505301031129,2.98233333333333,0.230211496961674,192.878053033333,3.70069726680795,8.696,0.393451394710929,7
'32-09',32-09,40.2833333333333,7.50221522840646,3.04933333333333,0.281628005236223,192.890984066667,3.7049705605979,8.679,0.373434063791752,7
'32-10',32-10,40.43,4.21009501080441,3.136,0.337040056966529,192.903915033333,3.70950278844884,8.679,0.373434063791752,7
'32-11',32-11,50.0833333333333,4.30127112994901,3.219,0.395205010089701,192.944134466667,3.75915971648129,8.679,0.373434063791752,7
'32-12',32-12,48.1333333333333,1.73347435323792,3.28466666666667,0.45790974365407,193.0150045,3.87072038270394,8.679,0.373434063791701,7
'32-13',32-13,49.4766666666667,5.88198379233855,3.32566666666667,0.505767074188636,193.085874533333,3.98241062203983,8.60466666666667,0.353599113875174,7
'32-14',32-14,49.7466666666667,1.5111695250145,3.38566666666667,0.556131579154909,193.156744633333,4.09421996468036,8.54933333333333,0.438287957093671,7
'32-15',32-15,48.1633333333333,3.41666991869762,3.43333333333333,0.577378847320655,193.231312666667,4.20400947828273,8.54933333333333,0.438287957093671,7
'32-16',32-16,51.2433333333333,4.03069886413431,3.44933333333333,0.602107410129901,193.238009766667,4.17358633815752,8.54933333333333,0.438287957093671,7
'32-17',32-17,57.1033333333333,10.7037672495871,3.44233333333333,0.624936263416785,193.2447069,4.14462134368846,8.54933333333333,0.438287957093671,7
'32-18',32-18,57.21,10.0635580189116,3.446,0.651492900959023,193.251404,4.11714526263162,8.54933333333333,0.438287957093671,7
'32-19',32-19,60.7833333333333,8.73346628397529,3.44033333333333,0.657025367343855,193.2581011,4.09118824774684,8.54933333333333,0.43828795709365,7
'32-20',32-20,54.7033333333333,7.98045320350499,3.44633333333333,0.668875424375369,193.268385533333,4.08596385234792,8.54933333333333,0.43828795709365,7
'32-21',32-21,62.43,8.95338483479846,3.438,0.626152537326169,193.292854266667,4.08675499511905,8.54933333333333,0.43828795709365,7
'32-22',32-22,66.2766666666667,7.3724509719178,3.41833333333333,0.597846412829698,193.317322933333,4.08761387440006,8.56733333333333,0.464118878449611,7
'32-23',32-23,68.06,2.85931810052652,3.39566666666667,0.592946315726251,193.3417917,4.08854049457549,8.56733333333333,0.464118878449611,7
'32-24',32-24,71.4966666666667,4.43917034290565,3.373,0.583845870071887,193.402771166667,4.06294810384727,8.56733333333333,0.464118878449611,7
'32-25',32-25,71.8666666666667,5.90968978317241,3.36233333333333,0.582567878734603,193.503966,4.00612849316733,8.56733333333333,0.464118878449611,7
'32-26',32-26,76.81,4.66037552135028,3.32666666666667,0.5534549063233,193.605160866667,3.94934380255052,8.57633333333333,0.465184192910018,7
'32-27',32-27,74.73,3.4263537470614,3.292,0.524034350019161,193.7063557,3.89259557331347,8.50366666666667,0.581599805135222,7
'32-28',32-28,72.3633333333333,2.31433215708812,3.28933333333333,0.492128370786869,193.8175219,3.83387705598031,8.50366666666667,0.581599805135222,7
'32-29',32-29,75.0733333333333,3.25062045359586,3.28733333333333,0.481348453132795,193.911966066667,3.83278800025421,8.50366666666667,0.581599805135222,7
'32-30',32-30,76.14,1.32011363147318,3.28266666666667,0.477895734792989,194.006410266667,3.83387564684465,8.50366666666667,0.581599805135239,7
'32-31',32-31,73.3733333333333,2.75126031726058,3.285,0.443595536496931,194.100854433333,3.83713804066417,8.50366666666667,0.581599805135239,7
'32-33',32-33,70.5466666666667,3.27973067999979,3.28133333333333,0.417480937688578,194.272999266667,3.81569020010408,8.50366666666667,0.581599805135239,7
'32-34',32-34,69.9833333333333,5.72622330452924,3.27866666666667,0.422180451150137,194.349794566667,3.76363548785618,8.50366666666667,0.581599805135239,7
'32-35',32-35,72.2866666666667,5.37714918273007,3.27533333333333,0.447723500983959,194.426589833333,3.71214465600269,8.54366666666667,0.636127607743395,7
'32-37',32-37,59.2966666666667,5.71202532674129,3.339,0.500688525932045,194.576999266667,3.63501358356958,8.54366666666667,0.636127607743395,7
'32-38',32-38,58.15,5.61240590121571,3.36933333333333,0.533951620779761,194.691837566667,3.72715667569264,8.54366666666667,0.636127607743395,7
'32-39',32-39,57.0366666666667,10.2748349540677,3.35833333333333,0.543258992869267,194.8066758,3.8197988562215,8.54366666666667,0.636127607743395,7
'32-40',32-40,55.72,6.71806519765925,3.33533333333333,0.543571829046847,194.9215141,3.91290458076352,8.40233333333333,0.795792267701398,7
'32-41',32-41,45.3133333333333,4.23072491818283,3.32933333333333,0.530315315009224,195.040395133333,4.00641382405713,8.40233333333333,0.795792267701398,7
'32-42',32-42,46.2266666666667,8.96228951403226,3.352,0.524240402868757,195.119470966667,4.05881696473849,8.40233333333333,0.795792267701398,7
'33-01',33-01,55.19,7.84412519022993,3.23066666666667,0.245398315669308,127.9304516,1.96478456171107,8.88966666666667,1.25712264053007,7
'33-03',33-03,59.2033333333333,3.09299746739835,3.30366666666667,0.373550978225642,128.081998466667,1.95698634460752,8.88966666666667,1.25712264053007,7
'33-04',33-04,56.4833333333333,0.145716619963325,3.24366666666667,0.42514154505686,128.1489232,1.94453097348745,8.88966666666667,1.25712264053007,7
'33-05',33-05,55.9866666666667,5.82824444694404,3.256,0.342398890185111,128.2158479,1.93405267856997,8.88966666666667,1.25712264053007,7
'33-07',33-07,61.4766666666667,3.43360354923677,3.42166666666667,0.363571634390435,128.352171966667,1.94865949561886,8.88966666666667,1.25712264053007,7
'33-08',33-08,59.4633333333333,4.6002318782138,3.44266666666667,0.486540166207619,128.4284238,1.98942949419574,8.88966666666667,1.25712264053007,7
'33-09',33-09,62.4033333333333,3.86291772282717,3.54733333333333,0.412840566482186,128.504675666667,2.03180687104921,8.801,1.13048839003328,7
'33-10',33-10,65.7133333333333,3.19049108027821,3.53233333333333,0.48690279659633,128.5809275,2.07569326947334,8.801,1.13048839003328,7
'33-11',33-11,70.3833333333333,3.80731313833466,3.758,0.593456822355258,128.633495666667,2.1346332251495,8.801,1.13048839003328,7
'33-12',33-12,65.25,5.63332051280593,3.68466666666667,0.61959449104502,128.661347666667,2.21300345163826,8.801,1.13048839003328,7
'33-13',33-13,72.0133333333333,1.10617961169679,3.72366666666667,0.595971755482868,128.689199666667,2.29341952292811,8.713,1.1232257119564,7
'33-14',33-14,73.7533333333333,2.60500159948799,3.74233333333333,0.581205930228978,128.717051633333,2.37567383464001,8.644,1.22706519794181,7
'33-15',33-15,71.5366666666667,6.24237401421389,3.82933333333333,0.598364715982932,128.742427233333,2.45405820922145,8.644,1.22706519794181,7
'33-16',33-16,78.4,5.01473827831513,3.716,0.525186633493276,128.752340133333,2.47272806503973,8.644,1.22706519794182,7
'33-17',33-17,79.66,2.99771579706978,3.76566666666667,0.613666304544521,128.762253066667,2.49173212491912,8.644,1.22706519794182,7
'33-18',33-18,82.1366666666667,4.0779202215508,3.73066666666667,0.687194538201034,128.772165933333,2.51106270137946,8.644,1.22706519794182,7
'33-19',33-19,84.26,8.13896799354815,3.815,0.65649600151105,128.782078833333,2.53071236903848,8.644,1.22706519794182,7
'33-20',33-20,84.5233333333333,7.39714359285612,3.74433333333333,0.718711578683228,128.762666666667,2.5068605335367,8.644,1.22706519794182,7
'33-21',33-21,88.29,5.69375974203311,3.71466666666667,0.554720049514473,128.739243,2.46700808637831,8.644,1.22706519794182,7
'33-22',33-22,88.0533333333333,8.32576923373053,3.716,0.667343240019707,128.715819366667,2.42722790902838,8.526,1.05872139866917,7
'33-23',33-23,91.28,4.43977476906232,3.728,0.547274154332178,128.6923957,2.38752360015579,8.526,1.05872139866917,7
'33-24',33-24,94.5633333333333,4.87510341770666,3.68333333333333,0.625687088993638,128.674179933333,2.36158687916741,8.526,1.05872139866917,7
'33-25',33-25,95.6333333333333,1.46847993971056,3.64433333333333,0.472489506056307,128.662518266667,2.35834163064616,8.526,1.05872139866917,7
'33-26',33-26,96.43,3.22465502030772,3.578,0.486120355467656,128.650856633333,2.35550110424735,8.44433333333333,1.04950194536901,7
'33-27',33-27,94.0533333333333,2.09633807706128,3.52733333333333,0.355874041387305,128.639194966667,2.3530667751018,8.36133333333333,1.17607666983634,7
'33-28',33-28,95.3333333333333,2.39379057841964,3.517,0.406265922764878,128.626946233333,2.35084989516007,8.36133333333333,1.17607666983634,7
'33-29',33-29,95.04,3.09481824991372,3.44233333333333,0.35173474854403,128.642903233333,2.35378105700622,8.36133333333333,1.17607666983635,7
'33-30',33-30,94.41,0.753856750317326,3.495,0.411342922632687,128.6588602,2.35671231290615,8.36133333333333,1.17607666983635,7
'33-31',33-31,93.2933333333333,3.21683591955404,3.495,0.368325942610612,128.674817233333,2.35964359739716,8.36133333333333,1.17607666983635,7
'33-33',33-33,94.0366666666667,4.01478932614579,3.591,0.504476956857296,128.725671666667,2.3651677091631,8.36133333333333,1.17607666983635,7
'33-34',33-34,93.4866666666667,5.40286343833818,3.55233333333333,0.566170763403882,128.770484233333,2.36610994141162,8.36133333333333,1.17607666983635,7
'33-35',33-35,95.0666666666667,3.90074779155652,3.56166666666667,0.487541109377803,128.815296766667,2.3670538628048,8.28466666666667,1.06772952255397,7
'33-37',33-37,83.2266666666667,2.65424816724683,3.61,0.467927344787632,128.911648033333,2.36852458821004,8.28466666666667,1.06772952255397,7
'33-38',33-38,83.22,7.90318290310943,3.64266666666667,0.569772176692867,128.970071666667,2.36259508307238,8.28466666666667,1.06772952255397,7
'33-39',33-39,82.2866666666667,9.57432678225116,3.65766666666667,0.459134330379828,129.028495366667,2.35697638721514,8.28466666666667,1.06772952255397,7
'33-40',33-40,80.19,5.53907031910603,3.656,0.580700439125026,129.086919,2.35167071575444,8.05666666666667,1.18568896989613,7
'33-41',33-41,73.78,7.5871140758526,3.76533333333333,0.67153654653588,129.141713266667,2.34521211662598,8.05666666666667,1.18568896989613,7
'33-42',33-42,73.08,10.1235715041678,3.77933333333333,0.703097669839213,129.179776333333,2.33052254442798,8.05666666666667,1.18568896989613,7
'34-01',34-01,32.11,6.60754871340349,2.912,0.286125846438241,127.9304516,1.96478456171107,9.85733333333333,0.472859739598667,7
'34-03',34-03,39.07,0.631743618883194,2.94333333333333,0.372011200548227,128.081998466667,1.95698634460752,9.85733333333333,0.472859739598667,7
'34-04',34-04,37.2566666666667,2.56507959590597,2.96733333333333,0.353187391243413,128.1489232,1.94453097348745,9.85733333333333,0.472859739598667,7
'34-05',34-05,35.0366666666667,9.91868102790554,3.00133333333333,0.350030474863731,128.2158479,1.93405267856997,9.85733333333333,0.472859739598667,7
'34-07',34-07,42.7433333333333,4.77173273909323,3.098,0.37659660115301,128.352171966667,1.94865949561886,9.85733333333333,0.472859739598667,7
'34-08',34-08,42.4566666666667,2.37270590957529,3.12666666666667,0.395992845053206,128.4284238,1.98942949419574,9.85733333333333,0.472859739598667,7
'34-09',34-09,46.34,3.66672878735254,3.22133333333333,0.445432748384464,128.504675666667,2.03180687104921,9.88133333333333,0.448451037832814,7
'34-10',34-10,46.61,4.32771302190897,3.30033333333333,0.468155244906362,128.5809275,2.07569326947334,9.88133333333333,0.448451037832814,7
'34-11',34-11,54.2833333333333,5.65756425799404,3.33733333333333,0.468824416315247,128.633495666667,2.13463322515064,9.88133333333333,0.448451037832814,7
'34-12',34-12,52.0266666666667,3.67671501932556,3.348,0.49050688068568,128.661347666667,2.21300345163826,9.88133333333333,0.448451037832814,7
'34-13',34-13,57.11,1.9692384314752,3.376,0.531545858793011,128.689199666667,2.29341952292811,9.94233333333333,0.553914554180794,7
'34-14',34-14,56.8,2.14669513438678,3.435,0.53466905652001,128.717051633333,2.37567383464001,9.91633333333333,0.57568857321762,7
'34-15',34-15,57.72,3.9125950467689,3.48333333333333,0.55835860639318,128.742427233333,2.45405820922046,9.91633333333333,0.57568857321762,7
'34-16',34-16,61.0533333333333,4.94853850478426,3.48833333333333,0.580279530341487,128.752340133333,2.47272806503973,9.91633333333333,0.57568857321762,7
'34-17',34-17,64.3,5.7941953712314,3.449,0.600330742174677,128.762253066667,2.49173212491912,9.91633333333333,0.57568857321762,7
'34-18',34-18,63.87,8.94258911054288,3.438,0.641028080508179,128.772165933333,2.51106270137946,9.91633333333333,0.57568857321762,7
'34-19',34-19,68.6033333333333,10.6123151731059,3.40833333333333,0.647929265686722,128.782078833333,2.53071236903943,9.91633333333333,0.57568857321762,7
'34-20',34-20,66.64,6.17670624200307,3.37866666666667,0.6571227688441,128.762666666667,2.50686053353573,9.91633333333333,0.57568857321762,7
'34-21',34-21,72.2933333333333,6.24096413491807,3.32533333333333,0.591706289753064,128.739243,2.4670080863793,9.91633333333333,0.57568857321762,7
'34-22',34-22,72.9033333333333,2.21418909159397,3.278,0.53765695382837,128.715819366667,2.42722790902938,9.99066666666667,0.525252637626254,7
'34-23',34-23,74.9733333333333,0.390683162337141,3.23666666666667,0.529539737256167,128.6923957,2.38752360015579,9.99066666666667,0.525252637626254,7
'34-24',34-24,77.1966666666667,1.15578256317339,3.20366666666667,0.519378795613887,128.674179933333,2.36158687916844,9.99066666666667,0.525252637626254,7
'34-25',34-25,78.53,1.24132993196763,3.17033333333333,0.498319509284286,128.662518266667,2.35834163064616,9.99066666666667,0.525252637626254,7
'34-26',34-26,78.71,5.58591979892306,3.137,0.439464446798602,128.650856633333,2.35550110424941,10.0106666666667,0.559026236712879,7
'34-27',34-27,77.53,3.538742714581,3.09866666666667,0.421500098853295,128.639194966667,2.3530667751018,9.914,0.683291299520228,7
'34-28',34-28,76.2766666666667,2.07090157499876,3.16166666666667,0.435855863025075,128.626946233333,2.3508498951611,9.914,0.683291299520228,7
'34-29',34-29,78.3,2.21189963605959,3.187,0.482510103521159,128.642903233333,2.35378105700622,9.914,0.683291299520228,7
'34-30',34-30,76.07,2.79587195701055,3.212,0.533772423416572,128.6588602,2.35671231290718,9.914,0.683291299520228,7
'34-31',34-31,76.0766666666667,3.21710014350386,3.20666666666667,0.558140961884477,128.674817233333,2.35964359739716,9.914,0.683291299520228,7
'34-33',34-33,75.19,3.8955487418333,3.232,0.552525112551457,128.725671666667,2.3651677091631,9.914,0.683291299520201,7
'34-34',34-34,73.1633333333333,3.79702954075053,3.25833333333333,0.535529955589165,128.770484233333,2.36610994141162,9.914,0.683291299520228,7
'34-35',34-35,74.7533333333333,4.17277285906299,3.266,0.563159835215544,128.815296766667,2.3670538628048,10.0453333333333,0.692834997191467,7
'34-37',34-37,62.93,2.92849790848497,3.32333333333333,0.519447142001315,128.911648033333,2.36852458821004,10.0453333333333,0.692834997191494,7
'34-38',34-38,63.4733333333333,4.64538839423933,3.31,0.512330947728125,128.970071666667,2.36259508307238,10.0453333333333,0.692834997191494,7
'34-39',34-39,62.4266666666667,10.1562657179365,3.25166666666667,0.485135376295451,129.028495366667,2.35697638721514,10.0453333333333,0.692834997191494,7
'34-40',34-40,59.42,6.54752625042471,3.206,0.467490106847192,129.086919,2.35167071575444,9.73233333333333,0.774270194010685,7
'34-41',34-41,53.9533333333333,6.40450882842176,3.209,0.435738453662282,129.141713266667,2.34521211662495,9.73233333333333,0.774270194010685,7
'34-42',34-42,52.7766666666667,10.2620920544172,3.25033333333333,0.425922919474093,129.179776333333,2.33052254443006,9.73233333333333,0.774270194010685,7
'35-01',35-01,32.47,4.62438103966358,3.133,0.32320426977377,137.577284533333,2.74591259883705,8.85166666666667,0.368491971870959,7
'35-03',35-03,30.9733333333333,1.27492483438554,3.169,0.397411625396131,137.7204852,2.7672023839429,8.85166666666667,0.368491971870959,7
'35-04',35-04,32.2,7.42870109776939,3.186,0.408892406385839,137.800858533333,2.79064973441257,8.85166666666667,0.368491971870959,7
'35-05',35-05,36.43,7.05445249470153,3.20833333333333,0.420458479916073,137.8812319,2.8141269676299,8.85166666666667,0.368491971870959,7
'35-07',35-07,41.8666666666667,6.29874061486373,3.26133333333333,0.425735050628129,138.044481766667,2.85674549985268,8.85166666666667,0.368491971870959,7
'35-08',35-08,42.3766666666667,9.66074703805731,3.289,0.442690636901205,138.128197133333,2.87148871217328,8.85166666666667,0.368491971870959,7
'35-09',35-09,41.32,5.07187342113345,3.36633333333333,0.486438416794289,138.211912433333,2.88680145130262,8.78133333333333,0.253073770536048,7
'35-10',35-10,50.1933333333333,10.7671785224047,3.433,0.506222283191882,138.295627766667,2.90267460599532,8.78133333333333,0.253073770536048,7
'35-11',35-11,50.4,4.20743389728236,3.464,0.502751429634964,138.3739743,2.91593799515478,8.78133333333333,0.253073770536048,7
'35-12',35-12,50.44,9.10520180995456,3.47566666666667,0.515486501601483,138.4489976,2.9240946483757,8.78133333333333,0.253073770536048,7
'35-13',35-13,46.74,8.45968675543016,3.504,0.528888457049305,138.524020866667,2.93257003360375,8.769,0.270368267368742,7
'35-14',35-14,54.8733333333333,12.2866200939612,3.56066666666667,0.533165390224584,138.599044166667,2.94136130749312,8.813,0.274967270779651,7
'35-15',35-15,52.76,0.918041393402472,3.61566666666667,0.559984225968316,138.672827366667,2.94951144529831,8.813,0.274967270779651,7
'35-16',35-16,58.65,7.48175781484534,3.62566666666667,0.582142880514165,138.742893966667,2.94238223563921,8.813,0.274967270779651,7
'35-17',35-17,60.64,7.83002554274255,3.62166666666667,0.626199914830186,138.8129605,2.9352877883975,8.813,0.274967270779651,7
'35-18',35-18,61.4833333333333,11.178910203295,3.61466666666667,0.666513565753412,138.8830271,2.92822831012328,8.813,0.274967270779651,7
'35-19',35-19,62.6466666666667,5.44340273480974,3.588,0.680413844656324,138.9530937,2.92120398458741,8.813,0.274967270779651,7
'35-20',35-20,65.1233333333333,4.8900545327566,3.56333333333333,0.686773130905198,139.002818933333,2.90870229043183,8.813,0.274967270779651,7
'35-21',35-21,69.74,7.21856633965494,3.53033333333333,0.632507970964268,139.043291766667,2.89479256197751,8.813,0.274967270779651,7
'35-22',35-22,74.6066666666667,1.47432470417286,3.493,0.594022726837951,139.083764633333,2.88151218532527,8.74966666666667,0.205961970599733,7
'35-23',35-23,73.3333333333333,9.32021637803189,3.45433333333333,0.580721390456157,139.124237466667,2.86886979447513,8.74966666666667,0.205961970599733,7
'35-24',35-24,71.6033333333333,5.89774815784245,3.415,0.558470231973018,139.183356933333,2.85991238269709,8.74966666666667,0.205961970599733,7
'35-25',35-25,75.6033333333333,5.1939804902727,3.37966666666667,0.54060737447184,139.260210166667,2.86275211752789,8.74966666666667,0.205961970599733,7
'35-26',35-26,75.8266666666667,3.42486982720984,3.345,0.503202742440857,139.3370634,2.8684111072312,8.807,0.106784830383308,7
'35-27',35-27,78.8,2.855328352397,3.32333333333333,0.481751318974155,139.413916633333,2.87687266056162,8.79466666666667,0.0964693388249986,7
'35-28',35-28,78.0466666666667,0.816843518266983,3.36266666666667,0.49727892910653,139.482758433333,2.88717211674375,8.79466666666667,0.0964693388249986,7
'35-29',35-29,78.6933333333333,3.56029961286051,3.38566666666667,0.539367530848245,139.518548766667,2.86458533023358,8.79466666666667,0.0964693388249986,7
'35-30',35-30,75.2433333333333,4.59818804893104,3.41033333333333,0.574784597334802,139.5543391,2.84303493043267,8.79466666666667,0.0964693388249986,7
'35-31',35-31,77.2933333333333,1.80558393140092,3.40366666666667,0.603765130935312,139.590129433333,2.82254465617303,8.79466666666667,0.0964693388249986,7
'35-33',35-33,71.3266666666667,6.17133967087647,3.42,0.619069462984567,139.6594887,2.82041915319599,8.79466666666667,0.0964693388249986,7
'35-34',35-34,70.9633333333333,3.3631582379267,3.417,0.61313701568247,139.701776066667,2.86735717095711,8.79466666666667,0.0964693388249986,7
'35-35',35-35,72.21,2.49573636428227,3.42566666666667,0.627762163030976,139.744063433333,2.91436191640826,8.762,0.0775048385584609,7
'35-37',35-37,65.5833333333333,6.25557617916467,3.51933333333333,0.573398058362017,139.835858933333,3.00087534497488,8.762,0.0775048385584609,7
'35-38',35-38,60.8433333333333,7.05906745493572,3.55533333333333,0.576484460617397,139.8986459,3.01838262998398,8.762,0.0775048385584609,7
'35-39',35-39,65.62,4.98698305591669,3.521,0.5486127960593,139.9614328,3.03592343596559,8.762,0.0775048385584609,7
'35-40',35-40,55.7733333333333,9.34697990440408,3.495,0.539410789658494,140.0242197,3.05349717807119,8.72433333333333,0.0521664004251945,7
'35-41',35-41,55.36,9.44006355910803,3.49066666666667,0.536274494390078,140.083646433333,3.07044985094677,8.72433333333333,0.0521664004251945,7
'35-42',35-42,55.6533333333333,4.46994779984436,3.513,0.4870082134831,140.0321797,3.06851517142318,8.72433333333333,0.0521664004251945,7
'36-01',36-01,52.42,5.79293535265156,2.872,0.298226424047235,212.814496566667,4.84546489934329,8.06433333333333,0.714863856502311,7
'36-03',36-03,51.9133333333333,6.65039347206859,2.909,0.406180994139309,213.107912933333,4.82976246919566,8.06433333333333,0.714863856502311,7
'36-04',36-04,54.1133333333333,7.53786663011046,2.94266666666667,0.399081862947103,213.271383066667,4.7816340956299,8.06433333333333,0.714863856502311,7
